TIME	EVENT	NODES
2.2679923996313174	L	82_16
2.2679923996313174	AT	n4;82_5;n4;82_18;n15;82_19
2.3502611809948823	L	87_16
2.3502611809948823	AT	n5;87_6;n5;87_18;n15;87_19
2.4488053373144494	L	72_22
2.4488053373144494	AT	n10;72_17;n10;72_26;n15;72_27
2.4513959985628957	LT	n15;16_18;n15;16_22;n16;16_23
2.499284257998002	AT	n1;10_21;n1;10_22;n15;10_23
2.5049459605910966	L	19_32
2.5049459605910966	AT	n18;19_37;n18;19_44;n15;19_45
2.560717664724286	LT	n15;7_24;n15;7_32;n16;7_33
2.6217643596388753	LT	n15;87_19;n15;87_24;n1;87_25
2.6285510912953978	AT	n20;16_25;n20;16_26;n15;16_27
2.641949162968019	L	68_16
2.6657123621678536	L	101_16
2.6657123621678536	AT	n1;101_2;n1;101_20;n15;101_21
2.6775838478971465	AT	n19;37_46;n19;37_48;n15;37_49
2.6787579691068153	L	30_30
2.6787579691068153	AT	n1;30_2;n1;30_40;n15;30_41
2.7007030337128963	D	17_18;17_28;17_29
2.7672860625655487	D	14_36;14_58;14_59
2.768624539856993	AT	n17;30_34;n17;30_46;n15;30_47
2.7762403716030954	LT	n15;85_18;n15;85_32;n21;85_33
2.796201247515872	L	29_18
2.796201247515872	AT	n12;29_13;n12;29_30;n15;29_31
2.8145014744677437	D	61_16;61_28;61_29
2.8438875395807792	L	30_32
2.8438875395807792	AT	n19;30_38;n19;30_52;n15;30_53
2.861662871177606	L	20_18
2.861662871177606	AT	n10;20_13;n10;20_26;n15;20_27
2.881105295454224	D	109_10;109_22;109_23
