TIME	EVENT	NODES
2.45752653700606	D	21_24;21_28;21_29
2.4670104302573974	AT	n9;49_10;n9;49_20;n17;49_21
2.55330757845165	AT	n19;100_38;n19;100_40;n17;100_41
2.6081925855965706	LT	n17;61_18;n17;61_20;n10;61_21
2.6412181419898757	LT	n17;48_38;n17;48_44;n1;48_45
2.6431396320235225	LT	n17;96_24;n17;96_28;n20;96_29
2.6964998140297323	L	84_20
2.6964998140297323	AT	n18;84_27;n18;84_30;n17;84_31
2.713252357557544	LT	n17;59_20;n17;59_32;n19;59_33
2.7155173886454014	LT	n17;24_20;n17;24_26;n10;24_27
2.727904997991704	P	90_22
2.727904997991704	P	91_20
2.727904997991704	P	92_20
2.7562658631915826	O	124_n17
2.768624539856993	LT	n17;30_34;n17;30_46;n15;30_47
2.7857881610839677	AT	n22;82_25;n22;82_28;n17;82_29
2.786886493287732	LT	n17;71_22;n17;71_32;n10;71_33
2.868337852896727	LT	n17;78_18;n17;78_28;n12;78_29
2.9688260176889245	AT	n31;52_34;n31;52_36;n17;52_37
3.0007921544954206	LT	n17;99_26;n17;99_56;n34;99_57
3.0301592137146356	LT	n17;36_32;n17;36_70;n33;36_71
3.043347069851965	AT	n19;41_20;n19;41_42;n17;41_43
3.0451352942138956	L	9_22
3.0451352942138956	AT	n31;9_40;n31;9_48;n17;9_49
3.0470476507896675	LT	n17;89_46;n17;89_82;n30;89_83
3.067862410736535	L	51_18
3.067862410736535	AT	n36;51_39;n36;51_42;n17;51_43
3.100958965366747	L	22_20
3.100958965366747	AT	n26;22_31;n26;22_50;n17;22_51
