TIME	EVENT	NODES
0.8914247860340879	LT	n4;53_5;n4;53_6;n3;53_7
0.8977340526489145	AT	n1;11_5;n1;11_8;n4;11_9
0.9400795087232947	LT	n4;103_3;n4;103_6;n1;103_7
0.9570115028241596	AT	n1;21_2;n1;21_8;n4;21_9
0.9629218015063716	AT	n1;40_2;n1;40_8;n4;40_9
0.9678133312363314	P	75_5
0.9678133312363314	P	76_5
0.9678133312363314	P	77_5
0.9678133312363314	P	78_5
0.9678133312363314	P	80_5
0.9747533742953447	AT	n6;74_7;n6;74_8;n4;74_9
1.021612429565792	LT	n4;72_5;n4;72_8;n5;72_9
1.0358971138695519	LT	n4;24_5;n4;24_8;n6;24_9
1.1077226250825836	AT	n6;69_7;n6;69_8;n4;69_9
1.1943096064120406	D	13_5;13_8;13_9
1.248997737582934	LT	n4;39_5;n4;39_8;n6;39_9
1.2556585634620376	D	57_7;57_10;57_11
1.2957482334528752	AT	n6;72_7;n6;72_10;n4;72_11
1.3108047834905523	LT	n4;56_7;n4;56_10;n6;56_11
1.314811227378132	P	2_5
1.314811227378132	P	11_7
1.314811227378132	P	13_8
1.314811227378132	P	13_9
1.314811227378132	P	19_9
1.3845543332278447	LT	n4;21_9;n4;21_10;n5;21_11
1.3874387813640414	AT	n5;89_14;n5;89_16;n4;89_17
1.4281062732977854	L	45_5
1.4297049377670212	D	16_5;16_8;16_9
1.4376162499079521	LT	n4;72_11;n4;72_12;n6;72_13
1.4657762301492512	L	42_5
1.4880853285779814	LT	n4;20_5;n4;20_8;n6;20_9
1.4974101182832231	LT	n4;21_10;n4;21_12;n5;21_13
1.520839175884239	LT	n4;89_9;n4;89_18;n6;89_19
1.5383371728382338	L	77_5
1.5383371728382338	AT	n5;77_11;n5;77_12;n4;77_13
1.54381756674281	LT	n4;17_5;n4;17_8;n1;17_9
1.5537464960429603	L	18_5
1.629436194468031	LT	n4;62_5;n4;62_8;n5;62_9
1.690889932930741	LT	n4;69_5;n4;69_10;n5;69_11
1.7104811067375305	D	70_5;70_8;70_9
1.7322710490753623	LT	n4;9_5;n4;9_8;n5;9_9
1.756247945396851	D	26_7;26_12;26_13
1.8336899751324993	L	13_8
1.8336899751324993	AT	n6;13_7;n6;13_10;n4;13_11
1.9632881662140311	O	114_n4
1.9727283116521468	P	69_9
2.0026805333913322	D	57_11;57_20;57_21
2.0956969793886313	AT	n1;50_2;n1;50_16;n4;50_17
2.097307703940152	LT	n4;85_5;n4;85_16;n9;85_17
2.1383754863864026	P	68_5
2.1659292494736113	LT	n4;29_5;n4;29_16;n1;29_17
2.225246572659337	O	116_n4
2.238769489673377	L	80_5
2.238769489673377	AT	n16;80_17;n16;80_18;n4;80_19
2.256173309853391	L	17_8
2.2679923996313174	LT	n4;82_5;n4;82_18;n15;82_19
2.3527212424248427	LT	n4;93_5;n4;93_18;n12;93_19
2.3934561878143397	AT	n9;86_10;n9;86_18;n4;86_19
2.457034272634687	P	19_9
2.457034272634687	P	87_5
2.4859830572575787	O	120_n4
2.5040923757068803	LT	n4;71_5;n4;71_26;n9;71_27
2.554485232761434	LT	n4;69_9;n4;69_36;n9;69_37
2.5574913707051103	L	2_5
2.5574913707051103	AT	n12;2_19;n12;2_28;n4;2_29
2.5594257105961553	AT	n1;41_2;n1;41_22;n4;41_23
2.6089692964319458	LT	n4;73_5;n4;73_20;n10;73_21
2.616630728434649	AT	n10;50_11;n10;50_24;n4;50_25
2.624715921942937	LT	n4;36_5;n4;36_40;n1;36_41
2.6448991985977326	L	59_5
2.6448991985977326	AT	n12;59_13;n12;59_26;n4;59_27
2.704535255585107	D	46_5;46_28;46_29
2.7413136078947593	D	75_5;75_24;75_25
2.750439503918863	D	99_5;99_32;99_33
2.7639031318794727	O	126_n4
