TIME	EVENT	NODES
2.832961773103473	L	99_34
2.832961773103473	AT	n26;99_39;n26;99_40;n23;99_41
2.8383501459647675	L	95_24
2.8383501459647675	AT	n26;95_27;n26;95_28;n23;95_29
2.851532036431614	L	100_44
2.851532036431614	AT	n25;100_46;n25;100_48;n23;100_49
2.927616238445334	L	38_28
2.936410103050688	LT	n23;72_32;n23;72_42;n18;72_43
2.954285590156447	L	90_32
2.954285590156447	AT	n10;90_13;n10;90_46;n23;90_47
3.046443153162761	AT	n26;65_27;n26;65_38;n23;65_39
3.07958915018709	LT	n23;55_24;n23;55_38;n30;55_39
