TIME	EVENT	NODES
0.5779598640143856	L	3_2
0.5779598640143856	AT	n2;3_3;n2;3_4;n1;3_5
0.5789357514310316	L	102_2
0.5789357514310316	AT	n2;102_3;n2;102_4;n1;102_5
0.6001201228112953	L	60_2
0.6158718227153499	LT	n1;37_4;n1;37_8;n2;37_9
0.621539508237123	L	66_2
0.621539508237123	AT	n2;66_3;n2;66_4;n1;66_5
0.6568355107196111	D	34_2;34_4;34_5
0.7009612544550398	LT	n1;14_2;n1;14_4;n2;14_5
0.7311897474204636	LT	n1;56_2;n1;56_4;n2;56_5
0.7712005404391763	L	89_6
0.7823635582844871	AT	n2;11_3;n2;11_4;n1;11_5
0.8353421156507699	L	26_2
0.8353421156507699	AT	n2;26_3;n2;26_4;n1;26_5
0.8533924748560824	L	57_2
0.8533924748560824	AT	n2;57_3;n2;57_4;n1;57_5
0.8758328640210107	AT	n3;15_4;n3;15_6;n1;15_7
0.8977340526489145	LT	n1;11_5;n1;11_8;n4;11_9
0.9400795087232947	AT	n4;103_3;n4;103_6;n1;103_7
0.9518445994169513	LT	n1;83_2;n1;83_8;n6;83_9
0.9570115028241596	LT	n1;21_2;n1;21_8;n4;21_9
0.9629218015063716	LT	n1;40_2;n1;40_8;n4;40_9
0.9775356635500281	LT	n1;77_2;n1;77_8;n6;77_9
0.9851879104379445	O	104_n1
0.9974161716545878	LT	n1;18_2;n1;18_8;n6;18_9
1.0423597552718822	L	68_2
1.053504174560472	D	11_8;11_12;11_13
1.1063888506295552	P	2_2
1.1063888506295552	P	9_2
1.1063888506295552	P	10_2
1.1063888506295552	P	11_2
1.1063888506295552	P	12_2
1.1063888506295552	P	13_2
1.165254021839238	D	2_2;2_10;2_11
1.167468880474098	O	106_n1
1.3313309311570785	L	14_4
1.3313309311570785	AT	n5;14_10;n5;14_16;n1;14_17
1.4081929579955947	LT	n1;71_2;n1;71_8;n6;71_9
1.4522497185775443	LT	n1;37_8;n1;37_18;n5;37_19
1.5212339601924545	AT	n6;7_7;n6;7_10;n1;7_11
1.521621784155067	D	4_2;4_8;4_9
1.5341868207744958	L	15_2
1.5341868207744958	AT	n6;15_9;n6;15_10;n1;15_11
1.538856002925414	P	7_11
1.538856002925414	P	81_2
1.538856002925414	P	82_2
1.538856002925414	P	83_8
1.538856002925414	P	84_2
1.538856002925414	P	85_2
1.54381756674281	AT	n4;17_5;n4;17_8;n1;17_9
1.5842175993116208	LT	n1;91_2;n1;91_8;n5;91_9
1.58930952888408	L	19_4
1.6620045197922653	AT	n5;53_8;n5;53_10;n1;53_11
1.7112863222349468	L	102_5
1.7503868616072238	AT	n6;90_7;n6;90_8;n1;90_9
1.7544109046466587	LT	n1;100_2;n1;100_8;n6;100_9
1.7978245697347295	LT	n1;71_8;n1;71_10;n6;71_11
1.7982727417186484	L	11_2
1.8131494070906935	L	42_2
1.8166412761148707	L	92_2
1.828710729820813	D	43_2;43_10;43_11
1.882327234226587	LT	n1;89_4;n1;89_24;n7;89_25
1.8858122806730055	O	111_n1
1.9144097913312528	LT	n1;2_10;n1;2_16;n8;2_17
1.9812703788910582	LT	n1;35_2;n1;35_16;n12;35_17
1.9860872896741895	LT	n1;11_13;n1;11_22;n9;11_23
1.9908471432601627	LT	n1;35_16;n1;35_22;n13;35_23
2.0362930625988525	D	69_2;69_20;69_21
2.048847154072755	LT	n1;7_11;n1;7_22;n10;7_23
2.0773826999352663	L	20_2
2.0829294612735163	L	53_11
2.0956969793886313	LT	n1;50_2;n1;50_16;n4;50_17
2.1111141536103877	D	22_2;22_16;22_17
2.115363684948583	L	59_2
2.115363684948583	AT	n5;59_6;n5;59_16;n1;59_17
2.128755074360717	LT	n1;77_8;n1;77_22;n5;77_23
2.1659292494736113	AT	n4;29_5;n4;29_16;n1;29_17
2.2246756903479583	LT	n1;90_2;n1;90_18;n9;90_19
2.2554028975423708	L	29_17
2.3185146025512	LT	n1;4_8;n1;4_20;n12;4_21
2.327175880356146	LT	n1;57_5;n1;57_26;n12;57_27
2.366016558456512	L	91_8
2.3709040957750327	D	28_2;28_22;28_23
2.394552986018544	AT	n9;69_23;n9;69_26;n1;69_27
2.442222297396831	L	10_2
2.442222297396831	AT	n14;10_15;n14;10_20;n1;10_21
2.4589390959927453	AT	n18;83_21;n18;83_22;n1;83_23
2.489816389500474	LT	n1;69_21;n1;69_32;n12;69_33
2.499284257998002	LT	n1;10_21;n1;10_22;n15;10_23
2.5054232220882473	L	48_2
2.550833849126231	L	76_2
2.5594257105961553	LT	n1;41_2;n1;41_22;n4;41_23
2.6217643596388753	AT	n15;87_19;n15;87_24;n1;87_25
2.624715921942937	AT	n4;36_5;n4;36_40;n1;36_41
2.627510889559638	LT	n1;49_2;n1;49_24;n20;49_25
2.6412181419898757	AT	n17;48_38;n17;48_44;n1;48_45
2.648893979938104	AT	n19;13_24;n19;13_26;n1;13_27
2.6657123621678536	LT	n1;101_2;n1;101_20;n15;101_21
2.6787579691068153	LT	n1;30_2;n1;30_40;n15;30_41
2.684168655461129	LT	n1;85_2;n1;85_26;n16;85_27
2.6870377429477417	D	14_17;14_52;14_53
