TIME	EVENT	NODES
2.018974960821259	L	61_15
2.022235072002291	LT	n14;32_15;n14;32_16;n10;32_17
2.0882139054262367	P	102_17
2.1629074375057047	P	14_33
2.1629074375057047	P	15_19
2.1629074375057047	P	68_15
2.1629074375057047	P	69_19
2.1629074375057047	P	70_17
2.1724221585704906	AT	n13;36_24;n13;36_26;n14;36_27
2.21154186799573	LT	n14;33_15;n14;33_16;n10;33_17
2.2290667213344735	AT	n12;56_29;n12;56_34;n14;56_35
2.305824632653869	L	48_31
2.3845510129985867	P	48_33
2.3845510129985867	P	101_15
2.441126643400596	O	119_n14
2.442222297396831	LT	n14;10_15;n14;10_20;n1;10_21
2.4715075292372	LT	n14;38_15;n14;38_20;n18;38_21
2.499581793007941	D	4_17;4_22;4_23
