TIME	EVENT	NODES
1.9367684216022683	L	103_13
1.9367684216022683	AT	n9;103_10;n9;103_14;n12;103_15
1.9812703788910582	AT	n1;35_2;n1;35_16;n12;35_17
1.995077998703694	LT	n12;99_13;n12;99_16;n9;99_17
1.9956458977546443	AT	n13;7_18;n13;7_20;n12;7_21
1.9994563162823635	L	99_16
2.0307729780342028	LT	n12;57_17;n12;57_22;n9;57_23
2.036830382484782	LT	n12;67_13;n12;67_16;n5;67_17
2.091244515012422	LT	n12;100_21;n12;100_26;n13;100_27
2.131097528075315	L	61_13
2.134067207386724	AT	n13;56_24;n13;56_28;n12;56_29
2.1557116379545103	LT	n12;60_13;n12;60_16;n9;60_17
2.197945398710629	O	115_n12
2.2290667213344735	LT	n12;56_29;n12;56_34;n14;56_35
2.30037799490457	P	85_13
2.3185146025512	L	4_15
2.3185146025512	AT	n1;4_8;n1;4_20;n12;4_21
2.327175880356146	AT	n1;57_5;n1;57_26;n12;57_27
2.345700715988459	AT	n10;113_1;n10;113_2;n12;113_3
2.3527212424248427	L	93_13
2.3527212424248427	AT	n4;93_5;n4;93_18;n12;93_19
2.3724308654987616	L	10_13
2.3822203044122365	P	24_15
2.3822203044122365	P	25_13
2.3822203044122365	P	26_19
2.3822203044122365	P	28_13
2.3822203044122365	P	29_13
2.3822203044122365	P	30_19
2.3822203044122365	P	30_21
2.3822203044122365	P	31_13
2.3822203044122365	P	32_13
2.3822203044122365	P	33_13
2.3822203044122365	P	34_17
2.4010540096102058	AT	n16;42_21;n16;42_22;n12;42_23
2.489816389500474	L	69_17
2.489816389500474	AT	n1;69_21;n1;69_32;n12;69_33
2.4951372545631783	D	102_15;102_24;102_25
2.545958125666982	LT	n12;56_34;n12;56_46;n16;56_47
2.5574913707051103	LT	n12;2_19;n12;2_28;n4;2_29
2.6077063765038515	P	14_27
2.6077063765038515	P	45_13
2.6448991985977326	LT	n12;59_13;n12;59_26;n4;59_27
2.6615033048060637	D	50_13;50_26;50_27
2.6690781797253313	P	30_21
2.7639585166295313	L	34_17
2.7698813560621547	D	56_21;56_50;56_51
2.796201247515872	LT	n12;29_13;n12;29_30;n15;29_31
2.799343632128471	O	127_n12
2.868337852896727	L	78_13
2.868337852896727	AT	n17;78_18;n17;78_28;n12;78_29
2.8977892396045446	L	6_13
2.8977892396045446	AT	n24;6_25;n24;6_28;n12;6_29
2.93371019792851	O	131_n12
2.942634661290966	AT	n10;60_11;n10;60_32;n12;60_33
2.9451486784056686	P	94_13
2.9451486784056686	P	95_13
2.9451486784056686	P	96_17
2.9451486784056686	P	97_19
2.963028850119587	P	3_15
2.9964274356509972	AT	n25;5_14;n25;5_20;n12;5_21
3.019884042307838	LT	n12;49_13;n12;49_40;n16;49_41
3.042027317494077	AT	n20;38_32;n20;38_46;n12;38_47
3.045349509671332	L	37_31
3.0842688032848153	P	14_27
3.0842688032848153	P	56_23
3.1037106351690227	LT	n12;110_7;n12;110_24;n24;110_25
3.1313242803565617	L	32_13
3.139876767710836	O	139_n12
