TIME	EVENT	NODES
2.555849639229226	L	2_27
2.5839624679009456	O	121_n20
2.5896080523442553	L	31_21
2.6008045427722326	LT	n20;6_19;n20;6_20;n16;6_21
2.627510889559638	AT	n1;49_2;n1;49_24;n20;49_25
2.6285510912953978	LT	n20;16_25;n20;16_26;n15;16_27
2.641067783822432	D	90_25;90_26;90_27
2.6431396320235225	AT	n17;96_24;n17;96_28;n20;96_29
2.6557618329330417	D	28_27;28_28;28_29
2.6583480233722367	AT	n9;38_10;n9;38_24;n20;38_25
2.8025237860330616	D	38_25;38_32;38_33
2.803095523049667	AT	n22;5_11;n22;5_16;n20;5_17
2.834393450967705	D	88_23;88_32;88_33
2.8973944525941584	L	52_21
2.8973944525941584	AT	n24;52_25;n24;52_28;n20;52_29
2.9597496367295704	AT	n31;58_34;n31;58_36;n20;58_37
3.0155895707590044	AT	n27;51_28;n27;51_36;n20;51_37
3.042027317494077	LT	n20;38_32;n20;38_46;n12;38_47
3.058477950489144	LT	n20;36_39;n20;36_72;n32;36_73
3.0843794149925725	D	5_17;5_24;5_25
3.097739014030459	LT	n20;49_23;n20;49_46;n19;49_47
3.124194178672724	LT	n20;47_21;n20;47_40;n16;47_41
