TIME	EVENT	NODES
0	O	Root
0.5651162994026079	S	Root;1;n1;2;n2;3
0.635458044735131	P	n2;3
0.7009612544550398	T	n1;2;n1;4;n2;5
0.8705487089928268	S	n2;5;n3;6;n4;7
0.8705487089928268	S	n2;3;n3;8;n4;9
0.9136120164185375	S	n3;6;n5;10;n6;11
0.9136120164185375	S	n3;8;n5;12;n6;13
1.0405102101524555	T	n6;11;n6;14;n5;15
1.3313309311570785	L	n1;4
1.3313309311570785	T	n5;10;n5;16;n1;17
1.7724315427350585	P	n5;12
1.8813788388702282	S	n6;14;n7;18;n8;19
1.8813788388702282	S	n6;13;n7;20;n8;21
1.911993857028475	S	n7;18;n9;22;n10;23
1.911993857028475	S	n7;20;n9;24;n10;25
1.923694679252978	S	n8;19;n11;26;n12;27
1.923694679252978	S	n8;21;n11;28;n12;29
1.9854867880629592	S	n11;26;n13;30;n14;31
1.9854867880629592	S	n11;28;n13;32;n14;33
2.1629074375057047	P	n14;33
2.225668125700548	S	n13;30;n15;34;n16;35
2.225668125700548	S	n13;32;n15;36;n16;37
2.406050370324076	S	n5;16;n17;38;n18;39
2.406050370324076	S	n5;12;n17;40;n18;41
2.406050370324076	S	n5;15;n17;42;n18;43
2.4381963488025415	D	n18;43;n18;44;n18;45
2.502910948502324	S	n14;31;n19;46;n20;47
2.502910948502324	S	n14;33;n19;48;n20;49
2.531897853857944	L	n19;46
2.531897853857944	T	n16;35;n16;50;n19;51
2.6077063765038515	P	n12;27
2.6870377429477417	D	n1;17;n1;52;n1;53
2.692185102669776	S	n1;52;n21;54;n22;55
2.692185102669776	S	n1;53;n21;56;n22;57
2.7672860625655487	D	n15;36;n15;58;n15;59
2.7738261554119075	S	n4;7;n23;60;n24;61
2.7738261554119075	S	n4;9;n23;62;n24;63
2.7909555608888947	S	n21;54;n25;64;n26;65
2.7909555608888947	S	n21;56;n25;66;n26;67
2.9028419465601423	S	n15;34;n27;68;n28;69
2.9028419465601423	S	n15;58;n27;70;n28;71
2.9028419465601423	S	n15;59;n27;72;n28;73
2.9102591985123394	S	n22;55;n29;74;n30;75
2.9102591985123394	S	n22;57;n29;76;n30;77
2.9411721024977977	S	n9;22;n31;78;n32;79
2.9411721024977977	S	n9;24;n31;80;n32;81
2.9729747093130627	S	n28;69;n33;82;n34;83
2.9729747093130627	S	n28;71;n33;84;n34;85
2.9729747093130627	S	n28;73;n33;86;n34;87
3.0250122621232984	S	n18;39;n35;88;n36;89
3.0250122621232984	S	n18;41;n35;90;n36;91
3.0250122621232984	S	n18;44;n35;92;n36;93
3.0250122621232984	S	n18;45;n35;94;n36;95
3.0614495457278346	D	n27;68;n27;96;n27;97
3.0645693707283965	S	n32;79;n37;98;n38;99
3.0645693707283965	S	n32;81;n37;100;n38;101
3.073927546226566	L	n29;76
3.073927546226566	T	n36;95;n36;102;n29;103
3.0842688032848153	P	n12;27
3.089677211075554	D	n24;61;n24;104;n24;105
3.146229668452691	F	n17;38
3.146229668452691	F	n17;40
3.146229668452691	F	n17;42
3.146229668452691	F	n16;50
3.146229668452691	F	n16;37
3.146229668452691	F	n24;104
3.146229668452691	F	n24;105
3.146229668452691	F	n24;63
3.146229668452691	F	n20;47
3.146229668452691	F	n20;49
3.146229668452691	F	n30;75
3.146229668452691	F	n30;77
3.146229668452691	F	n35;88
3.146229668452691	F	n35;90
3.146229668452691	F	n35;92
3.146229668452691	F	n35;94
3.146229668452691	F	n10;23
3.146229668452691	F	n10;25
3.146229668452691	F	n34;83
3.146229668452691	F	n34;85
3.146229668452691	F	n34;87
3.146229668452691	F	n37;98
3.146229668452691	F	n37;100
3.146229668452691	F	n31;78
3.146229668452691	F	n31;80
3.146229668452691	F	n19;51
3.146229668452691	F	n19;48
3.146229668452691	F	n38;99
3.146229668452691	F	n38;101
3.146229668452691	F	n36;89
3.146229668452691	F	n36;91
3.146229668452691	F	n36;93
3.146229668452691	F	n36;102
3.146229668452691	F	n26;65
3.146229668452691	F	n26;67
3.146229668452691	F	n29;74
3.146229668452691	F	n29;103
3.146229668452691	F	n27;96
3.146229668452691	F	n27;97
3.146229668452691	F	n27;70
3.146229668452691	F	n27;72
3.146229668452691	F	n12;27
3.146229668452691	F	n12;29
3.146229668452691	F	n23;60
3.146229668452691	F	n23;62
3.146229668452691	F	n25;64
3.146229668452691	F	n25;66
3.146229668452691	F	n33;82
3.146229668452691	F	n33;84
3.146229668452691	F	n33;86
