TIME	EVENT	NODES
0	O	Root
0.5651162994026079	S	Root;1;n1;2;n2;3
0.8705487089928268	S	n2;3;n3;4;n4;5
0.9136120164185375	S	n3;4;n5;6;n6;7
1.8813788388702282	S	n6;7;n7;8;n8;9
1.911993857028475	S	n7;8;n9;10;n10;11
1.923694679252978	S	n8;9;n11;12;n12;13
1.9854867880629592	S	n11;12;n13;14;n14;15
2.0838091790510322	D	n13;14;n13;16;n13;17
2.225668125700548	S	n13;16;n15;18;n16;19
2.225668125700548	S	n13;17;n15;20;n16;21
2.3709040957750327	D	n1;2;n1;22;n1;23
2.3822203044122365	P	n12;13
2.406050370324076	S	n5;6;n17;24;n18;25
2.502910948502324	S	n14;15;n19;26;n20;27
2.6557618329330417	D	n20;27;n20;28;n20;29
2.692185102669776	S	n1;22;n21;30;n22;31
2.692185102669776	S	n1;23;n21;32;n22;33
2.7738261554119075	S	n4;5;n23;34;n24;35
2.7909555608888947	S	n21;30;n25;36;n26;37
2.7909555608888947	S	n21;32;n25;38;n26;39
2.9028419465601423	S	n15;18;n27;40;n28;41
2.9028419465601423	S	n15;20;n27;42;n28;43
2.9102591985123394	S	n22;31;n29;44;n30;45
2.9102591985123394	S	n22;33;n29;46;n30;47
2.9411721024977977	S	n9;10;n31;48;n32;49
2.9729747093130627	S	n28;41;n33;50;n34;51
2.9729747093130627	S	n28;43;n33;52;n34;53
3.0250122621232984	S	n18;25;n35;54;n36;55
3.0645693707283965	S	n32;49;n37;56;n38;57
3.0794507822292236	P	n29;44
3.0794507822292236	P	n29;46
3.146229668452691	F	n17;24
3.146229668452691	F	n16;19
3.146229668452691	F	n16;21
3.146229668452691	F	n24;35
3.146229668452691	F	n20;28
3.146229668452691	F	n20;29
3.146229668452691	F	n30;45
3.146229668452691	F	n30;47
3.146229668452691	F	n35;54
3.146229668452691	F	n10;11
3.146229668452691	F	n34;51
3.146229668452691	F	n34;53
3.146229668452691	F	n37;56
3.146229668452691	F	n31;48
3.146229668452691	F	n19;26
3.146229668452691	F	n38;57
3.146229668452691	F	n36;55
3.146229668452691	F	n26;37
3.146229668452691	F	n26;39
3.146229668452691	F	n29;44
3.146229668452691	F	n29;46
3.146229668452691	F	n27;40
3.146229668452691	F	n27;42
3.146229668452691	F	n12;13
3.146229668452691	F	n23;34
3.146229668452691	F	n25;36
3.146229668452691	F	n25;38
3.146229668452691	F	n33;50
3.146229668452691	F	n33;52
