species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.45, 0, 0.24, 0.26, 0.41, 0, 0.45, 0.39
Node_species10_species19_0, 0.64, 0, 0.15, 0.17, 0.58, 0.01, 0.64, 0.3
Node_species12_species0_0, 0.23, 0, 0.12, 0.08, 0.2, 0, 0.23, 0.18
Node_species12_species16_0, 1, 0, 0.04, 0.06, 0.96, 0, 1, 0.99
Node_species12_species20_0, 0.02, 0, 0, 0, 0.02, 0.02, 0.02, 0.02
Node_species12_species4_0, 0.48, 0, 0.1, 0.25, 0.45, 0.01, 0.48, 0.43
Node_species12_species7_0, 0.28, 0, 0.14, 0.14, 0.28, 0.01, 0.28, 0.21
Node_species16_species28_0, 0.22, 0, 0.02, 0.05, 0.21, 0.1, 0.22, 0.21
Node_species19_species15_0, 0.98, 0, 0.01, 0.26, 0.98, 0.03, 0.98, 0.97
Node_species20_species21_0, 0.87, 0, 0.21, 0.56, 0.85, 0, 0.87, 0.76
Node_species21_species9_0, 0.34, 0, 0.09, 0.15, 0.32, 0, 0.34, 0.32
Node_species22_species14_0, 0.74, 0, 0.09, 0.44, 0.62, 0, 0.74, 0.69
Node_species22_species24_0, 0.22, 0, 0.93, 0.19, 0.21, 0, 0.22, 0.22
Node_species25_species10_0, 0.21, 0, 0.15, 0.14, 0.2, 0, 0.21, 0.21
Node_species26_species18_0, 1, 0, 0.24, 0.68, 0.99, 0, 1, 0.6
Node_species27_species23_0, 0.25, 0, 0.2, 0.09, 0.25, 0, 0.25, 0.15
Node_species28_species2_0, 0.91, 0, 0.1, 0.3, 0.91, 0.76, 0.91, 0.89
Node_species3_species1_0, 0.43, 0, 0.95, 0.55, 0.43, 0.01, 0.43, 0.23
Node_species4_species22_0, 0.18, 0, 0.25, 0.18, 0.17, 0, 0.18, 0.14
Node_species4_species25_0, 0.97, 0, 0.08, 0.97, 0.95, 0, 0.97, 0.87
Node_species4_species6_0, 0.26, 0, 0.22, 0.17, 0.25, 0, 0.26, 0.24
Node_species5_species11_0, 0.23, 0, 0.08, 0.06, 0.22, 0, 0.23, 0.23
Node_species6_species13_0, 1, 0, 0.03, 0.14, 1, 0.01, 1, 0.97
Node_species6_species27_0, 0.94, 0, 0.01, 0.25, 0.94, 0.01, 0.94, 0.93
Node_species7_species5_0, 1, 0, 0.05, 0.06, 1, 0, 1, 0.97
Node_species8_species12_0, 0.3, 0, 0.03, 0.03, 0.29, 0, 0.3, 0.18
Node_species8_species17_0, 0.99, 0, 0.07, 0.91, 0.93, 0, 0.99, 0.97
Node_species8_species26_0, 0.29, 0, 0.19, 0.18, 0.27, 0, 0.29, 0.22
species0, 1, 0, 0.12, 0.55, 1, 0, 1, 1
species1, 1, 0, 0.12, 0.31, 1, 0, 1, 1
species10, 1, 0, 0.09, 0.42, 1, 0, 1, 1
species11, 1, 0, 0.08, 1.93, 1, 0, 1, 1
species12, 1, 0, 0.1, 0.28, 1, 0, 1, 1
species13, 1, 0, 0.02, 1.14, 1, 0, 1, 1
species14, 1, 0, 0.08, 0.59, 1, 0, 1, 1
species15, 1, 0, 0.03, 0.04, 1, 0, 1, 1
species16, 1, 0, 0.27, 0.27, 1, 0, 1, 1
species17, 1, 0, 0.14, 0.74, 1, 0, 1, 1
species18, 1, 0, 0.03, 0.25, 1, 0, 1, 1
species19, 1, 0, 0.03, 0.07, 1, 0, 1, 1
species2, 1, 0, 0.02, 0.25, 1, 0.02, 1, 1
species20, 1, 0, 0.02, 0.52, 1, 0, 1, 1
species21, 1, 0, 0.22, 0.55, 1, 0, 1, 1
species22, 1, 0, 0.07, 0.2, 1, 0.01, 1, 1
species23, 1, 0, 0.01, 0.08, 1, 0, 1, 1
species24, 1, 0, 0.07, 0.46, 1, 0, 1, 1
species25, 1, 0, 0.1, 0.06, 1, 0, 1, 1
species26, 1, 0, 0.09, 0.27, 1, 0, 1, 1
species27, 1, 0, 0.22, 0.25, 1, 0, 1, 1
species28, 1, 0, 0.11, 1.09, 1, 0, 1, 1
species3, 1, 0, 0.04, 0.47, 1, 0, 1, 1
species4, 1, 0, 0.13, 0.18, 1, 0, 1, 1
species5, 1, 0, 0.05, 0.26, 1, 0, 1, 1
species6, 1, 0, 0.07, 0.06, 1, 0, 1, 1
species7, 1, 0, 0.01, 0.32, 1, 0, 1, 1
species8, 1, 0, 0.07, 0.9, 1, 0, 1, 1
species9, 1, 0, 0.53, 0.47, 1, 0, 1, 1
