species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.48, 0, 0.3, 0.24, 0.46, 0, 0.48, 0.46
Node_species10_species19_0, 0.44, 0, 0, 0.08, 0.42, 0.1, 0.44, 0.28
Node_species12_species0_0, 0.94, 0, 0.12, 0.94, 0.93, 0, 0.94, 0.94
Node_species12_species16_0, 0.65, 0, 0.01, 0.33, 0.61, 0.03, 0.65, 0.65
Node_species12_species20_0, 0.04, 0, 0, 0.04, 0.04, 0.04, 0.04, 0.04
Node_species12_species4_0, 0.77, 0, 0.08, 0.09, 0.76, 0, 0.77, 0.6
Node_species12_species7_0, 1, 0, 0.04, 0.16, 1, 0, 1, 1
Node_species16_species28_0, 0.09, 0, 0.02, 0.03, 0.08, 0.02, 0.09, 0.09
Node_species19_species15_0, 0.28, 0, 0.02, 0.09, 0.26, 0.02, 0.28, 0.24
Node_species20_species21_0, 0.99, 0, 0.04, 0.05, 0.97, 0.02, 0.99, 0.96
Node_species21_species9_0, 0.59, 0, 0.31, 0.08, 0.57, 0, 0.59, 0.43
Node_species22_species14_0, 0.97, 0, 0.09, 0.42, 0.95, 0.41, 0.97, 0.79
Node_species22_species24_0, 1.16, 0, 0.16, 0.51, 0.97, 0.03, 1.16, 0.77
Node_species25_species10_0, 1.03, 0, 0.47, 1.94, 1, 0, 1.03, 0.81
Node_species26_species18_0, 0.64, 0, 0.23, 0.09, 0.61, 0, 0.64, 0.64
Node_species27_species23_0, 0.6, 0, 0.09, 0.1, 0.56, 0, 0.6, 0.58
Node_species28_species2_0, 0.17, 0, 0.05, 0.11, 0.17, 0.02, 0.17, 0.13
Node_species3_species1_0, 1.02, 0, 0.01, 0.19, 0.97, 0, 1.02, 0.99
Node_species4_species22_0, 1.02, 0, 0.02, 0.09, 1, 0.01, 1.02, 1.02
Node_species4_species25_0, 0.65, 0, 0.54, 0.43, 0.59, 0.04, 0.65, 0.62
Node_species4_species6_0, 0.63, 0, 0.39, 0.26, 0.55, 0, 0.63, 0.61
Node_species5_species11_0, 1.2, 0, 0.04, 0.37, 0.96, 0, 1.2, 1.18
Node_species6_species13_0, 0.26, 0, 0.21, 0.15, 0.24, 0, 0.26, 0.21
Node_species6_species27_0, 0.12, 0, 0.11, 0.04, 0.12, 0.01, 0.12, 0.11
Node_species7_species5_0, 0.5, 0, 0.19, 0.2, 0.5, 0.12, 0.5, 0.23
Node_species8_species12_0, 0.12, 0, 0.02, 0.06, 0.12, 0.03, 0.12, 0.08
Node_species8_species17_0, 0.93, 0, 0.11, 0.34, 0.91, 0.04, 0.93, 0.66
Node_species8_species26_0, 0.88, 0, 0.09, 0.75, 0.86, 0, 0.88, 0.88
species0, 1, 0, 0.07, 0.26, 1, 0, 1, 1
species1, 1, 0, 0.12, 0.38, 1, 0, 1, 1
species10, 1, 0, 0.27, 0.2, 1, 0.01, 1, 1
species11, 1, 0, 0.03, 0.24, 1, 0, 1, 1
species12, 1, 0, 0.3, 0.11, 1, 0, 1, 1
species13, 1, 0, 0.07, 0.35, 1, 0.01, 1, 1
species14, 1, 0, 0.04, 0.32, 1, 0, 1, 1
species15, 1, 0, 0.1, 0.17, 1, 0, 1, 1
species16, 1, 0, 0.04, 0.06, 1, 0, 1, 1
species17, 1, 0, 0.08, 0.62, 1, 0.01, 1, 1
species18, 1, 0, 0.57, 0.42, 1, 0, 1, 1
species19, 1, 0, 0.41, 0.92, 1, 0, 1, 1
species2, 1, 0, 0, 0.1, 1, 0.01, 1, 1
species20, 1, 0, 0.03, 0.6, 1, 0, 1, 1
species21, 1, 0, 0.15, 0.29, 1, 0, 1, 1
species22, 1, 0, 0.04, 0.05, 1, 0, 1, 1
species23, 1, 0, 0.08, 0.27, 1, 0, 1, 1
species24, 1, 0, 0.1, 0.48, 1, 0, 1, 1
species25, 1, 0, 0.05, 0.05, 1, 0, 1, 1
species26, 1, 0, 0.54, 0.08, 1, 0, 1, 1
species27, 1, 0, 0.27, 0.31, 1, 0, 1, 1
species28, 1, 0, 0.28, 1.74, 1, 0.01, 1, 1
species3, 1, 0, 0.02, 0.11, 1, 0, 1, 1
species4, 1, 0, 0.06, 0.43, 1, 0, 1, 1
species5, 1, 0, 0.04, 0.14, 1, 0.01, 1, 1
species6, 1, 0, 0.19, 0.33, 1, 0, 1, 1
species7, 1, 0, 0.04, 0.14, 1, 0, 1, 1
species8, 1, 0, 0.04, 0.18, 1, 0, 1, 1
species9, 1, 0, 0.04, 0.13, 1, 0, 1, 1
