species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.5, 0, 0.2, 0.28, 0.46, 0, 0.5, 0.48
Node_species10_species19_0, 0.72, 0, 0.05, 0.1, 0.71, 0, 0.72, 0.29
Node_species12_species0_0, 0.97, 0, 0.04, 0.06, 0.97, 0, 0.97, 0.95
Node_species12_species16_0, 0.97, 0, 0.02, 0.04, 0.97, 0, 0.97, 0.97
Node_species12_species4_0, 0.42, 0, 0.08, 0.12, 0.4, 0, 0.42, 0.34
Node_species12_species7_0, 1.01, 0, 0.75, 0.63, 0.94, 0, 1.01, 0.47
Node_species16_species28_0, 0.08, 0, 0, 0.05, 0.08, 0.02, 0.08, 0.04
Node_species19_species15_0, 0.85, 0, 0.02, 0.06, 0.74, 0.05, 0.85, 0.83
Node_species20_species21_0, 0.92, 0, 0.11, 0.54, 0.88, 0, 0.92, 0.92
Node_species21_species9_0, 0.54, 0, 0.07, 0.22, 0.52, 0, 0.54, 0.39
Node_species22_species14_0, 0.94, 0, 0.08, 0.41, 0.92, 0, 0.94, 0.75
Node_species22_species24_0, 0.97, 0, 0.04, 0.1, 0.96, 0, 0.97, 0.97
Node_species25_species10_0, 1.01, 0, 0.11, 0.74, 0.91, 0, 1.01, 1
Node_species26_species18_0, 0.46, 0, 0.21, 0.31, 0.43, 0, 0.46, 0.44
Node_species27_species23_0, 0.3, 0, 0.1, 0.09, 0.3, 0, 0.3, 0.15
Node_species28_species2_0, 0.1, 0, 0.06, 0.06, 0.1, 0.04, 0.1, 0.08
Node_species3_species1_0, 0.95, 0, 0.69, 0.33, 0.94, 0, 0.95, 0.5
Node_species4_species22_0, 0.96, 0, 0.11, 0.69, 0.96, 0, 0.96, 0.92
Node_species4_species25_0, 0.94, 0, 0.45, 0.68, 0.9, 0.01, 0.94, 0.54
Node_species4_species6_0, 0.18, 0, 0.32, 0.08, 0.18, 0, 0.18, 0.11
Node_species5_species11_0, 0.96, 0, 0.03, 0.14, 0.95, 0, 0.96, 0.96
Node_species6_species13_0, 1.01, 0, 0.13, 0.09, 0.99, 0.25, 1.01, 0.98
Node_species6_species27_0, 0.69, 0, 0.01, 0.04, 0.67, 0.56, 0.69, 0.68
Node_species7_species5_0, 0.99, 0, 0.04, 0.07, 0.99, 0.01, 0.99, 0.99
Node_species8_species12_0, 0.21, 0, 0, 0.05, 0.19, 0, 0.21, 0.15
Node_species8_species17_0, 1.03, 0, 0.04, 0.19, 0.94, 0, 1.03, 0.95
Node_species8_species26_0, 0.36, 0, 0.73, 0.02, 0.32, 0, 0.36, 0.36
species0, 1, 0, 0.08, 0.17, 1, 0, 1, 1
species1, 1, 0, 0.03, 0.72, 1, 0, 1, 1
species10, 1, 0, 0.32, 1.49, 1, 0, 1, 1
species11, 1, 0, 0.71, 0.32, 1, 0, 1, 1
species12, 1, 0, 0.03, 0.02, 1, 0, 1, 1
species13, 1, 0, 0.02, 0.08, 1, 0, 1, 1
species14, 1, 0, 0.1, 0.17, 1, 0, 1, 1
species15, 1, 0, 0.05, 0.06, 1, 0.04, 1, 1
species16, 1, 0, 0.13, 0.3, 1, 0, 1, 1
species17, 1, 0, 0.05, 0.52, 1, 0, 1, 1
species18, 1, 0, 0.18, 1.33, 1, 0, 1, 1
species19, 1, 0, 0.1, 0.19, 1, 0, 1, 1
species2, 1, 0, 0.05, 0.14, 1, 0, 1, 1
species20, 1, 0, 0.11, 0.2, 1, 0, 1, 1
species21, 1, 0, 0.37, 0.34, 1, 0, 1, 1
species22, 1, 0, 0.1, 1.44, 1, 0, 1, 1
species23, 1, 0, 0.18, 0.32, 1, 0, 1, 1
species24, 1, 0, 0.07, 0.04, 1, 0, 1, 1
species25, 1, 0, 0.16, 0.86, 1, 0.01, 1, 1
species26, 1, 0, 0.02, 0.41, 1, 0, 1, 1
species27, 1, 0, 0.13, 0.33, 1, 0, 1, 1
species28, 1, 0, 0.02, 0.15, 1, 0, 1, 1
species3, 1, 0, 0.04, 0.08, 1, 0, 1, 1
species4, 1, 0, 0.04, 0.29, 1, 0.01, 1, 1
species5, 1, 0, 0.08, 0.2, 1, 0, 1, 1
species6, 1, 0, 0.02, 0.03, 1, 0, 1, 1
species7, 1, 0, 0, 0.01, 1, 0, 1, 1
species8, 1, 0, 0.25, 0.27, 1, 0, 1, 1
species9, 1, 0, 0.03, 0.25, 1, 0, 1, 1
