species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.86, 0, 0.1, 0.41, 0.85, 0.03, 0.86, 0.6
Node_species10_species19_0, 0.53, 0, 0.17, 0.22, 0.49, 0.02, 0.53, 0.5
Node_species12_species0_0, 0.48, 0, 0.4, 0.22, 0.46, 0.02, 0.48, 0.44
Node_species12_species16_0, 0.75, 0, 0.06, 0.35, 0.73, 0, 0.75, 0.42
Node_species12_species20_0, 0.3, 0, 0, 0.07, 0.3, 0.3, 0.3, 0.3
Node_species12_species4_0, 0.44, 0, 0.08, 0.16, 0.39, 0.02, 0.44, 0.33
Node_species12_species7_0, 0.52, 0, 0.22, 0.17, 0.51, 0.01, 0.52, 0.29
Node_species16_species28_0, 0.61, 0, 0, 0.07, 0.6, 0.1, 0.61, 0.42
Node_species19_species15_0, 0.66, 0, 0.16, 0.13, 0.61, 0, 0.66, 0.63
Node_species20_species21_0, 0.98, 0, 0.12, 0.31, 0.97, 0.01, 0.98, 0.74
Node_species21_species9_0, 0.41, 0, 0.05, 0.2, 0.37, 0, 0.41, 0.41
Node_species22_species14_0, 0.73, 0, 0.11, 0.27, 0.7, 0.03, 0.73, 0.59
Node_species22_species24_0, 0.78, 0, 0.01, 0.02, 0.76, 0, 0.78, 0.78
Node_species25_species10_0, 0.34, 0, 0.13, 0.25, 0.33, 0.02, 0.34, 0.33
Node_species26_species18_0, 0.62, 0, 0.14, 0.38, 0.53, 0.02, 0.62, 0.53
Node_species27_species23_0, 0.26, 0, 0.11, 0.09, 0.26, 0.01, 0.26, 0.2
Node_species28_species2_0, 0.62, 0, 0.04, 0.28, 0.59, 0.02, 0.62, 0.62
Node_species3_species1_0, 1, 0, 0.12, 0.38, 1, 0, 1, 0.95
Node_species4_species22_0, 0.72, 0, 0.1, 0.21, 0.71, 0, 0.72, 0.56
Node_species4_species25_0, 1.01, 0, 0.05, 0.5, 0.98, 0, 1.01, 0.98
Node_species4_species6_0, 0.22, 0, 0.14, 0.1, 0.21, 0.02, 0.22, 0.13
Node_species5_species11_0, 0.3, 0, 0.74, 0.03, 0.28, 0.06, 0.3, 0.23
Node_species6_species13_0, 0.61, 0, 0.11, 0.13, 0.59, 0, 0.61, 0.6
Node_species6_species27_0, 0.72, 0, 0.03, 0.31, 0.71, 0.06, 0.72, 0.7
Node_species7_species5_0, 0.21, 0, 0.59, 0.15, 0.19, 0, 0.21, 0.19
Node_species8_species12_0, 0.53, 0, 0.02, 0.19, 0.52, 0.06, 0.53, 0.4
Node_species8_species17_0, 1.01, 0, 0.05, 0.13, 0.98, 0, 1.01, 1
Node_species8_species26_0, 0.19, 0, 0.47, 0.23, 0.18, 0.04, 0.19, 0.17
species0, 1, 0, 0.35, 0.04, 1, 0, 1, 1
species1, 1, 0, 0.01, 1.02, 1, 0, 1, 1
species10, 1, 0, 0.02, 0.22, 1, 0, 1, 1
species11, 1, 0, 0.56, 0.48, 1, 0.03, 1, 1
species12, 1, 0, 0.07, 0.24, 1, 0, 1, 1
species13, 1, 0, 0.06, 0.3, 1, 0, 1, 1
species14, 1, 0, 0.06, 0.91, 1, 0.01, 1, 1
species15, 1, 0, 0.02, 0.27, 1, 0.02, 1, 1
species16, 1, 0, 0.18, 0.41, 1, 0, 1, 1
species17, 1, 0, 0.4, 0.51, 1, 0, 1, 1
species18, 1, 0, 0.34, 0.45, 1, 0.02, 1, 1
species19, 1, 0, 0.11, 0.41, 1, 0, 1, 1
species2, 1, 0, 0.56, 0.6, 1, 0, 1, 1
species20, 1, 0, 0.09, 0.49, 1, 0, 1, 1
species21, 1, 0, 0.04, 0.36, 1, 0, 1, 1
species22, 1, 0, 0.03, 0.08, 1, 0.01, 1, 1
species23, 1, 0, 0.17, 0.77, 1, 0, 1, 1
species24, 1, 0, 0.05, 0.47, 1, 0.02, 1, 1
species25, 1, 0, 0.13, 0.38, 1, 0, 1, 1
species26, 1, 0, 0.02, 0.29, 1, 0, 1, 1
species27, 1, 0, 0.06, 1.66, 1, 0, 1, 1
species28, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species3, 1, 0, 0.03, 0.35, 1, 0.01, 1, 1
species4, 1, 0, 0.01, 0.36, 1, 0.02, 1, 1
species5, 1, 0, 0.16, 0.52, 1, 0, 1, 1
species6, 1, 0, 0.03, 0.12, 1, 0, 1, 1
species7, 1, 0, 0.16, 0.25, 1, 0.01, 1, 1
species8, 1, 0, 0.1, 1.63, 1, 0, 1, 1
species9, 1, 0, 0.06, 0.25, 1, 0, 1, 1
