species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.05, 0, 0.11, 0.13, 0.91, 0.01, 1.05, 1.02
Node_species10_species19_0, 0.94, 0, 0.03, 0.19, 0.93, 0, 0.94, 0.83
Node_species12_species0_0, 0.45, 0, 0.06, 0.06, 0.44, 0.03, 0.45, 0.27
Node_species12_species16_0, 1, 0, 0.02, 0.21, 1, 0, 1, 1
Node_species12_species20_0, 0.09, 0, 0, 0.05, 0.09, 0.09, 0.09, 0.09
Node_species12_species4_0, 1.08, 0, 0.07, 0.49, 0.93, 0, 1.08, 1.01
Node_species12_species7_0, 0.14, 0, 0.04, 0.03, 0.14, 0.01, 0.14, 0.14
Node_species16_species28_0, 0.35, 0, 0.03, 0.11, 0.35, 0.13, 0.35, 0.23
Node_species19_species15_0, 0.63, 0, 0.09, 0.16, 0.6, 0.04, 0.63, 0.56
Node_species20_species21_0, 0.42, 0, 0.77, 0.31, 0.39, 0.01, 0.42, 0.25
Node_species21_species9_0, 0.97, 0, 0.12, 0.37, 0.96, 0, 0.97, 0.89
Node_species22_species14_0, 0.9, 0, 0.12, 0.19, 0.87, 0, 0.9, 0.9
Node_species22_species24_0, 0.99, 0, 0.04, 0.16, 0.99, 0, 0.99, 0.98
Node_species25_species10_0, 0.02, 0, 0.95, 0.15, 0.02, 0, 0.02, 0.02
Node_species26_species18_0, 1.02, 0, 0.71, 0.77, 0.99, 0.01, 1.02, 0.59
Node_species27_species23_0, 0.94, 0, 0.06, 0.18, 0.91, 0.01, 0.94, 0.93
Node_species28_species2_0, 0.46, 0, 0, 0.09, 0.46, 0.06, 0.46, 0.43
Node_species3_species1_0, 0.93, 0, 0.08, 0.48, 0.84, 0.01, 0.93, 0.91
Node_species4_species22_0, 0.16, 0, 0.14, 0.02, 0.16, 0.03, 0.16, 0.16
Node_species4_species25_0, 0.46, 0, 0.16, 0.11, 0.43, 0.01, 0.46, 0.4
Node_species4_species6_0, 0.93, 0, 0.06, 0.25, 0.91, 0.01, 0.93, 0.7
Node_species5_species11_0, 0.96, 0, 0.03, 0.22, 0.96, 0, 0.96, 0.96
Node_species6_species13_0, 0.95, 0, 0.22, 0.59, 0.93, 0.11, 0.95, 0.61
Node_species6_species27_0, 0.56, 0, 0.14, 0.22, 0.53, 0.11, 0.56, 0.52
Node_species7_species5_0, 1.02, 0, 0.01, 0.19, 1, 0.03, 1.02, 1
Node_species8_species12_0, 0.83, 0, 0.09, 0.26, 0.83, 0.11, 0.83, 0.33
Node_species8_species17_0, 0.86, 0, 0.15, 0.38, 0.85, 0.02, 0.86, 0.43
Node_species8_species26_0, 0.65, 0, 0.11, 0.31, 0.64, 0.02, 0.65, 0.53
species0, 1, 0, 0.03, 0.11, 1, 0, 1, 1
species1, 1, 0, 0.69, 0.36, 1, 0, 1, 1
species10, 1, 0, 0.01, 0.02, 1, 0, 1, 1
species11, 1, 0, 0.26, 0.11, 1, 0, 1, 1
species12, 1, 0, 0, 0.09, 1, 0, 1, 1
species13, 1, 0, 0.02, 0.08, 1, 0.01, 1, 1
species14, 1, 0, 0.01, 0.58, 1, 0, 1, 1
species15, 1, 0, 0.13, 0.64, 1, 0, 1, 1
species16, 1, 0, 0.27, 0.4, 1, 0, 1, 1
species17, 1, 0, 0.02, 0.11, 1, 0.01, 1, 1
species18, 1, 0, 0.05, 0.22, 1, 0, 1, 1
species19, 1, 0, 0.15, 0.5, 1, 0, 1, 1
species2, 1, 0, 0.03, 0.13, 1, 0, 1, 1
species20, 1, 0, 0.01, 0.12, 1, 0.01, 1, 1
species21, 1, 0, 0.84, 0.73, 1, 0.08, 1, 1
species22, 1, 0, 0.1, 0.69, 1, 0, 1, 1
species23, 1, 0, 0.07, 1.17, 1, 0, 1, 1
species24, 1, 0, 0.11, 0.1, 1, 0, 1, 1
species25, 1, 0, 0.01, 0.05, 1, 0, 1, 1
species26, 1, 0, 0.1, 0.91, 1, 0, 1, 1
species27, 1, 0, 0.15, 0.07, 1, 0, 1, 1
species28, 1, 0, 0.13, 0.66, 1, 0, 1, 1
species3, 1, 0, 0.07, 0.12, 1, 0.01, 1, 1
species4, 1, 0, 0, 0.45, 1, 0.02, 1, 1
species5, 1, 0, 0.07, 0.5, 1, 0, 1, 1
species6, 1, 0, 0.02, 0.03, 1, 0, 1, 1
species7, 1, 0, 0.04, 0.06, 1, 0, 1, 1
species8, 1, 0, 0.03, 0.2, 1, 0, 1, 1
species9, 1, 0, 0.03, 0.21, 1, 0, 1, 1
