species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.95, 0, 0.28, 0.72, 0.94, 0, 0.95, 0.75
Node_species10_species19_0, 0.79, 0, 0.09, 0.21, 0.79, 0.03, 0.79, 0.78
Node_species12_species0_0, 0.41, 0, 0.02, 0.05, 0.41, 0.22, 0.41, 0.39
Node_species12_species16_0, 0.8, 0, 0.04, 0.1, 0.8, 0, 0.8, 0.72
Node_species12_species20_0, 0.17, 0, 0, 0, 0.17, 0.17, 0.17, 0.17
Node_species12_species4_0, 0.57, 0, 0.25, 0.25, 0.52, 0, 0.57, 0.53
Node_species12_species7_0, 0.48, 0, 0.22, 0.22, 0.45, 0, 0.48, 0.47
Node_species16_species28_0, 0.3, 0, 0, 0.02, 0.3, 0.02, 0.3, 0.23
Node_species19_species15_0, 0.34, 0, 0.2, 0.26, 0.34, 0.01, 0.34, 0.25
Node_species20_species21_0, 1.01, 0, 0.05, 0.18, 0.98, 0.01, 1.01, 0.96
Node_species21_species9_0, 0.84, 0, 0.06, 0.25, 0.82, 0.03, 0.84, 0.7
Node_species22_species14_0, 0.95, 0, 0.04, 0.13, 0.94, 0.02, 0.95, 0.84
Node_species22_species24_0, 0.58, 0, 0.44, 0.28, 0.57, 0, 0.58, 0.47
Node_species25_species10_0, 0.57, 0, 0.2, 0.17, 0.5, 0, 0.57, 0.54
Node_species26_species18_0, 0.65, 0, 0.27, 0.27, 0.6, 0, 0.65, 0.49
Node_species27_species23_0, 0.58, 0, 0.1, 0.13, 0.57, 0.01, 0.58, 0.52
Node_species28_species2_0, 0.24, 0, 0.1, 0.05, 0.24, 0.01, 0.24, 0.22
Node_species3_species1_0, 0.88, 0, 1.05, 0.13, 0.88, 0.01, 0.88, 0.13
Node_species4_species22_0, 0.18, 0, 0.44, 0.23, 0.18, 0.08, 0.18, 0.14
Node_species4_species25_0, 1.01, 0, 0.05, 0.37, 1, 0, 1.01, 0.98
Node_species4_species6_0, 0.5, 0, 0.07, 0.14, 0.5, 0.1, 0.5, 0.49
Node_species5_species11_0, 0.62, 0, 0.25, 0.23, 0.57, 0, 0.62, 0.39
Node_species6_species13_0, 0.4, 0, 0.05, 0.24, 0.37, 0, 0.4, 0.4
Node_species6_species27_0, 0.36, 0, 0.03, 0.09, 0.35, 0.01, 0.36, 0.34
Node_species7_species5_0, 0.7, 0, 0.08, 0.42, 0.69, 0.13, 0.7, 0.62
Node_species8_species12_0, 0.8, 0, 0, 0.27, 0.8, 0.02, 0.8, 0.44
Node_species8_species17_0, 1.07, 0, 0.03, 0.02, 0.99, 0, 1.07, 1.06
Node_species8_species26_0, 0.44, 0, 0.02, 0.04, 0.43, 0.02, 0.44, 0.43
species0, 1, 0, 0.08, 0.33, 1, 0, 1, 1
species1, 1, 0, 0, 0.08, 1, 0, 1, 1
species10, 1, 0, 0.05, 0.56, 1, 0, 1, 1
species11, 1, 0, 0.05, 0.68, 1, 0, 1, 1
species12, 1, 0, 0.11, 0.39, 1, 0, 1, 1
species13, 1, 0, 0.34, 0.14, 1, 0.01, 1, 1
species14, 1, 0, 0.02, 0.47, 1, 0.01, 1, 1
species15, 1, 0, 0.06, 0.41, 1, 0.01, 1, 1
species16, 1, 0, 0.32, 0.33, 1, 0, 1, 1
species17, 1, 0, 0.1, 0.04, 1, 0, 1, 1
species18, 1, 0, 0.28, 0.44, 1, 0, 1, 1
species19, 1, 0, 0.03, 0.01, 1, 0, 1, 1
species2, 1, 0, 0.23, 0.36, 1, 0.04, 1, 1
species20, 1, 0, 0.06, 0.27, 1, 0, 1, 1
species21, 1, 0, 0.1, 0.4, 1, 0, 1, 1
species22, 1, 0, 0.05, 1.14, 1, 0, 1, 1
species23, 1, 0, 0.08, 0.33, 1, 0, 1, 1
species24, 1, 0, 0.28, 0.47, 1, 0, 1, 1
species25, 1, 0, 0.3, 0.23, 1, 0, 1, 1
species26, 1, 0, 0.02, 0.38, 1, 0, 1, 1
species27, 1, 0, 0.05, 1.09, 1, 0.01, 1, 1
species28, 1, 0, 0.02, 0.92, 1, 0, 1, 1
species3, 1, 0, 0.11, 0.41, 1, 0.01, 1, 1
species4, 1, 0, 0, 0.35, 1, 0, 1, 1
species5, 1, 0, 0.08, 0.5, 1, 0.01, 1, 1
species6, 1, 0, 0.02, 0.33, 1, 0, 1, 1
species7, 1, 0, 0.05, 0.64, 1, 0, 1, 1
species8, 1, 0, 0.1, 0.05, 1, 0, 1, 1
species9, 1, 0, 0.04, 1.05, 1, 0, 1, 1
