species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.91, 0, 0.21, 0.44, 0.91, 0, 0.91, 0.54
Node_species10_species19_0, 0.34, 0, 0.12, 0.14, 0.32, 0.01, 0.34, 0.31
Node_species12_species0_0, 0.95, 0, 0.06, 0.31, 0.94, 0.01, 0.95, 0.93
Node_species12_species16_0, 0.81, 0, 0.06, 0.5, 0.8, 0.07, 0.81, 0.54
Node_species12_species20_0, 0.07, 0, 0, 0.05, 0.07, 0.07, 0.07, 0.07
Node_species12_species4_0, 0.3, 0, 0.17, 0.13, 0.26, 0.01, 0.3, 0.3
Node_species12_species7_0, 0.84, 0, 0.59, 0.87, 0.81, 0.06, 0.84, 0.55
Node_species16_species28_0, 0.17, 0, 0, 0.05, 0.17, 0.06, 0.17, 0.15
Node_species19_species15_0, 0.4, 0, 0.1, 0.1, 0.4, 0.1, 0.4, 0.34
Node_species20_species21_0, 1.01, 0, 0.03, 0.11, 1, 0.01, 1.01, 1
Node_species21_species9_0, 0.5, 0, 0.11, 0.16, 0.45, 0, 0.5, 0.47
Node_species22_species14_0, 0.98, 0, 0.18, 0.55, 0.98, 0.09, 0.98, 0.49
Node_species22_species24_0, 0.97, 0, 0.05, 0.27, 0.94, 0.04, 0.97, 0.85
Node_species25_species10_0, 0.95, 0, 0.25, 0.49, 0.82, 0.04, 0.95, 0.92
Node_species26_species18_0, 0.64, 0, 0.14, 0.19, 0.59, 0, 0.64, 0.4
Node_species27_species23_0, 0.3, 0, 0.02, 0.06, 0.28, 0, 0.3, 0.28
Node_species28_species2_0, 0.22, 0, 0.05, 0.06, 0.22, 0.01, 0.22, 0.21
Node_species3_species1_0, 0.93, 0, 0.99, 0.22, 0.93, 0.05, 0.93, 0.23
Node_species4_species22_0, 0.93, 0, 0.08, 0.49, 0.93, 0.13, 0.93, 0.92
Node_species4_species25_0, 1.03, 0, 0.04, 0.71, 0.99, 0.01, 1.03, 1.03
Node_species4_species6_0, 0.25, 0, 0.43, 0.19, 0.25, 0.01, 0.25, 0.25
Node_species5_species11_0, 1.02, 0, 0.06, 0.3, 0.95, 0.02, 1.02, 1
Node_species6_species13_0, 0.28, 0, 0.13, 0.16, 0.27, 0, 0.28, 0.28
Node_species6_species27_0, 0.24, 0, 0.09, 0.02, 0.24, 0, 0.24, 0.21
Node_species7_species5_0, 0.41, 0, 0.04, 0.17, 0.39, 0.05, 0.41, 0.38
Node_species8_species12_0, 0.18, 0, 0.03, 0.07, 0.18, 0.01, 0.18, 0.18
Node_species8_species17_0, 1.03, 0, 0.05, 0.2, 0.95, 0, 1.03, 1.03
Node_species8_species26_0, 0.64, 0, 0.38, 0.15, 0.64, 0, 0.64, 0.64
species0, 1, 0, 0.25, 0.21, 1, 0, 1, 1
species1, 1, 0, 0.02, 0.73, 1, 0, 1, 1
species10, 1, 0, 0.06, 0.26, 1, 0, 1, 1
species11, 1, 0, 0.08, 0.7, 1, 0.01, 1, 1
species12, 1, 0, 0.1, 1.14, 1, 0, 1, 1
species13, 1, 0, 0.25, 0.08, 1, 0, 1, 1
species14, 1, 0, 0.07, 0.07, 1, 0.03, 1, 1
species15, 1, 0, 0.08, 0.31, 1, 0.01, 1, 1
species16, 1, 0, 0.2, 0.17, 1, 0, 1, 1
species17, 1, 0, 0.14, 0.25, 1, 0.01, 1, 1
species18, 1, 0, 0.12, 1, 1, 0, 1, 1
species19, 1, 0, 0.05, 0.15, 1, 0, 1, 1
species2, 1, 0, 0.08, 0.2, 1, 0.01, 1, 1
species20, 1, 0, 0.05, 0.19, 1, 0, 1, 1
species21, 1, 0, 0.02, 1, 1, 0.01, 1, 1
species22, 1, 0, 0.01, 0.13, 1, 0, 1, 1
species23, 1, 0, 0.25, 0.19, 1, 0, 1, 1
species24, 1, 0, 0.07, 0.11, 1, 0, 1, 1
species25, 1, 0, 0.22, 0.64, 1, 0, 1, 1
species26, 1, 0, 0.21, 0.19, 1, 0.02, 1, 1
species27, 1, 0, 0.01, 0.58, 1, 0, 1, 1
species28, 1, 0, 0, 0.26, 1, 0, 1, 1
species3, 1, 0, 0.07, 0.14, 1, 0, 1, 1
species4, 1, 0, 0.02, 0.5, 1, 0.04, 1, 1
species5, 1, 0, 0.24, 0.61, 1, 0, 1, 1
species6, 1, 0, 0.05, 0.42, 1, 0, 1, 1
species7, 1, 0, 0.2, 0.57, 1, 0, 1, 1
species8, 1, 0, 0.08, 0.15, 1, 0, 1, 1
species9, 1, 0, 0.01, 0.06, 1, 0, 1, 1
