species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.48, 0, 0.31, 0.13, 0.45, 0.01, 0.48, 0.41
Node_species10_species19_0, 0.29, 0, 0.26, 0.05, 0.27, 0, 0.29, 0.25
Node_species12_species0_0, 1.01, 0, 0.01, 0.38, 1, 0.01, 1.01, 1.01
Node_species12_species16_0, 1, 0, 0, 0.09, 1, 0, 1, 1
Node_species12_species20_0, 0.2, 0, 0, 0.06, 0.2, 0.2, 0.2, 0.2
Node_species12_species4_0, 0.86, 0, 0.03, 0.1, 0.8, 0, 0.86, 0.54
Node_species12_species7_0, 0.96, 0, 0.11, 0.39, 0.96, 0.13, 0.96, 0.49
Node_species16_species28_0, 0.34, 0, 0.01, 0.11, 0.32, 0.04, 0.34, 0.32
Node_species19_species15_0, 1, 0, 0.03, 0.12, 1, 0.03, 1, 0.97
Node_species20_species21_0, 0.57, 0, 0.09, 0.13, 0.54, 0.04, 0.57, 0.49
Node_species21_species9_0, 0.56, 0, 0.06, 0.06, 0.54, 0, 0.56, 0.49
Node_species22_species14_0, 0.34, 0, 0.15, 0.07, 0.33, 0.03, 0.34, 0.27
Node_species22_species24_0, 1, 0, 0, 0.09, 1, 0, 1, 1
Node_species25_species10_0, 0.27, 0, 0.96, 0.2, 0.27, 0.02, 0.27, 0.26
Node_species26_species18_0, 0.88, 0, 0.24, 0.33, 0.88, 0, 0.88, 0.69
Node_species27_species23_0, 0.45, 0, 0.7, 0.06, 0.44, 0, 0.45, 0.36
Node_species28_species2_0, 0.94, 0, 0.12, 0.47, 0.94, 0.22, 0.94, 0.6
Node_species3_species1_0, 1.09, 0, 0.06, 0.36, 0.97, 0.01, 1.09, 1.08
Node_species4_species22_0, 1, 0, 0.01, 0.35, 1, 0.01, 1, 0.97
Node_species4_species25_0, 1.02, 0, 0.34, 0.75, 0.97, 0.05, 1.02, 0.59
Node_species4_species6_0, 1, 0, 0.03, 0.04, 0.98, 0, 1, 1
Node_species5_species11_0, 1, 0, 0.02, 0.14, 0.99, 0.01, 1, 1
Node_species6_species13_0, 1, 0, 0.01, 0.13, 1, 0, 1, 0.99
Node_species6_species27_0, 0.97, 0, 0.01, 0.08, 0.95, 0, 0.97, 0.95
Node_species7_species5_0, 1, 0, 0.01, 0.12, 1, 0, 1, 1
Node_species8_species12_0, 0.39, 0, 0.04, 0.11, 0.39, 0.05, 0.39, 0.33
Node_species8_species17_0, 1.06, 0, 0.01, 0.06, 0.99, 0.02, 1.06, 1.06
Node_species8_species26_0, 1, 0, 0.04, 0.37, 1, 0.01, 1, 0.99
species0, 1, 0, 0.08, 0.29, 1, 0, 1, 1
species1, 1, 0, 0.9, 0.42, 1, 0.04, 1, 1
species10, 1, 0, 0.02, 0.02, 1, 0, 1, 1
species11, 1, 0, 0.01, 0.01, 1, 0, 1, 1
species12, 1, 0, 0.01, 0.14, 1, 0, 1, 1
species13, 1, 0, 0.02, 0.02, 1, 0, 1, 1
species14, 1, 0, 0.01, 0.4, 1, 0.02, 1, 1
species15, 1, 0, 0.05, 0.71, 1, 0, 1, 1
species16, 1, 0, 0.25, 0.58, 1, 0, 1, 1
species17, 1, 0, 0.11, 0.09, 1, 0, 1, 1
species18, 1, 0, 0.05, 0.75, 1, 0, 1, 1
species19, 1, 0, 0.06, 0.02, 1, 0, 1, 1
species2, 1, 0, 0, 0.09, 1, 0.01, 1, 1
species20, 1, 0, 0.02, 0.2, 1, 0, 1, 1
species21, 1, 0, 0.26, 0.25, 1, 0, 1, 1
species22, 1, 0, 0.14, 0.49, 1, 0.02, 1, 1
species23, 1, 0, 0.07, 0.41, 1, 0.01, 1, 1
species24, 1, 0, 0.04, 0.02, 1, 0, 1, 1
species25, 1, 0, 0.18, 0.06, 1, 0, 1, 1
species26, 1, 0, 0.05, 0.16, 1, 0, 1, 1
species27, 1, 0, 0.13, 0.25, 1, 0, 1, 1
species28, 1, 0, 0.17, 0.62, 1, 0, 1, 1
species3, 1, 0, 0.07, 0.69, 1, 0, 1, 1
species4, 1, 0, 0.18, 0.55, 1, 0.01, 1, 1
species5, 1, 0, 0, 0.02, 1, 0, 1, 1
species6, 1, 0, 0, 0.02, 1, 0, 1, 1
species7, 1, 0, 0, 0, 1, 0, 1, 1
species8, 1, 0, 0.1, 0.19, 1, 0, 1, 1
species9, 1, 0, 0.07, 0.21, 1, 0, 1, 1
