species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.22, 0, 0.26, 0.13, 0.22, 0, 0.22, 0.16
Node_species10_species19_0, 0.92, 0, 0.19, 0.11, 0.92, 0.66, 0.92, 0.78
Node_species12_species0_0, 0.93, 0, 0.08, 0.26, 0.93, 0, 0.93, 0.93
Node_species12_species16_0, 0.82, 0, 0.07, 0.45, 0.74, 0, 0.82, 0.79
Node_species12_species20_0, 0.05, 0, 0, 0, 0.05, 0.05, 0.05, 0.05
Node_species12_species4_0, 0.31, 0, 0.05, 0.08, 0.3, 0, 0.31, 0.26
Node_species12_species7_0, 1.05, 0, 0.08, 0.23, 0.97, 0, 1.05, 0.97
Node_species16_species28_0, 0.78, 0, 0.04, 0.11, 0.78, 0, 0.78, 0.11
Node_species19_species15_0, 0.43, 0, 0.54, 0.23, 0.39, 0, 0.43, 0.38
Node_species20_species21_0, 0.99, 0, 0.1, 0.63, 0.95, 0.03, 0.99, 0.95
Node_species21_species9_0, 0.31, 0, 0.11, 0.07, 0.3, 0.03, 0.31, 0.3
Node_species22_species14_0, 0.97, 0, 0.02, 0.06, 0.96, 0.03, 0.97, 0.96
Node_species22_species24_0, 0.77, 0, 0.65, 0.43, 0.73, 0.01, 0.77, 0.38
Node_species25_species10_0, 0.99, 0, 0.03, 0.1, 0.88, 0, 0.99, 0.94
Node_species26_species18_0, 0.59, 0, 0.14, 0.18, 0.58, 0, 0.59, 0.29
Node_species27_species23_0, 0.16, 0, 0.07, 0.05, 0.15, 0.01, 0.16, 0.16
Node_species28_species2_0, 0.89, 0, 0.01, 0.2, 0.88, 0, 0.89, 0.82
Node_species3_species1_0, 0.97, 0, 0.95, 1.15, 0.93, 0, 0.97, 0.56
Node_species4_species22_0, 0.99, 0, 0.06, 0.98, 0.93, 0, 0.99, 0.99
Node_species4_species25_0, 1, 0, 0.11, 0.52, 0.96, 0.01, 1, 0.94
Node_species4_species6_0, 0.15, 0, 0.92, 0.02, 0.15, 0, 0.15, 0.09
Node_species5_species11_0, 0.9, 0, 0.15, 1.01, 0.87, 0, 0.9, 0.79
Node_species6_species13_0, 0.46, 0, 0.09, 0.27, 0.41, 0.01, 0.46, 0.43
Node_species6_species27_0, 0.89, 0, 0.02, 0.1, 0.87, 0, 0.89, 0.88
Node_species7_species5_0, 0.75, 0, 0.26, 0.29, 0.7, 0.01, 0.75, 0.28
Node_species8_species12_0, 0.26, 0, 0.01, 0.03, 0.25, 0.06, 0.26, 0.25
Node_species8_species17_0, 1.1, 0, 0.03, 0.25, 0.98, 0, 1.1, 1.09
Node_species8_species26_0, 0.95, 0, 0.04, 0.05, 0.93, 0.01, 0.95, 0.95
species0, 1, 0, 0.07, 0.13, 1, 0.01, 1, 1
species1, 1, 0, 0.06, 0.09, 1, 0, 1, 1
species10, 1, 0, 0.12, 0.37, 1, 0, 1, 1
species11, 1, 0, 0.34, 0.33, 1, 0, 1, 1
species12, 1, 0, 0.04, 0.91, 1, 0, 1, 1
species13, 1, 0, 0.12, 0.18, 1, 0, 1, 1
species14, 1, 0, 0.09, 0.21, 1, 0, 1, 1
species15, 1, 0, 0.04, 0.25, 1, 0, 1, 1
species16, 1, 0, 0.07, 0.03, 1, 0, 1, 1
species17, 1, 0, 0.02, 0.11, 1, 0.02, 1, 1
species18, 1, 0, 0.19, 0.16, 1, 0, 1, 1
species19, 1, 0, 0.05, 0.06, 1, 0, 1, 1
species2, 1, 0, 0.04, 0.38, 1, 0.01, 1, 1
species20, 1, 0, 0.08, 0.06, 1, 0, 1, 1
species21, 1, 0, 0.19, 0.12, 1, 0, 1, 1
species22, 1, 0, 0.18, 0.94, 1, 0, 1, 1
species23, 1, 0, 0.09, 0.72, 1, 0, 1, 1
species24, 1, 0, 0.05, 0.13, 1, 0.01, 1, 1
species25, 1, 0, 0.79, 0.57, 1, 0, 1, 1
species26, 1, 0, 0.03, 0.12, 1, 0, 1, 1
species27, 1, 0, 0.06, 0.61, 1, 0.01, 1, 1
species28, 1, 0, 0.05, 0.12, 1, 0, 1, 1
species3, 1, 0, 0, 0.03, 1, 0, 1, 1
species4, 1, 0, 0, 0.13, 1, 0, 1, 1
species5, 1, 0, 0.28, 1.16, 1, 0.01, 1, 1
species6, 1, 0, 0.16, 0.71, 1, 0, 1, 1
species7, 1, 0, 0.16, 0.07, 1, 0, 1, 1
species8, 1, 0, 0.15, 0.25, 1, 0.01, 1, 1
species9, 1, 0, 0.02, 0.08, 1, 0, 1, 1
