species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.43, 0, 0.16, 0.26, 0.38, 0.01, 0.43, 0.41
Node_species10_species19_0, 0.23, 0, 0.02, 0.07, 0.22, 0, 0.23, 0.16
Node_species12_species0_0, 0.47, 0, 0.13, 0.25, 0.44, 0, 0.47, 0.45
Node_species12_species16_0, 1, 0, 0.03, 0.09, 1, 0, 1, 0.99
Node_species12_species20_0, 0.02, 0, 0, 0, 0.02, 0.02, 0.02, 0.02
Node_species12_species4_0, 0.41, 0, 0.13, 0, 0.41, 0, 0.41, 0.27
Node_species12_species7_0, 0.58, 0, 0.55, 0.52, 0.52, 0, 0.58, 0.37
Node_species16_species28_0, 0.17, 0, 0, 0.01, 0.16, 0.09, 0.17, 0.16
Node_species19_species15_0, 1.11, 0, 0.05, 0.15, 0.93, 0.01, 1.11, 1.11
Node_species20_species21_0, 0.82, 0, 0.02, 0.09, 0.77, 0, 0.82, 0.81
Node_species21_species9_0, 0.37, 0, 0.08, 0.12, 0.33, 0.01, 0.37, 0.3
Node_species22_species14_0, 0.76, 0, 0.16, 0.24, 0.73, 0, 0.76, 0.21
Node_species22_species24_0, 0.99, 0, 0.02, 0.57, 0.99, 0.01, 0.99, 0.99
Node_species25_species10_0, 0.86, 0, 0.18, 0.85, 0.84, 0, 0.86, 0.86
Node_species26_species18_0, 0.71, 0, 0.12, 0.09, 0.71, 0, 0.71, 0.37
Node_species27_species23_0, 0.26, 0, 0.6, 0.14, 0.24, 0.01, 0.26, 0.18
Node_species28_species2_0, 0.82, 0, 0.06, 0.01, 0.82, 0.7, 0.82, 0.81
Node_species3_species1_0, 1, 0, 0.02, 0.26, 0.99, 0, 1, 0.98
Node_species4_species22_0, 0.48, 0, 0.17, 0.29, 0.44, 0, 0.48, 0.45
Node_species4_species25_0, 0.77, 0, 0.77, 0.25, 0.74, 0, 0.77, 0.33
Node_species4_species6_0, 0.74, 0, 0.08, 0.16, 0.74, 0, 0.74, 0.74
Node_species5_species11_0, 0.98, 0, 0.03, 0.12, 0.97, 0, 0.98, 0.98
Node_species6_species13_0, 1, 0, 0.19, 0.04, 1, 0, 1, 0.94
Node_species6_species27_0, 0.99, 0, 0.01, 0.06, 0.95, 0.14, 0.99, 0.99
Node_species7_species5_0, 1.01, 0, 0, 0.05, 1, 0, 1.01, 1.01
Node_species8_species12_0, 0.04, 0, 0.04, 0.02, 0.04, 0, 0.04, 0.02
Node_species8_species17_0, 0.94, 0, 0.13, 0.61, 0.94, 0, 0.94, 0.75
Node_species8_species26_0, 0.71, 0, 0.36, 0.26, 0.71, 0, 0.71, 0.24
species0, 1, 0, 0.09, 0.18, 1, 0, 1, 1
species1, 1, 0, 0.02, 1.87, 1, 0, 1, 1
species10, 1, 0, 0.02, 0.73, 1, 0, 1, 1
species11, 1, 0, 0.93, 0.56, 1, 0, 1, 1
species12, 1, 0, 0.06, 0.06, 1, 0, 1, 1
species13, 1, 0, 0.02, 0.02, 1, 0, 1, 1
species14, 1, 0, 0.01, 0.03, 1, 0, 1, 1
species15, 1, 0, 0.05, 0.07, 1, 0, 1, 1
species16, 1, 0, 0.16, 0.25, 1, 0, 1, 1
species17, 1, 0, 0.05, 0.52, 1, 0, 1, 1
species18, 1, 0, 0.04, 0.54, 1, 0, 1, 1
species19, 1, 0, 0.05, 0.18, 1, 0, 1, 1
species2, 1, 0, 0.01, 0.04, 1, 0, 1, 1
species20, 1, 0, 0.26, 0.38, 1, 0, 1, 1
species21, 1, 0, 0.19, 0.45, 1, 0, 1, 1
species22, 1, 0, 0.06, 0.28, 1, 0, 1, 1
species23, 1, 0, 0.12, 0.97, 1, 0, 1, 1
species24, 1, 0, 0.04, 0.31, 1, 0, 1, 1
species25, 1, 0, 0.07, 0.78, 1, 0, 1, 1
species26, 1, 0, 0.02, 0.18, 1, 0, 1, 1
species27, 1, 0, 0.25, 0.11, 1, 0, 1, 1
species28, 1, 0, 0.03, 0.15, 1, 0, 1, 1
species3, 1, 0, 0.11, 0.36, 1, 0, 1, 1
species4, 1, 0, 0.11, 0.34, 1, 0, 1, 1
species5, 1, 0, 0.24, 0.64, 1, 0, 1, 1
species6, 1, 0, 0, 0, 1, 0, 1, 1
species7, 1, 0, 0.02, 0.04, 1, 0, 1, 1
species8, 1, 0, 0.02, 0.67, 1, 0, 1, 1
species9, 1, 0, 0.05, 0.25, 1, 0, 1, 1
