species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.45, 0, 0.21, 0.21, 0.39, 0.01, 0.45, 0.37
Node_species10_species19_0, 0.09, 0, 0, 0.01, 0.09, 0, 0.09, 0.09
Node_species12_species0_0, 0.91, 0, 0.12, 0.73, 0.91, 0.05, 0.91, 0.86
Node_species12_species16_0, 0.99, 0, 0.02, 0.03, 0.99, 0.01, 0.99, 0.98
Node_species12_species20_0, 0.01, 0, 0, 0.01, 0.01, 0.01, 0.01, 0.01
Node_species12_species4_0, 0.93, 0, 0, 0.03, 0.91, 0, 0.93, 0.47
Node_species12_species7_0, 0.75, 0, 0.03, 0.26, 0.75, 0.03, 0.75, 0.69
Node_species16_species28_0, 0.06, 0, 0.01, 0, 0.06, 0, 0.06, 0.05
Node_species19_species15_0, 0.12, 0, 0.14, 0.02, 0.11, 0.05, 0.12, 0.12
Node_species20_species21_0, 0.97, 0, 0.18, 0.77, 0.96, 0.01, 0.97, 0.69
Node_species21_species9_0, 0.33, 0, 0.26, 0.22, 0.29, 0, 0.33, 0.27
Node_species22_species14_0, 0.39, 0, 0.05, 0.12, 0.35, 0, 0.39, 0.29
Node_species22_species24_0, 0.99, 0, 0.05, 0.25, 0.99, 0, 0.99, 0.94
Node_species25_species10_0, 0.64, 0, 0.66, 0.66, 0.64, 0.22, 0.64, 0.56
Node_species26_species18_0, 1.01, 0, 0.04, 0.09, 0.99, 0, 1.01, 0.94
Node_species27_species23_0, 0.41, 0, 0.67, 0.07, 0.4, 0.01, 0.41, 0.39
Node_species28_species2_0, 0.02, 0, 0.06, 0.01, 0.02, 0, 0.02, 0.02
Node_species3_species1_0, 0.99, 0, 0.02, 0.55, 0.99, 0, 0.99, 0.99
Node_species4_species22_0, 0.91, 0, 0.06, 0.69, 0.91, 0.13, 0.91, 0.85
Node_species4_species25_0, 1.01, 0, 0.01, 0.07, 1, 0, 1.01, 1
Node_species4_species6_0, 0.93, 0, 0.05, 0.03, 0.93, 0, 0.93, 0.93
Node_species5_species11_0, 0.98, 0, 0.04, 0.05, 0.96, 0.02, 0.98, 0.98
Node_species6_species13_0, 0.69, 0, 0.02, 0.13, 0.69, 0.04, 0.69, 0.22
Node_species6_species27_0, 0.13, 0, 0, 0.01, 0.13, 0, 0.13, 0.13
Node_species7_species5_0, 0.97, 0, 0.01, 0.13, 0.97, 0.26, 0.97, 0.94
Node_species8_species12_0, 0.04, 0, 0, 0.01, 0.04, 0.01, 0.04, 0.02
Node_species8_species17_0, 1, 0, 0.02, 0.18, 1, 0, 1, 1
Node_species8_species26_0, 0.97, 0, 0.04, 0.03, 0.97, 0.06, 0.97, 0.94
species0, 1, 0, 0.15, 0.38, 1, 0, 1, 1
species1, 1, 0, 0.06, 1.79, 1, 0, 1, 1
species10, 1, 0, 0.01, 0.04, 1, 0, 1, 1
species11, 1, 0, 0.1, 0.16, 1, 0.01, 1, 1
species12, 1, 0, 0.02, 0.02, 1, 0, 1, 1
species13, 1, 0, 0.01, 0.04, 1, 0, 1, 1
species14, 1, 0, 0.01, 0.16, 1, 0, 1, 1
species15, 1, 0, 0.02, 0.04, 1, 0, 1, 1
species16, 1, 0, 0.06, 0.22, 1, 0, 1, 1
species17, 1, 0, 0.03, 0.03, 1, 0, 1, 1
species18, 1, 0, 0.04, 1.14, 1, 0, 1, 1
species19, 1, 0, 0.01, 0.04, 1, 0, 1, 1
species2, 1, 0, 0.02, 0.06, 1, 0.02, 1, 1
species20, 1, 0, 0.06, 0.43, 1, 0, 1, 1
species21, 1, 0, 0.25, 0.27, 1, 0, 1, 1
species22, 1, 0, 0.01, 0.02, 1, 0, 1, 1
species23, 1, 0, 0.03, 0.16, 1, 0, 1, 1
species24, 1, 0, 0.01, 0.05, 1, 0, 1, 1
species25, 1, 0, 0.18, 0.23, 1, 0.02, 1, 1
species26, 1, 0, 0, 0.01, 1, 0, 1, 1
species27, 1, 0, 0.16, 0.41, 1, 0.01, 1, 1
species28, 1, 0, 0.02, 0.77, 1, 0, 1, 1
species3, 1, 0, 0.01, 0.16, 1, 0, 1, 1
species4, 1, 0, 0, 0.13, 1, 0, 1, 1
species5, 1, 0, 0, 0.93, 1, 0, 1, 1
species6, 1, 0, 0.13, 0.49, 1, 0, 1, 1
species7, 1, 0, 0.08, 0.43, 1, 0, 1, 1
species8, 1, 0, 0.01, 0.44, 1, 0, 1, 1
species9, 1, 0, 0.24, 0.39, 1, 0.02, 1, 1
