species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.01, 0, 0.03, 0.08, 0.97, 0, 1.01, 1.01
Node_species10_species19_0, 0.25, 0, 0.15, 0.14, 0.25, 0.04, 0.25, 0.2
Node_species12_species0_0, 0.55, 0, 0.13, 0.27, 0.5, 0.01, 0.55, 0.53
Node_species12_species16_0, 1.01, 0, 0.08, 0.27, 0.94, 0, 1.01, 0.98
Node_species12_species20_0, 0.01, 0, 0.01, 0.02, 0.01, 0.02, 0.01, 0.01
Node_species12_species4_0, 0.93, 0, 0.05, 0.09, 0.93, 0.01, 0.93, 0.91
Node_species12_species7_0, 0.45, 0, 0.17, 0.22, 0.41, 0.01, 0.45, 0.43
Node_species16_species28_0, 0.04, 0, 0, 0, 0.04, 0, 0.04, 0.03
Node_species19_species15_0, 0.89, 0, 0.01, 0.29, 0.88, 0.26, 0.89, 0.56
Node_species20_species21_0, 0.6, 0, 0.03, 0.18, 0.56, 0.02, 0.6, 0.51
Node_species21_species9_0, 1, 0, 0.03, 0.08, 0.98, 0.02, 1, 0.94
Node_species22_species14_0, 0.43, 0, 0.17, 0.24, 0.42, 0.11, 0.43, 0.28
Node_species22_species24_0, 0.89, 0, 0.23, 0.26, 0.85, 0, 0.89, 0.79
Node_species25_species10_0, 0.46, 0, 0.65, 0.38, 0.41, 0.02, 0.46, 0.35
Node_species26_species18_0, 1.02, 0, 0.12, 0.12, 0.93, 0, 1.02, 0.96
Node_species27_species23_0, 0.91, 0, 0.02, 0.09, 0.9, 0.03, 0.91, 0.88
Node_species28_species2_0, 0.15, 0, 0.01, 0.04, 0.15, 0.1, 0.15, 0.15
Node_species3_species1_0, 1, 0, 0.08, 0.42, 0.77, 0, 1, 0.99
Node_species4_species22_0, 0.53, 0, 0.28, 0.1, 0.49, 0, 0.53, 0.27
Node_species4_species25_0, 0.76, 0, 0.14, 0.26, 0.66, 0.01, 0.76, 0.62
Node_species4_species6_0, 0.85, 0, 0.08, 0.58, 0.83, 0.1, 0.85, 0.76
Node_species5_species11_0, 0.88, 0, 0.1, 0.36, 0.81, 0, 0.88, 0.87
Node_species6_species13_0, 0.99, 0, 0, 0.13, 0.98, 0.07, 0.99, 0.97
Node_species6_species27_0, 0.22, 0, 0, 0.06, 0.22, 0.03, 0.22, 0.22
Node_species7_species5_0, 1.01, 0, 0.04, 0.14, 0.98, 0.01, 1.01, 0.96
Node_species8_species12_0, 0.16, 0, 0.02, 0.05, 0.16, 0, 0.16, 0.15
Node_species8_species17_0, 0.92, 0, 0.31, 0.49, 0.72, 0, 0.92, 0.61
Node_species8_species26_0, 0.67, 0, 0.35, 0.32, 0.65, 0.02, 0.67, 0.36
species0, 1, 0, 0.04, 0.06, 1, 0, 1, 1
species1, 1, 0, 0.42, 0.41, 1, 0.01, 1, 1
species10, 1, 0, 0.1, 0.6, 1, 0, 1, 1
species11, 1, 0, 0.04, 0.23, 1, 0.01, 1, 1
species12, 1, 0, 0.11, 0.56, 1, 0.01, 1, 1
species13, 1, 0, 0.06, 0.06, 1, 0, 1, 1
species14, 1, 0, 0.01, 0.47, 1, 0, 1, 1
species15, 1, 0, 0.1, 0.22, 1, 0, 1, 1
species16, 1, 0, 0.13, 1.3, 1, 0.01, 1, 1
species17, 1, 0, 0.04, 0.32, 1, 0.01, 1, 1
species18, 1, 0, 0.69, 0.32, 1, 0, 1, 1
species19, 1, 0, 0.15, 0.28, 1, 0, 1, 1
species2, 1, 0, 0.06, 0.16, 1, 0.01, 1, 1
species20, 1, 0, 0.12, 0.34, 1, 0, 1, 1
species21, 1, 0, 0.07, 0.04, 1, 0, 1, 1
species22, 1, 0, 0.19, 0.8, 1, 0.01, 1, 1
species23, 1, 0, 0.11, 0.07, 1, 0, 1, 1
species24, 1, 0, 0.05, 0.17, 1, 0, 1, 1
species25, 1, 0, 0.12, 0.29, 1, 0, 1, 1
species26, 1, 0, 0.13, 0.75, 1, 0.01, 1, 1
species27, 1, 0, 0.22, 1.19, 1, 0, 1, 1
species28, 1, 0, 0.59, 0.39, 1, 0, 1, 1
species3, 1, 0, 0.15, 0.39, 1, 0, 1, 1
species4, 1, 0, 0.03, 0.1, 1, 0, 1, 1
species5, 1, 0, 0.09, 0.33, 1, 0, 1, 1
species6, 1, 0, 0.22, 0.29, 1, 0.01, 1, 1
species7, 1, 0, 0.22, 0.76, 1, 0, 1, 1
species8, 1, 0, 0.35, 0.39, 1, 0.01, 1, 1
species9, 1, 0, 0.05, 0.39, 1, 0.01, 1, 1
