species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.95, 0, 0.1, 0.05, 0.94, 0, 0.95, 0.9
Node_species10_species19_0, 0.28, 0, 0.11, 0.08, 0.28, 0, 0.28, 0.25
Node_species12_species0_0, 1.12, 0, 0.07, 0.63, 0.96, 0.01, 1.12, 1.12
Node_species12_species16_0, 1.02, 0, 0.02, 0.34, 1, 0.02, 1.02, 1.01
Node_species12_species20_0, 0.1, 0, 0, 0.05, 0.1, 0.1, 0.1, 0.1
Node_species12_species4_0, 0.99, 0, 0.12, 0.13, 0.85, 0, 0.99, 0.92
Node_species12_species7_0, 1, 0, 0.04, 0.09, 1, 0, 1, 1
Node_species16_species28_0, 0.29, 0, 0.01, 0.23, 0.29, 0.01, 0.29, 0.22
Node_species19_species15_0, 0.85, 0, 0.17, 0.25, 0.85, 0.33, 0.85, 0.8
Node_species20_species21_0, 0.85, 0, 0.06, 0.46, 0.82, 0, 0.85, 0.68
Node_species21_species9_0, 0.94, 0, 0.16, 0.05, 0.87, 0, 0.94, 0.89
Node_species22_species14_0, 0.36, 0, 0.1, 0.22, 0.35, 0.08, 0.36, 0.34
Node_species22_species24_0, 1.04, 0, 0.04, 0.12, 0.99, 0, 1.04, 1.04
Node_species25_species10_0, 1.01, 0, 0.25, 0.26, 1, 0, 1.01, 0.86
Node_species26_species18_0, 1.02, 0, 0.22, 0.21, 1, 0.01, 1.02, 0.84
Node_species27_species23_0, 0.94, 0, 0.06, 0.09, 0.92, 0, 0.94, 0.94
Node_species28_species2_0, 0.47, 0, 0.05, 0.04, 0.44, 0.18, 0.47, 0.46
Node_species3_species1_0, 0.52, 0, 0.51, 0.36, 0.49, 0, 0.52, 0.51
Node_species4_species22_0, 1.03, 0, 0.03, 0.05, 1, 0, 1.03, 1.02
Node_species4_species25_0, 0.87, 0, 0.09, 0.51, 0.85, 0, 0.87, 0.82
Node_species4_species6_0, 0.96, 0, 0.01, 0.11, 0.96, 0, 0.96, 0.96
Node_species5_species11_0, 1.08, 0, 0.19, 0.35, 0.92, 0, 1.08, 1.04
Node_species6_species13_0, 0.96, 0, 0.02, 0.29, 0.95, 0.08, 0.96, 0.92
Node_species6_species27_0, 0.62, 0, 0.01, 0.08, 0.57, 0.05, 0.62, 0.57
Node_species7_species5_0, 1, 0, 0.02, 0.1, 0.97, 0.01, 1, 0.99
Node_species8_species12_0, 0.32, 0, 0.02, 0.15, 0.31, 0.02, 0.32, 0.26
Node_species8_species17_0, 0.89, 0, 0.16, 0.55, 0.82, 0, 0.89, 0.83
Node_species8_species26_0, 0.97, 0, 0.2, 0.57, 0.97, 0, 0.97, 0.96
species0, 1, 0, 0.82, 0.04, 1, 0, 1, 1
species1, 1, 0, 0.21, 0.54, 1, 0, 1, 1
species10, 1, 0, 0.06, 0.04, 1, 0, 1, 1
species11, 1, 0, 0.05, 0.45, 1, 0.02, 1, 1
species12, 1, 0, 0.81, 0.62, 1, 0, 1, 1
species13, 1, 0, 0.12, 0.63, 1, 0, 1, 1
species14, 1, 0, 0.05, 0.26, 1, 0.02, 1, 1
species15, 1, 0, 0.25, 0.5, 1, 0, 1, 1
species16, 1, 0, 0.81, 0.35, 1, 0, 1, 1
species17, 1, 0, 0.16, 0.05, 1, 0, 1, 1
species18, 1, 0, 0.03, 0.01, 1, 0, 1, 1
species19, 1, 0, 0.11, 0.69, 1, 0, 1, 1
species2, 1, 0, 0.29, 0.17, 1, 0.03, 1, 1
species20, 1, 0, 0, 0, 1, 0, 1, 1
species21, 1, 0, 0.09, 0.02, 1, 0, 1, 1
species22, 1, 0, 0.25, 0.17, 1, 0.01, 1, 1
species23, 1, 0, 0.03, 0.03, 1, 0.01, 1, 1
species24, 1, 0, 0.01, 0.07, 1, 0, 1, 1
species25, 1, 0, 0.02, 0.15, 1, 0, 1, 1
species26, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species27, 1, 0, 0.02, 0.17, 1, 0, 1, 1
species28, 1, 0, 0.29, 0.22, 1, 0, 1, 1
species3, 1, 0, 0.96, 0.29, 1, 0.01, 1, 1
species4, 1, 0, 0.01, 0.4, 1, 0, 1, 1
species5, 1, 0, 0.06, 0.05, 1, 0, 1, 1
species6, 1, 0, 0.04, 0.05, 1, 0, 1, 1
species7, 1, 0, 0.04, 0.69, 1, 0, 1, 1
species8, 1, 0, 0.22, 0.79, 1, 0, 1, 1
species9, 1, 0, 0.13, 0.47, 1, 0, 1, 1
