species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.98, 0, 0.05, 0.61, 0.98, 0, 0.98, 0.96
Node_species10_species19_0, 0.95, 0, 0, 0.07, 0.93, 0.03, 0.95, 0.9
Node_species12_species0_0, 0.46, 0, 0.05, 0.2, 0.46, 0.02, 0.46, 0.29
Node_species12_species16_0, 0.99, 0, 0.03, 0.02, 0.95, 0, 0.99, 0.98
Node_species12_species20_0, 0.15, 0, 0, 0.02, 0.15, 0.15, 0.15, 0.15
Node_species12_species4_0, 0.72, 0, 0.31, 0.16, 0.67, 0, 0.72, 0.7
Node_species12_species7_0, 0.34, 0, 0.67, 0.69, 0.33, 0.01, 0.34, 0.29
Node_species16_species28_0, 0.71, 0, 0.04, 0.33, 0.71, 0.49, 0.71, 0.67
Node_species19_species15_0, 0.99, 0, 0.02, 0.07, 0.96, 0, 0.99, 0.95
Node_species20_species21_0, 0.83, 0, 0.17, 0.2, 0.8, 0.01, 0.83, 0.81
Node_species21_species9_0, 0.99, 0, 0.07, 0.36, 0.99, 0, 0.99, 0.91
Node_species22_species14_0, 0.93, 0, 0.19, 0.07, 0.81, 0.01, 0.93, 0.89
Node_species22_species24_0, 0.35, 0, 0.84, 0.16, 0.3, 0.02, 0.35, 0.32
Node_species25_species10_0, 0.83, 0, 0.04, 0.15, 0.78, 0, 0.83, 0.82
Node_species26_species18_0, 0.36, 0, 0.5, 0.12, 0.34, 0, 0.36, 0.33
Node_species27_species23_0, 0.92, 0, 0.04, 0.26, 0.92, 0, 0.92, 0.89
Node_species28_species2_0, 0.81, 0, 0.03, 0.25, 0.81, 0.03, 0.81, 0.81
Node_species3_species1_0, 1.05, 0, 0.19, 0.47, 0.85, 0, 1.05, 1.04
Node_species4_species22_0, 0.2, 0, 0.2, 0.22, 0.19, 0.01, 0.2, 0.19
Node_species4_species25_0, 1.01, 0, 0.13, 0.37, 0.85, 0.01, 1.01, 0.85
Node_species4_species6_0, 0.91, 0, 0.03, 0.49, 0.9, 0.02, 0.91, 0.64
Node_species5_species11_0, 0.83, 0, 0.12, 0.28, 0.8, 0, 0.83, 0.32
Node_species6_species13_0, 1.09, 0, 0.05, 0.09, 0.97, 0, 1.09, 1.04
Node_species6_species27_0, 0.94, 0, 0.06, 0.6, 0.94, 0.04, 0.94, 0.9
Node_species7_species5_0, 0.99, 0, 0.17, 0.06, 0.97, 0, 0.99, 0.93
Node_species8_species12_0, 0.86, 0, 0.08, 0.37, 0.86, 0.11, 0.86, 0.43
Node_species8_species17_0, 1.12, 0, 0.16, 0.51, 0.92, 0, 1.12, 0.95
Node_species8_species26_0, 0.45, 0, 0.14, 0.3, 0.45, 0.01, 0.45, 0.43
species0, 1, 0, 0, 0.08, 1, 0, 1, 1
species1, 1, 0, 0.64, 0.32, 1, 0.01, 1, 1
species10, 1, 0, 0.23, 0.32, 1, 0, 1, 1
species11, 1, 0, 0.11, 0.08, 1, 0, 1, 1
species12, 1, 0, 0.04, 0.1, 1, 0, 1, 1
species13, 1, 0, 0.53, 0.54, 1, 0, 1, 1
species14, 1, 0, 0.02, 0.18, 1, 0, 1, 1
species15, 1, 0, 0.08, 0.36, 1, 0, 1, 1
species16, 1, 0, 0.24, 0.16, 1, 0, 1, 1
species17, 1, 0, 0.03, 0.09, 1, 0.01, 1, 1
species18, 1, 0, 0.22, 0.22, 1, 0, 1, 1
species19, 1, 0, 0.51, 0.28, 1, 0, 1, 1
species2, 1, 0, 0.09, 0.08, 1, 0, 1, 1
species20, 1, 0, 0.13, 0.31, 1, 0, 1, 1
species21, 1, 0, 0.1, 1.55, 1, 0, 1, 1
species22, 1, 0, 0.04, 0.14, 1, 0, 1, 1
species23, 1, 0, 0.03, 0.06, 1, 0, 1, 1
species24, 1, 0, 0.39, 0.21, 1, 0.01, 1, 1
species25, 1, 0, 0.06, 0.22, 1, 0, 1, 1
species26, 1, 0, 0.05, 0.11, 1, 0, 1, 1
species27, 1, 0, 0.02, 0.79, 1, 0, 1, 1
species28, 1, 0, 0.43, 0.7, 1, 0, 1, 1
species3, 1, 0, 0.04, 0.22, 1, 0, 1, 1
species4, 1, 0, 0.05, 0.13, 1, 0, 1, 1
species5, 1, 0, 0.14, 0.08, 1, 0, 1, 1
species6, 1, 0, 0.04, 0.02, 1, 0, 1, 1
species7, 1, 0, 0.05, 0.06, 1, 0, 1, 1
species8, 1, 0, 0.32, 0.24, 1, 0, 1, 1
species9, 1, 0, 0.64, 0.74, 1, 0, 1, 1
