species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.95, 0, 0.17, 0.8, 0.95, 0.02, 0.95, 0.71
Node_species10_species19_0, 0.29, 0, 0.18, 0.22, 0.27, 0.03, 0.29, 0.23
Node_species12_species0_0, 0.26, 0, 0.21, 0.11, 0.26, 0, 0.26, 0.22
Node_species12_species16_0, 1.03, 0, 0.05, 0.05, 0.99, 0, 1.03, 1
Node_species12_species20_0, 0.02, 0, 0, 0.02, 0.02, 0.02, 0.02, 0.02
Node_species12_species4_0, 0.93, 0, 0.07, 0.23, 0.93, 0.03, 0.93, 0.58
Node_species12_species7_0, 0.85, 0, 0.09, 0.24, 0.83, 0, 0.85, 0.84
Node_species16_species28_0, 0.18, 0, 0.02, 0.08, 0.18, 0.04, 0.18, 0.12
Node_species19_species15_0, 0.81, 0, 0.48, 0.54, 0.8, 0.16, 0.81, 0.53
Node_species20_species21_0, 0.95, 0, 0.17, 0.39, 0.95, 0.02, 0.95, 0.32
Node_species21_species9_0, 0.63, 0, 0.09, 0.54, 0.57, 0, 0.63, 0.6
Node_species22_species14_0, 0.32, 0, 0.19, 0.14, 0.3, 0, 0.32, 0.29
Node_species22_species24_0, 0.54, 0, 0.72, 0.24, 0.53, 0.04, 0.54, 0.42
Node_species25_species10_0, 0.89, 0, 0.02, 0.36, 0.87, 0.02, 0.89, 0.69
Node_species26_species18_0, 0.99, 0, 0.07, 0.2, 0.99, 0, 0.99, 0.9
Node_species27_species23_0, 0.48, 0, 0.04, 0.23, 0.47, 0.03, 0.48, 0.28
Node_species28_species2_0, 0.64, 0, 0.05, 0.14, 0.62, 0.11, 0.64, 0.29
Node_species3_species1_0, 0.84, 0, 0.19, 0.39, 0.72, 0, 0.84, 0.83
Node_species4_species22_0, 0.33, 0, 0.69, 0.38, 0.32, 0, 0.33, 0.3
Node_species4_species25_0, 1.01, 0, 0.02, 0.78, 0.96, 0.01, 1.01, 1
Node_species4_species6_0, 0.11, 0, 0.06, 0.08, 0.11, 0, 0.11, 0.1
Node_species5_species11_0, 0.58, 0, 0.14, 0.49, 0.58, 0.04, 0.58, 0.51
Node_species6_species13_0, 0.97, 0, 0, 0.26, 0.96, 0.15, 0.97, 0.97
Node_species6_species27_0, 0.76, 0, 0.04, 0.18, 0.7, 0.04, 0.76, 0.74
Node_species7_species5_0, 0.99, 0, 0.02, 0.2, 0.99, 0.04, 0.99, 0.99
Node_species8_species12_0, 0.23, 0, 0, 0.05, 0.21, 0, 0.23, 0.18
Node_species8_species17_0, 0.79, 0, 0.36, 0.52, 0.68, 0.01, 0.79, 0.78
Node_species8_species26_0, 0.1, 0, 0.18, 0.07, 0.1, 0, 0.1, 0.1
species0, 1, 0, 0.47, 0.28, 1, 0.01, 1, 1
species1, 1, 0, 0.2, 0.44, 1, 0, 1, 1
species10, 1, 0, 0.01, 0.16, 1, 0, 1, 1
species11, 1, 0, 0.06, 0.46, 1, 0, 1, 1
species12, 1, 0, 0.04, 1.2, 1, 0, 1, 1
species13, 1, 0, 0.01, 0.02, 1, 0, 1, 1
species14, 1, 0, 0.05, 0.26, 1, 0.01, 1, 1
species15, 1, 0, 0.15, 0.27, 1, 0.02, 1, 1
species16, 1, 0, 0.02, 0.74, 1, 0.01, 1, 1
species17, 1, 0, 0.09, 0.5, 1, 0, 1, 1
species18, 1, 0, 0.02, 0.11, 1, 0, 1, 1
species19, 1, 0, 0.08, 0.31, 1, 0.01, 1, 1
species2, 1, 0, 0.13, 0.32, 1, 0.03, 1, 1
species20, 1, 0, 0.02, 0.45, 1, 0, 1, 1
species21, 1, 0, 0.07, 1.94, 1, 0, 1, 1
species22, 1, 0, 0, 0.05, 1, 0, 1, 1
species23, 1, 0, 0.02, 0.91, 1, 0, 1, 1
species24, 1, 0, 0.09, 0.02, 1, 0, 1, 1
species25, 1, 0, 0.04, 0.14, 1, 0.01, 1, 1
species26, 1, 0, 0.08, 0.15, 1, 0, 1, 1
species27, 1, 0, 0, 0.14, 1, 0.01, 1, 1
species28, 1, 0, 0.64, 0.4, 1, 0.03, 1, 1
species3, 1, 0, 0.02, 0.12, 1, 0, 1, 1
species4, 1, 0, 0.02, 0.19, 1, 0.01, 1, 1
species5, 1, 0, 0.16, 0.16, 1, 0.02, 1, 1
species6, 1, 0, 0.07, 0.03, 1, 0, 1, 1
species7, 1, 0, 0.01, 0.07, 1, 0, 1, 1
species8, 1, 0, 0.63, 0.33, 1, 0, 1, 1
species9, 1, 0, 0.15, 0.1, 1, 0.02, 1, 1
