species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.02, 0, 0.06, 0.13, 0.95, 0, 1.02, 0.96
Node_species10_species19_0, 0.57, 0, 0.08, 0.25, 0.55, 0.02, 0.57, 0.56
Node_species12_species0_0, 0.85, 0, 0.1, 0.26, 0.81, 0, 0.85, 0.82
Node_species12_species16_0, 0.77, 0, 0.23, 0.45, 0.74, 0.02, 0.77, 0.7
Node_species12_species20_0, 0.01, 0, 0, 0, 0.01, 0.01, 0.01, 0.01
Node_species12_species4_0, 1.07, 0, 0.13, 0.1, 0.81, 0, 1.07, 1.06
Node_species12_species7_0, 1.05, 0, 0.1, 0.41, 0.93, 0, 1.05, 1.04
Node_species16_species28_0, 0.07, 0, 0.02, 0.04, 0.07, 0, 0.07, 0.04
Node_species19_species15_0, 0.24, 0, 0.05, 0.1, 0.24, 0.02, 0.24, 0.16
Node_species20_species21_0, 0.57, 0, 0.21, 0.28, 0.55, 0.05, 0.57, 0.39
Node_species21_species9_0, 0.89, 0, 0.48, 0.25, 0.88, 0.02, 0.89, 0.7
Node_species22_species14_0, 0.32, 0, 0.48, 0.22, 0.29, 0.02, 0.32, 0.3
Node_species22_species24_0, 1, 0, 0.09, 1.48, 0.88, 0.09, 1, 0.86
Node_species25_species10_0, 1.04, 0, 0.25, 0.43, 0.99, 0.03, 1.04, 0.93
Node_species26_species18_0, 0.99, 0, 0.56, 0.21, 0.99, 0, 0.99, 0.6
Node_species27_species23_0, 1.02, 0, 0.15, 0.27, 0.77, 0, 1.02, 0.84
Node_species28_species2_0, 0.11, 0, 0.02, 0.03, 0.1, 0.01, 0.11, 0.09
Node_species3_species1_0, 0.78, 0, 0.08, 0.34, 0.75, 0, 0.78, 0.76
Node_species4_species22_0, 0.8, 0, 0.72, 0.58, 0.76, 0.1, 0.8, 0.55
Node_species4_species25_0, 0.59, 0, 0.15, 0.33, 0.53, 0.02, 0.59, 0.57
Node_species4_species6_0, 0.84, 0, 0.08, 0.32, 0.73, 0.02, 0.84, 0.69
Node_species5_species11_0, 1.06, 0, 0.07, 0.4, 0.85, 0.02, 1.06, 1.05
Node_species6_species13_0, 0.79, 0, 0.07, 0.34, 0.78, 0.21, 0.79, 0.5
Node_species6_species27_0, 0.11, 0, 0.03, 0.05, 0.1, 0, 0.11, 0.1
Node_species7_species5_0, 0.86, 0, 0.05, 0.22, 0.85, 0.01, 0.86, 0.79
Node_species8_species12_0, 0.52, 0, 0, 0.18, 0.52, 0.1, 0.52, 0.24
Node_species8_species17_0, 0.72, 0, 0.38, 0.29, 0.71, 0.05, 0.72, 0.34
Node_species8_species26_0, 0.6, 0, 0.41, 0.45, 0.57, 0, 0.6, 0.55
species0, 1, 0, 0.04, 0.13, 1, 0, 1, 1
species1, 1, 0, 0.65, 0.52, 1, 0, 1, 1
species10, 1, 0, 0.19, 0.18, 1, 0.01, 1, 1
species11, 1, 0, 0.1, 0.43, 1, 0, 1, 1
species12, 1, 0, 0.8, 0.27, 1, 0.02, 1, 1
species13, 1, 0, 0.03, 0.22, 1, 0, 1, 1
species14, 1, 0, 0.01, 0.36, 1, 0.02, 1, 1
species15, 1, 0, 0.05, 0.24, 1, 0.03, 1, 1
species16, 1, 0, 0.56, 0.25, 1, 0, 1, 1
species17, 1, 0, 0.03, 0.26, 1, 0.02, 1, 1
species18, 1, 0, 0, 0.04, 1, 0, 1, 1
species19, 1, 0, 0.19, 0.44, 1, 0, 1, 1
species2, 1, 0, 0.04, 0.25, 1, 0, 1, 1
species20, 1, 0, 0.13, 0.28, 1, 0, 1, 1
species21, 1, 0, 0.63, 0.29, 1, 0.01, 1, 1
species22, 1, 0, 0.15, 0.54, 1, 0.01, 1, 1
species23, 1, 0, 0.01, 0.03, 1, 0.01, 1, 1
species24, 1, 0, 0.14, 1.42, 1, 0, 1, 1
species25, 1, 0, 0.06, 0.3, 1, 0, 1, 1
species26, 1, 0, 0.29, 0.48, 1, 0, 1, 1
species27, 1, 0, 0.13, 0.46, 1, 0, 1, 1
species28, 1, 0, 0.11, 0.39, 1, 0, 1, 1
species3, 1, 0, 0.06, 0.59, 1, 0, 1, 1
species4, 1, 0, 0.01, 0.3, 1, 0, 1, 1
species5, 1, 0, 0.08, 0.29, 1, 0, 1, 1
species6, 1, 0, 0.15, 0.34, 1, 0, 1, 1
species7, 1, 0, 0.04, 0.33, 1, 0.01, 1, 1
species8, 1, 0, 0.03, 0.38, 1, 0.02, 1, 1
species9, 1, 0, 0.14, 0.22, 1, 0.02, 1, 1
