species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1, 0, 0.02, 0.07, 1, 0, 1, 1
Node_species10_species19_0, 0.18, 0, 0.09, 0.14, 0.17, 0, 0.18, 0.16
Node_species12_species0_0, 1.01, 0, 0.06, 1, 0.98, 0.01, 1.01, 1.01
Node_species12_species16_0, 1, 0, 0.01, 0.02, 1, 0, 1, 0.99
Node_species12_species20_0, 0.12, 0, 0, 0, 0.12, 0.12, 0.12, 0.12
Node_species12_species4_0, 0.49, 0, 0.03, 0.11, 0.46, 0, 0.49, 0.36
Node_species12_species7_0, 1, 0, 0.08, 0.14, 0.96, 0.08, 1, 0.28
Node_species16_species28_0, 0.53, 0, 0.02, 0.09, 0.5, 0.14, 0.53, 0.33
Node_species19_species15_0, 0.72, 0, 0.35, 0.37, 0.69, 0.06, 0.72, 0.63
Node_species20_species21_0, 0.42, 0, 0.1, 0.14, 0.4, 0.01, 0.42, 0.26
Node_species21_species9_0, 1, 0, 0.07, 0.12, 0.99, 0.01, 1, 0.2
Node_species22_species14_0, 0.23, 0, 0.14, 0.06, 0.23, 0.01, 0.23, 0.17
Node_species22_species24_0, 1.01, 0, 0.01, 0.05, 1, 0, 1.01, 1.01
Node_species25_species10_0, 0.21, 0, 0.95, 0, 0.19, 0.02, 0.21, 0.15
Node_species26_species18_0, 0.84, 0, 0.13, 0.22, 0.83, 0, 0.84, 0.49
Node_species27_species23_0, 0.17, 0, 0.72, 0.23, 0.17, 0.03, 0.17, 0.14
Node_species28_species2_0, 0.74, 0, 0.03, 0.27, 0.65, 0.07, 0.74, 0.65
Node_species3_species1_0, 0.68, 0, 0.23, 0.36, 0.58, 0, 0.68, 0.67
Node_species4_species22_0, 1.02, 0, 0.05, 0.24, 0.99, 0.02, 1.02, 1
Node_species4_species25_0, 0.6, 0, 0.22, 0.36, 0.59, 0.16, 0.6, 0.46
Node_species4_species6_0, 0.73, 0, 0.31, 0.16, 0.72, 0.01, 0.73, 0.73
Node_species5_species11_0, 0.98, 0, 0.08, 0.07, 0.96, 0, 0.98, 0.98
Node_species6_species13_0, 0.87, 0, 0.1, 0.32, 0.74, 0.04, 0.87, 0.8
Node_species6_species27_0, 0.83, 0, 0.13, 0.24, 0.77, 0.06, 0.83, 0.76
Node_species7_species5_0, 1, 0, 0.19, 0.87, 1, 0.02, 1, 0.91
Node_species8_species12_0, 0.12, 0, 0.04, 0.03, 0.12, 0.02, 0.12, 0.12
Node_species8_species17_0, 0.68, 0, 0.11, 0.4, 0.66, 0.01, 0.68, 0.59
Node_species8_species26_0, 1, 0, 0.06, 0.56, 1, 0.01, 1, 0.98
species0, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species1, 1, 0, 0.51, 0.31, 1, 0, 1, 1
species10, 1, 0, 0.01, 0.03, 1, 0, 1, 1
species11, 1, 0, 0.18, 0.97, 1, 0.01, 1, 1
species12, 1, 0, 0.05, 0.02, 1, 0.01, 1, 1
species13, 1, 0, 0.52, 0.56, 1, 0.01, 1, 1
species14, 1, 0, 0.03, 0.29, 1, 0, 1, 1
species15, 1, 0, 0.25, 0.6, 1, 0.02, 1, 1
species16, 1, 0, 0.17, 0.69, 1, 0, 1, 1
species17, 1, 0, 0.04, 0.31, 1, 0.01, 1, 1
species18, 1, 0, 0.1, 0.23, 1, 0, 1, 1
species19, 1, 0, 0.06, 0.7, 1, 0, 1, 1
species2, 1, 0, 0.32, 0.43, 1, 0, 1, 1
species20, 1, 0, 0.06, 0.08, 1, 0, 1, 1
species21, 1, 0, 0.01, 0, 1, 0, 1, 1
species22, 1, 0, 0.06, 0.79, 1, 0, 1, 1
species23, 1, 0, 0.05, 1.36, 1, 0, 1, 1
species24, 1, 0, 0.02, 0.21, 1, 0, 1, 1
species25, 1, 0, 0.07, 0.09, 1, 0, 1, 1
species26, 1, 0, 0.01, 0.04, 1, 0, 1, 1
species27, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species28, 1, 0, 0.18, 0.35, 1, 0.01, 1, 1
species3, 1, 0, 0.23, 0.28, 1, 0, 1, 1
species4, 1, 0, 0.07, 0.37, 1, 0.01, 1, 1
species5, 1, 0, 0.03, 0.07, 1, 0, 1, 1
species6, 1, 0, 0, 0.01, 1, 0, 1, 1
species7, 1, 0, 0.01, 0, 1, 0, 1, 1
species8, 1, 0, 0.08, 0.76, 1, 0.01, 1, 1
species9, 1, 0, 0.1, 0.2, 1, 0, 1, 1
