species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.57, 0, 0.3, 0.47, 0.54, 0, 0.57, 0.53
Node_species10_species19_0, 1.01, 0, 0.05, 0.32, 0.99, 0.01, 1.01, 0.91
Node_species12_species0_0, 0.68, 0, 0.23, 1.03, 0.68, 0.04, 0.68, 0.67
Node_species12_species16_0, 0.71, 0, 0.21, 0.19, 0.64, 0, 0.71, 0.69
Node_species12_species20_0, 0.2, 0, 0, 0.02, 0.2, 0.2, 0.2, 0.2
Node_species12_species4_0, 0.32, 0, 0.42, 0.11, 0.32, 0, 0.32, 0.3
Node_species12_species7_0, 0.84, 0, 0.15, 0.28, 0.75, 0.01, 0.84, 0.84
Node_species16_species28_0, 0.47, 0, 0.01, 0.19, 0.47, 0.14, 0.47, 0.4
Node_species19_species15_0, 0.94, 0, 0.04, 0.19, 0.94, 0.03, 0.94, 0.94
Node_species20_species21_0, 1, 0, 0.07, 0.52, 1, 0.03, 1, 0.99
Node_species21_species9_0, 0.72, 0, 0.05, 0.04, 0.68, 0, 0.72, 0.59
Node_species22_species14_0, 1, 0, 0.05, 0.74, 0.99, 0, 1, 1
Node_species22_species24_0, 0.87, 0, 0.13, 0.19, 0.85, 0.01, 0.87, 0.7
Node_species25_species10_0, 0.83, 0, 0.06, 0.64, 0.82, 0, 0.83, 0.79
Node_species26_species18_0, 0.48, 0, 0.13, 0.18, 0.45, 0, 0.48, 0.37
Node_species27_species23_0, 0.57, 0, 0.27, 0.13, 0.56, 0, 0.57, 0.55
Node_species28_species2_0, 0.86, 0, 0, 0.28, 0.85, 0.19, 0.86, 0.7
Node_species3_species1_0, 0.51, 0, 0.6, 0.1, 0.42, 0, 0.51, 0.48
Node_species4_species22_0, 0.83, 0, 0.17, 0.17, 0.82, 0.05, 0.83, 0.78
Node_species4_species25_0, 1.02, 0, 0.02, 0.41, 0.99, 0, 1.02, 1.01
Node_species4_species6_0, 0.74, 0, 0.1, 0.25, 0.74, 0.03, 0.74, 0.69
Node_species5_species11_0, 0.83, 0, 0.16, 0.21, 0.83, 0, 0.83, 0.76
Node_species6_species13_0, 0.72, 0, 0.29, 0.37, 0.67, 0, 0.72, 0.68
Node_species6_species27_0, 0.93, 0, 0.03, 0.34, 0.93, 0.07, 0.93, 0.92
Node_species7_species5_0, 0.79, 0, 0.04, 0.13, 0.74, 0, 0.79, 0.76
Node_species8_species12_0, 0.91, 0, 0, 0.05, 0.9, 0.14, 0.91, 0.41
Node_species8_species17_0, 0.96, 0, 0.25, 0.11, 0.88, 0, 0.96, 0.9
Node_species8_species26_0, 0.68, 0, 0.1, 0.31, 0.67, 0, 0.68, 0.62
species0, 1, 0, 0.06, 0.17, 1, 0, 1, 1
species1, 1, 0, 0.12, 0.15, 1, 0, 1, 1
species10, 1, 0, 0.12, 0.06, 1, 0, 1, 1
species11, 1, 0, 0.07, 0.25, 1, 0, 1, 1
species12, 1, 0, 0.01, 0.11, 1, 0, 1, 1
species13, 1, 0, 0.66, 0.42, 1, 0.01, 1, 1
species14, 1, 0, 0.02, 0.12, 1, 0, 1, 1
species15, 1, 0, 0.04, 0.16, 1, 0, 1, 1
species16, 1, 0, 0.22, 0.14, 1, 0.01, 1, 1
species17, 1, 0, 0.04, 0.2, 1, 0, 1, 1
species18, 1, 0, 0.18, 0.16, 1, 0, 1, 1
species19, 1, 0, 0.11, 0.43, 1, 0.01, 1, 1
species2, 1, 0, 0.01, 0.06, 1, 0, 1, 1
species20, 1, 0, 0.71, 0.25, 1, 0, 1, 1
species21, 1, 0, 0.07, 0.61, 1, 0, 1, 1
species22, 1, 0, 0.03, 0.04, 1, 0, 1, 1
species23, 1, 0, 0.07, 0.38, 1, 0, 1, 1
species24, 1, 0, 0.34, 0.56, 1, 0, 1, 1
species25, 1, 0, 0.04, 1.36, 1, 0, 1, 1
species26, 1, 0, 0.01, 0.28, 1, 0, 1, 1
species27, 1, 0, 0.37, 0.32, 1, 0, 1, 1
species28, 1, 0, 0.38, 0.32, 1, 0.01, 1, 1
species3, 1, 0, 0.21, 0.4, 1, 0, 1, 1
species4, 1, 0, 0.28, 0.21, 1, 0, 1, 1
species5, 1, 0, 0.04, 0.23, 1, 0, 1, 1
species6, 1, 0, 0.5, 0.55, 1, 0, 1, 1
species7, 1, 0, 0.1, 0.07, 1, 0.01, 1, 1
species8, 1, 0, 0.24, 0.14, 1, 0, 1, 1
species9, 1, 0, 0.13, 0, 1, 0, 1, 1
