species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.01, 0, 0.03, 0.04, 1, 0, 1.01, 1.01
Node_species10_species19_0, 0.25, 0, 0.3, 0.11, 0.24, 0.01, 0.25, 0.24
Node_species12_species0_0, 0.88, 0, 0.07, 0.05, 0.88, 0, 0.88, 0.72
Node_species12_species16_0, 1, 0, 0.04, 0.06, 0.97, 0, 1, 0.96
Node_species12_species20_0, 0.19, 0, 0.01, 0.03, 0.19, 0.2, 0.19, 0.19
Node_species12_species4_0, 0.66, 0, 0.48, 0.28, 0.63, 0, 0.66, 0.64
Node_species12_species7_0, 0.77, 0, 0.27, 0.22, 0.75, 0, 0.77, 0.72
Node_species16_species28_0, 0.44, 0, 0.01, 0.19, 0.44, 0.14, 0.44, 0.37
Node_species19_species15_0, 0.92, 0, 0.06, 0.62, 0.84, 0.01, 0.92, 0.91
Node_species20_species21_0, 0.9, 0, 0.06, 0.24, 0.8, 0.02, 0.9, 0.86
Node_species21_species9_0, 1.02, 0, 0.18, 0.17, 1, 0, 1.02, 0.88
Node_species22_species14_0, 0.78, 0, 0.1, 0.39, 0.76, 0.01, 0.78, 0.44
Node_species22_species24_0, 0.58, 0, 0.55, 0.11, 0.55, 0, 0.58, 0.54
Node_species25_species10_0, 0.9, 0, 0.07, 0.2, 0.75, 0.02, 0.9, 0.87
Node_species26_species18_0, 0.47, 0, 0.41, 0.25, 0.44, 0, 0.47, 0.42
Node_species27_species23_0, 1, 0, 0.04, 0.11, 0.97, 0.02, 1, 0.96
Node_species28_species2_0, 0.8, 0, 0.04, 0.2, 0.8, 0.07, 0.8, 0.53
Node_species3_species1_0, 0.45, 0, 0.91, 0.15, 0.45, 0.04, 0.45, 0.22
Node_species4_species22_0, 0.77, 0, 0.07, 0.04, 0.74, 0, 0.77, 0.75
Node_species4_species25_0, 0.95, 0, 0.19, 0.32, 0.94, 0, 0.95, 0.82
Node_species4_species6_0, 0.97, 0, 0.08, 1.02, 0.95, 0.11, 0.97, 0.94
Node_species5_species11_0, 0.72, 0, 0.38, 0.18, 0.69, 0.05, 0.72, 0.38
Node_species6_species13_0, 0.97, 0, 0.57, 0.64, 0.9, 0.03, 0.97, 0.51
Node_species6_species27_0, 0.85, 0, 0.02, 0.25, 0.85, 0.01, 0.85, 0.82
Node_species7_species5_0, 0.97, 0, 0.08, 0.27, 0.95, 0.05, 0.97, 0.95
Node_species8_species12_0, 0.36, 0, 0.11, 0.29, 0.35, 0.02, 0.36, 0.32
Node_species8_species17_0, 0.97, 0, 0.08, 0.09, 0.9, 0, 0.97, 0.97
Node_species8_species26_0, 0.87, 0, 0.08, 0.86, 0.87, 0.01, 0.87, 0.85
species0, 1, 0, 0.03, 0, 1, 0, 1, 1
species1, 1, 0, 0.08, 0.1, 1, 0, 1, 1
species10, 1, 0, 0.11, 0.34, 1, 0, 1, 1
species11, 1, 0, 0.29, 0.45, 1, 0, 1, 1
species12, 1, 0, 0.07, 0.37, 1, 0.02, 1, 1
species13, 1, 0, 0.1, 0.31, 1, 0, 1, 1
species14, 1, 0, 0.02, 0.6, 1, 0.04, 1, 1
species15, 1, 0, 0.05, 0.33, 1, 0, 1, 1
species16, 1, 0, 0.05, 0.81, 1, 0, 1, 1
species17, 1, 0, 0.22, 0.29, 1, 0.01, 1, 1
species18, 1, 0, 0.08, 0.07, 1, 0, 1, 1
species19, 1, 0, 0.02, 0.11, 1, 0, 1, 1
species2, 1, 0, 0.02, 0.42, 1, 0, 1, 1
species20, 1, 0, 0.04, 0.16, 1, 0.01, 1, 1
species21, 1, 0, 0.07, 0.02, 1, 0, 1, 1
species22, 1, 0, 0.75, 0.43, 1, 0.02, 1, 1
species23, 1, 0, 0.18, 0.21, 1, 0, 1, 1
species24, 1, 0, 0.01, 0.07, 1, 0, 1, 1
species25, 1, 0, 0.6, 0.5, 1, 0.05, 1, 1
species26, 1, 0, 0.1, 0.2, 1, 0, 1, 1
species27, 1, 0, 0.03, 0.01, 1, 0, 1, 1
species28, 1, 0, 0.05, 0.96, 1, 0, 1, 1
species3, 1, 0, 0.02, 0.22, 1, 0, 1, 1
species4, 1, 0, 0.12, 0.72, 1, 0.03, 1, 1
species5, 1, 0, 0.73, 0.37, 1, 0, 1, 1
species6, 1, 0, 0.06, 0.02, 1, 0, 1, 1
species7, 1, 0, 0.07, 0.3, 1, 0, 1, 1
species8, 1, 0, 0.08, 0.05, 1, 0, 1, 1
species9, 1, 0, 0.06, 0.16, 1, 0, 1, 1
