species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.31, 0, 0.09, 0.14, 0.29, 0, 0.31, 0.31
Node_species10_species19_0, 0.93, 0, 0.05, 0.59, 0.93, 0.03, 0.93, 0.86
Node_species12_species0_0, 1.03, 0, 0.16, 0.36, 1, 0.01, 1.03, 0.91
Node_species12_species16_0, 0.88, 0, 0.11, 0.61, 0.86, 0.02, 0.88, 0.87
Node_species12_species20_0, 0.03, 0, 0, 0, 0.03, 0.03, 0.03, 0.03
Node_species12_species4_0, 1.01, 0, 0.04, 0.06, 1, 0, 1.01, 0.95
Node_species12_species7_0, 0.83, 0, 0.06, 1.25, 0.78, 0.01, 0.83, 0.78
Node_species16_species28_0, 0.16, 0, 0, 0.02, 0.16, 0.02, 0.16, 0.16
Node_species19_species15_0, 0.3, 0, 0.14, 0.1, 0.28, 0.09, 0.3, 0.29
Node_species20_species21_0, 1.02, 0, 0.08, 0.18, 0.88, 0.05, 1.02, 1
Node_species21_species9_0, 0.18, 0, 0.85, 0.13, 0.17, 0.01, 0.18, 0.18
Node_species22_species14_0, 0.92, 0, 0.07, 0.87, 0.91, 0.02, 0.92, 0.89
Node_species22_species24_0, 0.9, 0, 0.04, 0.55, 0.85, 0.01, 0.9, 0.89
Node_species25_species10_0, 0.76, 0, 0.28, 0.18, 0.73, 0.01, 0.76, 0.35
Node_species26_species18_0, 0.99, 0, 0.09, 0.69, 0.98, 0.01, 0.99, 0.98
Node_species27_species23_0, 0.97, 0, 0.07, 0.06, 0.94, 0, 0.97, 0.97
Node_species28_species2_0, 0.16, 0, 0.12, 0.01, 0.16, 0.02, 0.16, 0.1
Node_species3_species1_0, 0.82, 0, 0.28, 0.18, 0.68, 0, 0.82, 0.81
Node_species4_species22_0, 0.91, 0, 0.06, 0.14, 0.8, 0.02, 0.91, 0.9
Node_species4_species25_0, 0.96, 0, 0.18, 0.18, 0.92, 0.02, 0.96, 0.91
Node_species4_species6_0, 1, 0, 0.03, 0.1, 1, 0, 1, 0.98
Node_species5_species11_0, 0.54, 0, 0.49, 0.46, 0.5, 0.02, 0.54, 0.52
Node_species6_species13_0, 0.88, 0, 0.05, 0.5, 0.87, 0.37, 0.88, 0.67
Node_species6_species27_0, 0.27, 0, 0.02, 0.05, 0.27, 0.03, 0.27, 0.24
Node_species7_species5_0, 0.93, 0, 0.03, 0.17, 0.93, 0.05, 0.93, 0.92
Node_species8_species12_0, 0.85, 0, 0.02, 0.13, 0.85, 0, 0.85, 0.13
Node_species8_species17_0, 0.93, 0, 0.17, 0.11, 0.83, 0, 0.93, 0.89
Node_species8_species26_0, 1, 0, 0.04, 1.03, 1, 0, 1, 1
species0, 1, 0, 0.13, 0.01, 1, 0, 1, 1
species1, 1, 0, 0.18, 0.11, 1, 0, 1, 1
species10, 1, 0, 0.21, 0.76, 1, 0, 1, 1
species11, 1, 0, 0.17, 0.27, 1, 0, 1, 1
species12, 1, 0, 0.27, 0.37, 1, 0.03, 1, 1
species13, 1, 0, 0.02, 0.29, 1, 0, 1, 1
species14, 1, 0, 0, 0.24, 1, 0.02, 1, 1
species15, 1, 0, 0.05, 0.22, 1, 0, 1, 1
species16, 1, 0, 0.05, 0.03, 1, 0, 1, 1
species17, 1, 0, 0.01, 0.33, 1, 0, 1, 1
species18, 1, 0, 0.02, 0.17, 1, 0, 1, 1
species19, 1, 0, 0.12, 0.14, 1, 0, 1, 1
species2, 1, 0, 0.06, 0.15, 1, 0.01, 1, 1
species20, 1, 0, 0.07, 0.16, 1, 0, 1, 1
species21, 1, 0, 0.16, 0.03, 1, 0, 1, 1
species22, 1, 0, 0.84, 0.38, 1, 0.07, 1, 1
species23, 1, 0, 0.08, 0.05, 1, 0, 1, 1
species24, 1, 0, 0.04, 0.16, 1, 0, 1, 1
species25, 1, 0, 0.05, 0.13, 1, 0, 1, 1
species26, 1, 0, 0.01, 0.03, 1, 0, 1, 1
species27, 1, 0, 0.16, 0.5, 1, 0.01, 1, 1
species28, 1, 0, 0.6, 0.5, 1, 0, 1, 1
species3, 1, 0, 0.05, 0.06, 1, 0, 1, 1
species4, 1, 0, 0.07, 0.14, 1, 0, 1, 1
species5, 1, 0, 0.76, 0.18, 1, 0.01, 1, 1
species6, 1, 0, 0.19, 0.83, 1, 0, 1, 1
species7, 1, 0, 0.03, 0.21, 1, 0, 1, 1
species8, 1, 0, 0.45, 0.14, 1, 0, 1, 1
species9, 1, 0, 0.08, 0.64, 1, 0, 1, 1
