species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.99, 0, 0.07, 0.19, 0.84, 0.03, 0.99, 0.99
Node_species10_species19_0, 0.42, 0, 0.11, 0.07, 0.38, 0.01, 0.42, 0.38
Node_species12_species0_0, 1, 0, 0.01, 0.07, 0.99, 0.01, 1, 0.98
Node_species12_species16_0, 1, 0, 0.02, 0.03, 1, 0, 1, 1
Node_species12_species20_0, 0.03, 0, 0, 0, 0.03, 0.03, 0.03, 0.03
Node_species12_species4_0, 0.88, 0, 0.23, 0.23, 0.84, 0.04, 0.88, 0.31
Node_species12_species7_0, 0.36, 0, 0.18, 0.12, 0.36, 0.06, 0.36, 0.25
Node_species16_species28_0, 0.14, 0, 0.03, 0.02, 0.12, 0, 0.14, 0.13
Node_species19_species15_0, 0.96, 0, 0.02, 0.44, 0.96, 0.03, 0.96, 0.6
Node_species20_species21_0, 0.24, 0, 0.34, 0.17, 0.21, 0, 0.24, 0.19
Node_species21_species9_0, 0.89, 0, 0.2, 0.22, 0.85, 0.01, 0.89, 0.32
Node_species22_species14_0, 0.44, 0, 0.11, 0.15, 0.41, 0, 0.44, 0.42
Node_species22_species24_0, 1.01, 0, 0, 0.25, 1, 0, 1.01, 1.01
Node_species25_species10_0, 0.25, 0, 0.95, 0.3, 0.23, 0.04, 0.25, 0.23
Node_species26_species18_0, 0.92, 0, 0.08, 0.44, 0.9, 0.01, 0.92, 0.84
Node_species27_species23_0, 0.39, 0, 0.83, 0.26, 0.36, 0, 0.39, 0.32
Node_species28_species2_0, 0.41, 0, 0.04, 0.06, 0.41, 0.07, 0.41, 0.23
Node_species3_species1_0, 0.78, 0, 0.17, 0.21, 0.77, 0.01, 0.78, 0.33
Node_species4_species22_0, 0.96, 0, 0.11, 0.53, 0.96, 0.38, 0.96, 0.69
Node_species4_species25_0, 0.31, 0, 0.17, 0.18, 0.29, 0, 0.31, 0.25
Node_species4_species6_0, 0.92, 0, 0.14, 0.14, 0.89, 0, 0.92, 0.92
Node_species5_species11_0, 1.01, 0, 0.06, 0.31, 0.96, 0, 1.01, 1
Node_species6_species13_0, 1, 0, 0, 0.12, 1, 0.03, 1, 1
Node_species6_species27_0, 0.44, 0, 0.07, 0.3, 0.44, 0.03, 0.44, 0.43
Node_species7_species5_0, 1.02, 0, 0.01, 0.05, 1, 0, 1.02, 1.02
Node_species8_species12_0, 0.36, 0, 0.01, 0.12, 0.36, 0.05, 0.36, 0.22
Node_species8_species17_0, 0.27, 0, 0.25, 0.15, 0.24, 0.01, 0.27, 0.24
Node_species8_species26_0, 1.01, 0, 0.02, 0.05, 1, 0, 1.01, 1
species0, 1, 0, 0.06, 0.15, 1, 0, 1, 1
species1, 1, 0, 0.1, 0.86, 1, 0.01, 1, 1
species10, 1, 0, 0.03, 0.04, 1, 0, 1, 1
species11, 1, 0, 0, 0.84, 1, 0, 1, 1
species12, 1, 0, 0.05, 0.28, 1, 0, 1, 1
species13, 1, 0, 0.01, 0.01, 1, 0, 1, 1
species14, 1, 0, 0.01, 0.45, 1, 0.04, 1, 1
species15, 1, 0, 0.44, 0.07, 1, 0, 1, 1
species16, 1, 0, 0.07, 0.49, 1, 0, 1, 1
species17, 1, 0, 0.23, 0.13, 1, 0, 1, 1
species18, 1, 0, 0.08, 1.86, 1, 0.01, 1, 1
species19, 1, 0, 0.07, 0.74, 1, 0, 1, 1
species2, 1, 0, 0.03, 0.73, 1, 0.03, 1, 1
species20, 1, 0, 0.07, 0.56, 1, 0.02, 1, 1
species21, 1, 0, 0.18, 0.3, 1, 0, 1, 1
species22, 1, 0, 0.1, 0.14, 1, 0, 1, 1
species23, 1, 0, 0.05, 0.07, 1, 0, 1, 1
species24, 1, 0, 0.01, 0.03, 1, 0, 1, 1
species25, 1, 0, 0.11, 0.66, 1, 0, 1, 1
species26, 1, 0, 0.06, 0.17, 1, 0, 1, 1
species27, 1, 0, 0.81, 0.48, 1, 0.02, 1, 1
species28, 1, 0, 0.08, 0.66, 1, 0, 1, 1
species3, 1, 0, 0.01, 0.05, 1, 0, 1, 1
species4, 1, 0, 0.09, 0.43, 1, 0, 1, 1
species5, 1, 0, 0.01, 0.01, 1, 0, 1, 1
species6, 1, 0, 0, 0, 1, 0, 1, 1
species7, 1, 0, 0.03, 0.93, 1, 0, 1, 1
species8, 1, 0, 0.16, 0.15, 1, 0.01, 1, 1
species9, 1, 0, 0.1, 0.4, 1, 0.01, 1, 1
