species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1, 0, 0.07, 0.22, 0.97, 0, 1, 0.86
Node_species10_species19_0, 0.87, 0, 0.16, 0.75, 0.81, 0.04, 0.87, 0.52
Node_species12_species0_0, 0.98, 0, 0.05, 0.1, 0.97, 0, 0.98, 0.94
Node_species12_species16_0, 0.99, 0, 0.02, 0.01, 0.99, 0, 0.99, 0.98
Node_species12_species20_0, 0.01, 0, 0, 0.02, 0.01, 0.01, 0.01, 0.01
Node_species12_species4_0, 0.99, 0, 0.18, 0.35, 0.98, 0, 0.99, 0.44
Node_species12_species7_0, 1.45, 0, 0.06, 0.14, 0.91, 0, 1.45, 1.45
Node_species16_species28_0, 0.17, 0, 0, 0.05, 0.17, 0, 0.17, 0.15
Node_species19_species15_0, 0.67, 0, 0.02, 0.01, 0.64, 0.07, 0.67, 0.67
Node_species20_species21_0, 0.9, 0, 0.27, 0.4, 0.74, 0, 0.9, 0.8
Node_species21_species9_0, 0.81, 0, 0.15, 0.45, 0.8, 0, 0.81, 0.59
Node_species22_species14_0, 0.88, 0, 0.07, 0.31, 0.83, 0.02, 0.88, 0.86
Node_species22_species24_0, 0.95, 0, 0.08, 0.09, 0.92, 0, 0.95, 0.95
Node_species25_species10_0, 1.46, 0, 0.16, 0.78, 0.91, 0.03, 1.46, 1.16
Node_species26_species18_0, 1, 0, 0.02, 0.04, 1, 0, 1, 0.99
Node_species27_species23_0, 0.5, 0, 0.41, 0.19, 0.48, 0.01, 0.5, 0.37
Node_species28_species2_0, 0.13, 0, 0.16, 0.05, 0.13, 0, 0.13, 0.11
Node_species3_species1_0, 0.35, 0, 0.2, 0.2, 0.32, 0.01, 0.35, 0.34
Node_species4_species22_0, 0.98, 0, 0.7, 0.38, 0.94, 0, 0.98, 0.8
Node_species4_species25_0, 0.71, 0, 0.33, 0.52, 0.68, 0, 0.71, 0.65
Node_species4_species6_0, 0.52, 0, 0.59, 0.1, 0.49, 0, 0.52, 0.52
Node_species5_species11_0, 1.04, 0, 0.08, 0.93, 0.88, 0, 1.04, 1.02
Node_species6_species13_0, 0.99, 0, 0.46, 0.31, 0.98, 0.75, 0.99, 0.96
Node_species6_species27_0, 0.6, 0, 0.06, 0.21, 0.6, 0, 0.6, 0.26
Node_species7_species5_0, 1, 0, 0, 0.17, 0.99, 0.01, 1, 1
Node_species8_species12_0, 0.45, 0, 0.02, 0.12, 0.44, 0, 0.45, 0.2
Node_species8_species17_0, 0.38, 0, 0.49, 0.33, 0.35, 0, 0.38, 0.32
Node_species8_species26_0, 1.01, 0, 0.04, 0.07, 0.96, 0, 1.01, 1
species0, 1, 0, 0.08, 0.47, 1, 0, 1, 1
species1, 1, 0, 0.27, 0.09, 1, 0, 1, 1
species10, 1, 0, 0.04, 0.15, 1, 0, 1, 1
species11, 1, 0, 0.09, 0.21, 1, 0.01, 1, 1
species12, 1, 0, 0.18, 0.13, 1, 0, 1, 1
species13, 1, 0, 0.03, 0, 1, 0, 1, 1
species14, 1, 0, 0.07, 0.38, 1, 0.01, 1, 1
species15, 1, 0, 0.01, 0.3, 1, 0, 1, 1
species16, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species17, 1, 0, 0.14, 0.25, 1, 0.02, 1, 1
species18, 1, 0, 0, 0, 1, 0, 1, 1
species19, 1, 0, 0.06, 0.32, 1, 0, 1, 1
species2, 1, 0, 0.09, 0.27, 1, 0, 1, 1
species20, 1, 0, 0.75, 0.23, 1, 0, 1, 1
species21, 1, 0, 0.19, 1.09, 1, 0, 1, 1
species22, 1, 0, 0.52, 0.6, 1, 0, 1, 1
species23, 1, 0, 0, 0, 1, 0, 1, 1
species24, 1, 0, 0.08, 0.05, 1, 0, 1, 1
species25, 1, 0, 0.72, 0.35, 1, 0, 1, 1
species26, 1, 0, 0.07, 0.03, 1, 0, 1, 1
species27, 1, 0, 0.08, 0.27, 1, 0, 1, 1
species28, 1, 0, 0.09, 0.06, 1, 0, 1, 1
species3, 1, 0, 0.12, 0.54, 1, 0, 1, 1
species4, 1, 0, 0.02, 0.26, 1, 0, 1, 1
species5, 1, 0, 0.08, 0.18, 1, 0, 1, 1
species6, 1, 0, 0, 0.05, 1, 0, 1, 1
species7, 1, 0, 0.04, 0.04, 1, 0, 1, 1
species8, 1, 0, 0.23, 0.51, 1, 0, 1, 1
species9, 1, 0, 0.12, 1.11, 1, 0.01, 1, 1
