species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.97, 0, 0.16, 0.23, 0.97, 0, 0.97, 0.34
Node_species10_species19_0, 0.9, 0, 0.01, 0.2, 0.9, 0, 0.9, 0.87
Node_species12_species0_0, 0.98, 0, 0.05, 0.31, 0.97, 0, 0.98, 0.98
Node_species12_species16_0, 0.98, 0, 0.02, 0.02, 0.98, 0, 0.98, 0.98
Node_species12_species20_0, 0.07, 0, 0, 0.01, 0.07, 0.07, 0.07, 0.07
Node_species12_species4_0, 0.84, 0, 0.08, 0.08, 0.79, 0, 0.84, 0.75
Node_species12_species7_0, 0.96, 0, 0.15, 0.22, 0.95, 0, 0.96, 0.85
Node_species16_species28_0, 0.66, 0, 0, 0.2, 0.66, 0.37, 0.66, 0.49
Node_species19_species15_0, 1, 0, 0.12, 0.17, 1, 0, 1, 0.91
Node_species20_species21_0, 0.93, 0, 0.11, 0.1, 0.88, 0, 0.93, 0.93
Node_species21_species9_0, 0.3, 0, 0.63, 0.06, 0.28, 0, 0.3, 0.3
Node_species22_species14_0, 0.93, 0, 0.04, 0.09, 0.93, 0, 0.93, 0.88
Node_species22_species24_0, 0.11, 0, 0.98, 0.02, 0.11, 0, 0.11, 0.09
Node_species25_species10_0, 0.93, 0, 0.08, 0.22, 0.84, 0.01, 0.93, 0.91
Node_species26_species18_0, 0.48, 0, 0.65, 0.1, 0.46, 0, 0.48, 0.37
Node_species27_species23_0, 0.73, 0, 0.14, 0.02, 0.7, 0, 0.73, 0.7
Node_species28_species2_0, 0.98, 0, 0.04, 0.23, 0.98, 0.33, 0.98, 0.96
Node_species3_species1_0, 1.07, 0, 0.02, 0.03, 0.95, 0.03, 1.07, 1.06
Node_species4_species22_0, 1, 0, 0.05, 1.05, 0.97, 0, 1, 0.97
Node_species4_species25_0, 0.61, 0, 0.54, 0.08, 0.53, 0, 0.61, 0.58
Node_species4_species6_0, 0.82, 0, 0.12, 0.29, 0.82, 0, 0.82, 0.78
Node_species5_species11_0, 0.81, 0, 0.02, 0.09, 0.78, 0, 0.81, 0.2
Node_species6_species13_0, 1, 0, 0.01, 0.93, 1, 0, 1, 1
Node_species6_species27_0, 1.03, 0, 0.02, 0.01, 1, 0, 1.03, 0.99
Node_species7_species5_0, 0.99, 0, 0.05, 0.04, 0.99, 0, 0.99, 0.97
Node_species8_species12_0, 0.86, 0, 0.07, 0.8, 0.86, 0.01, 0.86, 0.63
Node_species8_species17_0, 0.93, 0, 0.16, 0.27, 0.93, 0.01, 0.93, 0.5
Node_species8_species26_0, 0.87, 0, 0.13, 0.39, 0.87, 0, 0.87, 0.87
species0, 1, 0, 0.15, 0.14, 1, 0, 1, 1
species1, 1, 0, 0.15, 0.05, 1, 0, 1, 1
species10, 1, 0, 0.09, 0.11, 1, 0, 1, 1
species11, 1, 0, 0.02, 0.92, 1, 0, 1, 1
species12, 1, 0, 0.03, 0.87, 1, 0, 1, 1
species13, 1, 0, 0.04, 0.07, 1, 0, 1, 1
species14, 1, 0, 0, 0.1, 1, 0, 1, 1
species15, 1, 0, 0.19, 0.35, 1, 0, 1, 1
species16, 1, 0, 0.09, 0.18, 1, 0, 1, 1
species17, 1, 0, 0.09, 0.04, 1, 0, 1, 1
species18, 1, 0, 0.11, 0.14, 1, 0, 1, 1
species19, 1, 0, 0.43, 0.03, 1, 0, 1, 1
species2, 1, 0, 0.07, 0.15, 1, 0, 1, 1
species20, 1, 0, 0.01, 0.08, 1, 0, 1, 1
species21, 1, 0, 0, 0.09, 1, 0, 1, 1
species22, 1, 0, 0.19, 0.1, 1, 0.01, 1, 1
species23, 1, 0, 0.15, 0.38, 1, 0, 1, 1
species24, 1, 0, 0.2, 1.17, 1, 0, 1, 1
species25, 1, 0, 0.75, 0.57, 1, 0, 1, 1
species26, 1, 0, 0.04, 0.22, 1, 0, 1, 1
species27, 1, 0, 0, 0.02, 1, 0, 1, 1
species28, 1, 0, 0.93, 0.34, 1, 0.15, 1, 1
species3, 1, 0, 0.16, 0.33, 1, 0, 1, 1
species4, 1, 0, 0.02, 0.32, 1, 0.01, 1, 1
species5, 1, 0, 0.04, 0.05, 1, 0, 1, 1
species6, 1, 0, 0.02, 0.03, 1, 0, 1, 1
species7, 1, 0, 0, 0.02, 1, 0, 1, 1
species8, 1, 0, 0, 0.04, 1, 0, 1, 1
species9, 1, 0, 0.08, 0.59, 1, 0, 1, 1
