species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.95, 0, 0.18, 0.14, 0.94, 0.01, 0.95, 0.83
Node_species10_species19_0, 0.84, 0, 0.13, 0.26, 0.84, 0.01, 0.84, 0.39
Node_species12_species0_0, 0.96, 0, 0.02, 0.01, 0.96, 0.03, 0.96, 0.94
Node_species12_species16_0, 1, 0, 0.01, 0.19, 1, 0, 1, 1
Node_species12_species20_0, 0.01, 0, 0, 0, 0.01, 0.01, 0.01, 0.01
Node_species12_species4_0, 0.39, 0, 0.58, 0.08, 0.36, 0, 0.39, 0.39
Node_species12_species7_0, 0.41, 0, 0.08, 0.14, 0.39, 0.08, 0.41, 0.39
Node_species16_species28_0, 0.93, 0, 0, 0.15, 0.93, 0.01, 0.93, 0.19
Node_species19_species15_0, 1, 0, 0.02, 0.07, 1, 0, 1, 1
Node_species20_species21_0, 1, 0, 0.01, 0.04, 1, 0, 1, 0.99
Node_species21_species9_0, 0.99, 0, 0.07, 0.09, 0.9, 0, 0.99, 0.87
Node_species22_species14_0, 1, 0, 0.05, 1.63, 1, 0.01, 1, 0.92
Node_species22_species24_0, 1, 0, 0.01, 0.13, 1, 0, 1, 1
Node_species25_species10_0, 0.26, 0, 0.94, 0.19, 0.26, 0.02, 0.26, 0.1
Node_species26_species18_0, 0.97, 0, 0.12, 0.1, 0.97, 0.01, 0.97, 0.33
Node_species27_species23_0, 0.86, 0, 0.14, 0.13, 0.81, 0, 0.86, 0.84
Node_species28_species2_0, 0.99, 0, 0, 0.37, 0.99, 0, 0.99, 0.95
Node_species3_species1_0, 1.14, 0, 0.02, 0.05, 1, 0, 1.14, 1.14
Node_species4_species22_0, 0.93, 0, 0.28, 0.22, 0.92, 0.77, 0.93, 0.92
Node_species4_species25_0, 1.01, 0, 0, 0.03, 1, 0, 1.01, 1.01
Node_species4_species6_0, 0.96, 0, 0.03, 0.04, 0.95, 0.01, 0.96, 0.94
Node_species5_species11_0, 0.97, 0, 0.05, 0.13, 0.95, 0.01, 0.97, 0.97
Node_species6_species13_0, 1, 0, 0, 0.07, 1, 0, 1, 1
Node_species6_species27_0, 1.01, 0, 0, 0.09, 1, 0.01, 1.01, 1
Node_species7_species5_0, 1, 0, 0.02, 0.15, 1, 0, 1, 1
Node_species8_species12_0, 0.24, 0, 0.02, 0.05, 0.22, 0, 0.24, 0.24
Node_species8_species17_0, 1, 0, 0.02, 0.11, 1, 0, 1, 1
Node_species8_species26_0, 0.95, 0, 0.03, 0.08, 0.93, 0, 0.95, 0.94
species0, 1, 0, 0.23, 0.83, 1, 0, 1, 1
species1, 1, 0, 1, 0.32, 1, 0.01, 1, 1
species10, 1, 0, 0, 0.02, 1, 0, 1, 1
species11, 1, 0, 0.01, 0.01, 1, 0, 1, 1
species12, 1, 0, 0.02, 0.14, 1, 0, 1, 1
species13, 1, 0, 0, 0.01, 1, 0, 1, 1
species14, 1, 0, 0.13, 0.01, 1, 0, 1, 1
species15, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species16, 1, 0, 0.28, 0.08, 1, 0, 1, 1
species17, 1, 0, 0.05, 0.17, 1, 0, 1, 1
species18, 1, 0, 0, 0.04, 1, 0, 1, 1
species19, 1, 0, 0.02, 0.02, 1, 0, 1, 1
species2, 1, 0, 0, 0.02, 1, 0, 1, 1
species20, 1, 0, 0.1, 0.19, 1, 0, 1, 1
species21, 1, 0, 0.06, 0.64, 1, 0, 1, 1
species22, 1, 0, 0, 0, 1, 0, 1, 1
species23, 1, 0, 0, 0.01, 1, 0, 1, 1
species24, 1, 0, 0.21, 0.37, 1, 0, 1, 1
species25, 1, 0, 0.01, 0.39, 1, 0, 1, 1
species26, 1, 0, 0.03, 0.02, 1, 0, 1, 1
species27, 1, 0, 0.04, 0.16, 1, 0, 1, 1
species28, 1, 0, 0.14, 0.02, 1, 0, 1, 1
species3, 1, 0, 0.03, 0.05, 1, 0, 1, 1
species4, 1, 0, 0.01, 0.37, 1, 0, 1, 1
species5, 1, 0, 0.02, 0.05, 1, 0, 1, 1
species6, 1, 0, 0.01, 0.01, 1, 0, 1, 1
species7, 1, 0, 0.03, 0.01, 1, 0, 1, 1
species8, 1, 0, 0.01, 0.73, 1, 0, 1, 1
species9, 1, 0, 0, 0.08, 1, 0, 1, 1
