species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.08, 0, 0.02, 0.02, 0.99, 0, 1.08, 1.07
Node_species10_species19_0, 1, 0, 0, 0.12, 0.99, 0, 1, 0.98
Node_species12_species0_0, 0.99, 0, 0.05, 0.9, 0.99, 0.02, 0.99, 0.84
Node_species12_species16_0, 1.12, 0, 0.01, 0.02, 0.99, 0.01, 1.12, 1.12
Node_species12_species20_0, 0.73, 0, 0, 0.24, 0.73, 0.73, 0.73, 0.73
Node_species12_species4_0, 0.74, 0, 0.45, 0.2, 0.64, 0, 0.74, 0.63
Node_species12_species7_0, 0.19, 0, 0.01, 0.23, 0.19, 0, 0.19, 0.19
Node_species16_species28_0, 0.83, 0, 0.02, 0.17, 0.79, 0.02, 0.83, 0.82
Node_species19_species15_0, 0.99, 0, 0.05, 0.06, 0.87, 0, 0.99, 0.95
Node_species20_species21_0, 1.1, 0, 0.11, 0.23, 0.98, 0, 1.1, 0.98
Node_species21_species9_0, 1.02, 0, 0.06, 0.08, 0.99, 0, 1.02, 0.97
Node_species22_species14_0, 1.07, 0, 0.04, 0.2, 0.98, 0, 1.07, 1.05
Node_species22_species24_0, 0.85, 0, 0.96, 0.22, 0.84, 0.02, 0.85, 0.33
Node_species25_species10_0, 0.12, 0, 0.77, 0.13, 0.12, 0.03, 0.12, 0.11
Node_species26_species18_0, 0.78, 0, 0.13, 0.21, 0.68, 0, 0.78, 0.78
Node_species27_species23_0, 0.99, 0, 0.09, 0.11, 0.97, 0, 0.99, 0.99
Node_species28_species2_0, 0.71, 0, 0.35, 0.8, 0.71, 0, 0.71, 0.58
Node_species3_species1_0, 0.77, 0, 0.11, 0.21, 0.69, 0, 0.77, 0.69
Node_species4_species22_0, 0.83, 0, 0, 0.64, 0.83, 0, 0.83, 0.63
Node_species4_species25_0, 1.02, 0, 0.16, 0.17, 0.87, 0.01, 1.02, 1.02
Node_species4_species6_0, 1, 0, 0.06, 0.7, 0.98, 0.01, 1, 0.98
Node_species5_species11_0, 0.83, 0, 0.06, 0.02, 0.82, 0.01, 0.83, 0.82
Node_species6_species13_0, 0.99, 0, 0.16, 0.16, 0.98, 0.01, 0.99, 0.9
Node_species6_species27_0, 0.9, 0, 0.07, 0.5, 0.87, 0.02, 0.9, 0.78
Node_species7_species5_0, 1.02, 0, 0.03, 0.04, 1, 0, 1.02, 1
Node_species8_species12_0, 0.97, 0, 0.01, 0.15, 0.97, 0.05, 0.97, 0.8
Node_species8_species17_0, 0.66, 0, 0.82, 0.16, 0.61, 0.02, 0.66, 0.35
Node_species8_species26_0, 1, 0, 0.04, 1.11, 0.98, 0, 1, 0.99
species0, 1, 0, 0.04, 0.04, 1, 0, 1, 1
species1, 1, 0, 0.2, 0.61, 1, 0, 1, 1
species10, 1, 0, 0.01, 0.1, 1, 0, 1, 1
species11, 1, 0, 0.81, 0.21, 1, 0, 1, 1
species12, 1, 0, 0.03, 0.11, 1, 0, 1, 1
species13, 1, 0, 0.02, 0.05, 1, 0, 1, 1
species14, 1, 0, 0.02, 0.07, 1, 0, 1, 1
species15, 1, 0, 0.06, 0.19, 1, 0, 1, 1
species16, 1, 0, 0.51, 0.28, 1, 0, 1, 1
species17, 1, 0, 0.04, 0.04, 1, 0, 1, 1
species18, 1, 0, 0.25, 0.19, 1, 0, 1, 1
species19, 1, 0, 0.2, 0.24, 1, 0, 1, 1
species2, 1, 0, 0.13, 1.21, 1, 0.01, 1, 1
species20, 1, 0, 0.19, 0.3, 1, 0, 1, 1
species21, 1, 0, 0.95, 0.03, 1, 0.01, 1, 1
species22, 1, 0, 0.16, 0.06, 1, 0, 1, 1
species23, 1, 0, 0.53, 0.19, 1, 0, 1, 1
species24, 1, 0, 0.58, 0.74, 1, 0, 1, 1
species25, 1, 0, 0.07, 0.22, 1, 0, 1, 1
species26, 1, 0, 0.03, 0.08, 1, 0, 1, 1
species27, 1, 0, 0.13, 0.04, 1, 0, 1, 1
species28, 1, 0, 0.47, 0.76, 1, 0, 1, 1
species3, 1, 0, 0.02, 0.16, 1, 0, 1, 1
species4, 1, 0, 0.07, 0.14, 1, 0.01, 1, 1
species5, 1, 0, 0.01, 0.15, 1, 0, 1, 1
species6, 1, 0, 0.16, 0.01, 1, 0, 1, 1
species7, 1, 0, 0.03, 0.05, 1, 0, 1, 1
species8, 1, 0, 0.08, 0.29, 1, 0, 1, 1
species9, 1, 0, 0.68, 0.46, 1, 0.01, 1, 1
