species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.26, 0, 0.34, 0.21, 0.25, 0.02, 0.26, 0.24
Node_species10_species19_0, 0.89, 0, 0.07, 0.06, 0.8, 0, 0.89, 0.83
Node_species12_species0_0, 1, 0, 0, 0.23, 1, 0, 1, 0.99
Node_species12_species16_0, 0.63, 0, 0.6, 0.31, 0.58, 0.14, 0.63, 0.61
Node_species12_species20_0, 0.06, 0, 0, 0, 0.06, 0.06, 0.06, 0.06
Node_species12_species4_0, 0.88, 0, 0.22, 0.49, 0.87, 0.21, 0.88, 0.51
Node_species12_species7_0, 1, 0, 0.03, 0.42, 1, 0, 1, 0.98
Node_species16_species28_0, 0.12, 0, 0.02, 0.03, 0.12, 0.05, 0.12, 0.1
Node_species19_species15_0, 1.01, 0, 0.02, 0.07, 0.99, 0.01, 1.01, 0.77
Node_species20_species21_0, 0.62, 0, 0.25, 0.16, 0.6, 0.01, 0.62, 0.6
Node_species21_species9_0, 0.36, 0, 0.17, 0.24, 0.35, 0.01, 0.36, 0.32
Node_species22_species14_0, 0.74, 0, 0.61, 0.32, 0.73, 0.04, 0.74, 0.47
Node_species22_species24_0, 0.47, 0, 0.19, 0.31, 0.46, 0.01, 0.47, 0.47
Node_species25_species10_0, 1, 0, 0.13, 0.42, 1, 0.11, 1, 0.82
Node_species26_species18_0, 0.98, 0, 0.05, 0.16, 0.98, 0, 0.98, 0.86
Node_species27_species23_0, 0.36, 0, 0.78, 0.14, 0.33, 0.06, 0.36, 0.35
Node_species28_species2_0, 0.15, 0, 0.03, 0.06, 0.15, 0, 0.15, 0.15
Node_species3_species1_0, 0.77, 0, 0.62, 0.07, 0.76, 0, 0.77, 0.13
Node_species4_species22_0, 0.98, 0, 0.02, 0.16, 0.98, 0, 0.98, 0.98
Node_species4_species25_0, 0.71, 0, 0.08, 0.2, 0.7, 0.01, 0.71, 0.66
Node_species4_species6_0, 0.96, 0, 0.13, 0.26, 0.94, 0.02, 0.96, 0.96
Node_species5_species11_0, 0.69, 0, 0.01, 0.29, 0.62, 0.03, 0.69, 0.59
Node_species6_species13_0, 0.97, 0, 0.04, 0.55, 0.97, 0, 0.97, 0.97
Node_species6_species27_0, 0.72, 0, 0.04, 0.05, 0.69, 0, 0.72, 0.24
Node_species7_species5_0, 1.03, 0, 0.02, 0.45, 0.98, 0.04, 1.03, 1
Node_species8_species12_0, 0.75, 0, 0.01, 0.15, 0.73, 0.03, 0.75, 0.23
Node_species8_species17_0, 0.69, 0, 0.16, 0.06, 0.65, 0, 0.69, 0.66
Node_species8_species26_0, 1.01, 0, 0.04, 0.55, 1, 0, 1.01, 1
species0, 1, 0, 0.04, 0.56, 1, 0, 1, 1
species1, 1, 0, 0.04, 0.1, 1, 0, 1, 1
species10, 1, 0, 0.47, 0.31, 1, 0, 1, 1
species11, 1, 0, 0.05, 0.03, 1, 0, 1, 1
species12, 1, 0, 0.33, 0.3, 1, 0.03, 1, 1
species13, 1, 0, 0.05, 0.58, 1, 0, 1, 1
species14, 1, 0, 0.03, 0.69, 1, 0.01, 1, 1
species15, 1, 0, 0.14, 0.12, 1, 0, 1, 1
species16, 1, 0, 0.02, 0.25, 1, 0, 1, 1
species17, 1, 0, 0.17, 0.27, 1, 0, 1, 1
species18, 1, 0, 0.01, 1.11, 1, 0, 1, 1
species19, 1, 0, 0.08, 0.24, 1, 0.01, 1, 1
species2, 1, 0, 0.12, 0.12, 1, 0, 1, 1
species20, 1, 0, 0.01, 0.05, 1, 0, 1, 1
species21, 1, 0, 0.12, 0.24, 1, 0, 1, 1
species22, 1, 0, 0.54, 0.28, 1, 0, 1, 1
species23, 1, 0, 0.01, 0.12, 1, 0, 1, 1
species24, 1, 0, 0.06, 0.24, 1, 0, 1, 1
species25, 1, 0, 0, 0.04, 1, 0, 1, 1
species26, 1, 0, 0.04, 0.05, 1, 0, 1, 1
species27, 1, 0, 0.14, 0.47, 1, 0, 1, 1
species28, 1, 0, 0.04, 0.66, 1, 0, 1, 1
species3, 1, 0, 0.03, 1.16, 1, 0, 1, 1
species4, 1, 0, 0.05, 0.65, 1, 0.03, 1, 1
species5, 1, 0, 0, 0.02, 1, 0, 1, 1
species6, 1, 0, 0.2, 0.43, 1, 0.05, 1, 1
species7, 1, 0, 0.05, 0.08, 1, 0, 1, 1
species8, 1, 0, 0.08, 0.09, 1, 0, 1, 1
species9, 1, 0, 0.04, 0.15, 1, 0.01, 1, 1
