species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1, 0, 0.03, 0.02, 1, 0, 1, 0.97
Node_species10_species19_0, 0.07, 0, 0.18, 0.09, 0.07, 0, 0.07, 0.07
Node_species12_species0_0, 0.79, 0, 0.07, 0.3, 0.74, 0.03, 0.79, 0.77
Node_species12_species16_0, 0.88, 0, 0.05, 0.04, 0.86, 0, 0.88, 0.86
Node_species12_species20_0, 0.04, 0, 0, 0, 0.04, 0.04, 0.04, 0.04
Node_species12_species4_0, 0.41, 0, 0.29, 0.21, 0.34, 0.01, 0.41, 0.35
Node_species12_species7_0, 0.78, 0, 0.17, 0.39, 0.73, 0.01, 0.78, 0.65
Node_species16_species28_0, 0.27, 0, 0.02, 0.06, 0.27, 0.12, 0.27, 0.21
Node_species19_species15_0, 0.33, 0, 0.03, 0.25, 0.33, 0, 0.33, 0.32
Node_species20_species21_0, 0.99, 0, 0.02, 0.02, 0.99, 0, 0.99, 0.97
Node_species21_species9_0, 0.98, 0, 0.16, 0.36, 0.98, 0.01, 0.98, 0.44
Node_species22_species14_0, 0.97, 0, 0.02, 0.46, 0.96, 0.01, 0.97, 0.51
Node_species22_species24_0, 0.53, 0, 0.69, 0.18, 0.51, 0.05, 0.53, 0.33
Node_species25_species10_0, 0.68, 0, 0.17, 0.14, 0.65, 0, 0.68, 0.67
Node_species26_species18_0, 0.36, 0, 0.24, 0.2, 0.32, 0, 0.36, 0.36
Node_species27_species23_0, 0.42, 0, 0.59, 0.46, 0.35, 0, 0.42, 0.38
Node_species28_species2_0, 0.21, 0, 0.07, 0.1, 0.21, 0.01, 0.21, 0.21
Node_species3_species1_0, 0.34, 0, 0.98, 0.67, 0.31, 0.04, 0.34, 0.32
Node_species4_species22_0, 0.67, 0, 0.19, 0.52, 0.64, 0.02, 0.67, 0.64
Node_species4_species25_0, 1.01, 0, 0.04, 0.13, 0.99, 0, 1.01, 1
Node_species4_species6_0, 0.83, 0, 0.11, 0.61, 0.82, 0, 0.83, 0.82
Node_species5_species11_0, 0.71, 0, 0.03, 0.16, 0.69, 0.02, 0.71, 0.61
Node_species6_species13_0, 0.73, 0, 0.05, 0.54, 0.72, 0.18, 0.73, 0.54
Node_species6_species27_0, 0.31, 0, 0.02, 0.18, 0.31, 0.08, 0.31, 0.29
Node_species7_species5_0, 0.86, 0, 0.06, 0.59, 0.86, 0.14, 0.86, 0.85
Node_species8_species12_0, 0.19, 0, 0.04, 0.08, 0.19, 0, 0.19, 0.17
Node_species8_species17_0, 1.03, 0, 0.06, 0.79, 0.97, 0.02, 1.03, 1.03
Node_species8_species26_0, 0.89, 0, 0.11, 0.38, 0.89, 0.01, 0.89, 0.78
species0, 1, 0, 0.01, 0.02, 1, 0, 1, 1
species1, 1, 0, 0.25, 0.12, 1, 0, 1, 1
species10, 1, 0, 0.15, 0.52, 1, 0, 1, 1
species11, 1, 0, 0.07, 0.39, 1, 0, 1, 1
species12, 1, 0, 0.07, 0.23, 1, 0, 1, 1
species13, 1, 0, 0.05, 0.36, 1, 0, 1, 1
species14, 1, 0, 0.03, 0.31, 1, 0.05, 1, 1
species15, 1, 0, 0.01, 0.48, 1, 0.01, 1, 1
species16, 1, 0, 0.22, 0.41, 1, 0, 1, 1
species17, 1, 0, 0.09, 0.07, 1, 0.01, 1, 1
species18, 1, 0, 0.25, 0.04, 1, 0, 1, 1
species19, 1, 0, 0.03, 0.01, 1, 0, 1, 1
species2, 1, 0, 0.2, 0.37, 1, 0, 1, 1
species20, 1, 0, 0.08, 0.24, 1, 0, 1, 1
species21, 1, 0, 0, 0.98, 1, 0, 1, 1
species22, 1, 0, 0.02, 0.03, 1, 0, 1, 1
species23, 1, 0, 0.12, 0.27, 1, 0, 1, 1
species24, 1, 0, 0.03, 0.26, 1, 0, 1, 1
species25, 1, 0, 0.25, 0.27, 1, 0, 1, 1
species26, 1, 0, 0.04, 1.01, 1, 0.01, 1, 1
species27, 1, 0, 0.01, 0.01, 1, 0, 1, 1
species28, 1, 0, 0.1, 0.59, 1, 0.06, 1, 1
species3, 1, 0, 0.25, 0.85, 1, 0, 1, 1
species4, 1, 0, 0, 0.45, 1, 0.04, 1, 1
species5, 1, 0, 0.41, 0.7, 1, 0, 1, 1
species6, 1, 0, 0.04, 0.19, 1, 0.02, 1, 1
species7, 1, 0, 0.03, 0.2, 1, 0, 1, 1
species8, 1, 0, 0.07, 0.73, 1, 0, 1, 1
species9, 1, 0, 0.03, 0.08, 1, 0, 1, 1
