species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.35, 0, 0.36, 0.21, 0.33, 0.01, 0.35, 0.3
Node_species10_species19_0, 0.51, 0, 0.19, 0.26, 0.48, 0.02, 0.51, 0.33
Node_species12_species0_0, 0.89, 0, 0.11, 0.34, 0.78, 0, 0.89, 0.83
Node_species12_species16_0, 0.46, 0, 0.01, 0.12, 0.4, 0.03, 0.46, 0.46
Node_species12_species20_0, 0.1, 0, 0, 0.02, 0.1, 0.1, 0.1, 0.1
Node_species12_species4_0, 0.92, 0, 0.34, 0.49, 0.92, 0.05, 0.92, 0.45
Node_species12_species7_0, 1.02, 0, 0.06, 0.51, 0.92, 0.02, 1.02, 1.01
Node_species16_species28_0, 0.23, 0, 0.01, 0.11, 0.23, 0.04, 0.23, 0.23
Node_species19_species15_0, 0.67, 0, 0.17, 0.31, 0.64, 0.02, 0.67, 0.65
Node_species20_species21_0, 0.68, 0, 0.21, 0.37, 0.66, 0, 0.68, 0.59
Node_species21_species9_0, 0.47, 0, 0.18, 0.26, 0.47, 0, 0.47, 0.43
Node_species22_species14_0, 0.66, 0, 0.11, 0.23, 0.6, 0, 0.66, 0.56
Node_species22_species24_0, 0.64, 0, 0.17, 0.29, 0.63, 0.01, 0.64, 0.46
Node_species25_species10_0, 1, 0, 0.03, 0.43, 0.97, 0, 1, 0.98
Node_species26_species18_0, 0.99, 0, 0.05, 0.68, 0.99, 0, 0.99, 0.93
Node_species27_species23_0, 0.5, 0, 0.17, 0.19, 0.45, 0, 0.5, 0.48
Node_species28_species2_0, 0.73, 0, 0.07, 0.28, 0.72, 0.2, 0.73, 0.44
Node_species3_species1_0, 0.32, 0, 0.89, 0.17, 0.29, 0, 0.32, 0.29
Node_species4_species22_0, 0.81, 0, 0.51, 0.65, 0.72, 0.08, 0.81, 0.71
Node_species4_species25_0, 0.89, 0, 0.38, 0.61, 0.82, 0.02, 0.89, 0.43
Node_species4_species6_0, 0.51, 0, 0.61, 0.5, 0.46, 0.02, 0.51, 0.32
Node_species5_species11_0, 0.95, 0, 0.17, 0.6, 0.91, 0.05, 0.95, 0.62
Node_species6_species13_0, 0.68, 0, 0.14, 0.12, 0.65, 0.03, 0.68, 0.65
Node_species6_species27_0, 0.72, 0, 0.07, 0.37, 0.7, 0, 0.72, 0.71
Node_species7_species5_0, 0.37, 0, 0.44, 0.4, 0.35, 0.08, 0.37, 0.34
Node_species8_species12_0, 0.31, 0, 0.02, 0.08, 0.3, 0.01, 0.31, 0.24
Node_species8_species17_0, 0.95, 0, 0.07, 0.09, 0.86, 0.02, 0.95, 0.95
Node_species8_species26_0, 0.76, 0, 0.26, 0.47, 0.68, 0, 0.76, 0.74
species0, 1, 0, 0.12, 0.27, 1, 0, 1, 1
species1, 1, 0, 0.15, 0.39, 1, 0.03, 1, 1
species10, 1, 0, 0.15, 0.34, 1, 0.02, 1, 1
species11, 1, 0, 0.61, 0.53, 1, 0.01, 1, 1
species12, 1, 0, 0.1, 0.67, 1, 0, 1, 1
species13, 1, 0, 0.06, 0.36, 1, 0, 1, 1
species14, 1, 0, 0.1, 0.34, 1, 0.03, 1, 1
species15, 1, 0, 0.03, 0.34, 1, 0.01, 1, 1
species16, 1, 0, 0, 0.03, 1, 0, 1, 1
species17, 1, 0, 0.09, 0.38, 1, 0, 1, 1
species18, 1, 0, 0.01, 0.04, 1, 0, 1, 1
species19, 1, 0, 0.1, 0.21, 1, 0, 1, 1
species2, 1, 0, 0.03, 0.29, 1, 0, 1, 1
species20, 1, 0, 0.26, 0.68, 1, 0, 1, 1
species21, 1, 0, 0.17, 0.39, 1, 0.02, 1, 1
species22, 1, 0, 0.06, 0.68, 1, 0, 1, 1
species23, 1, 0, 0.02, 0.49, 1, 0, 1, 1
species24, 1, 0, 0.17, 0.36, 1, 0.01, 1, 1
species25, 1, 0, 0.04, 0.2, 1, 0, 1, 1
species26, 1, 0, 0.12, 0.36, 1, 0, 1, 1
species27, 1, 0, 0.16, 0.2, 1, 0.01, 1, 1
species28, 1, 0, 0.16, 0.24, 1, 0.01, 1, 1
species3, 1, 0, 0.25, 0.49, 1, 0.01, 1, 1
species4, 1, 0, 0.15, 0.47, 1, 0.03, 1, 1
species5, 1, 0, 0.18, 0.48, 1, 0, 1, 1
species6, 1, 0, 0.19, 0.51, 1, 0, 1, 1
species7, 1, 0, 0.19, 0.33, 1, 0, 1, 1
species8, 1, 0, 0.11, 0.08, 1, 0, 1, 1
species9, 1, 0, 0.25, 0.43, 1, 0, 1, 1
