species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.73, 0, 0.13, 0.14, 0.63, 0.01, 0.73, 0.71
Node_species10_species19_0, 0.38, 0, 0.09, 0.18, 0.36, 0.03, 0.38, 0.36
Node_species12_species0_0, 1.03, 0, 0.03, 0.21, 0.99, 0, 1.03, 1.01
Node_species12_species16_0, 1.03, 0, 0.02, 0.06, 1, 0.02, 1.03, 1.03
Node_species12_species20_0, 0.06, 0, 0, 0.01, 0.06, 0.06, 0.06, 0.06
Node_species12_species4_0, 0.98, 0, 0.03, 0.17, 0.96, 0.01, 0.98, 0.9
Node_species12_species7_0, 0.7, 0, 0.12, 0.39, 0.68, 0, 0.7, 0.58
Node_species16_species28_0, 0.42, 0, 0.02, 0.19, 0.42, 0.07, 0.42, 0.26
Node_species19_species15_0, 0.89, 0, 0.74, 0.48, 0.89, 0.15, 0.89, 0.56
Node_species20_species21_0, 0.42, 0, 0.32, 0.4, 0.4, 0.03, 0.42, 0.39
Node_species21_species9_0, 0.74, 0, 0.37, 0.14, 0.63, 0.01, 0.74, 0.64
Node_species22_species14_0, 0.48, 0, 0.13, 0.11, 0.47, 0, 0.48, 0.37
Node_species22_species24_0, 0.45, 0, 0.74, 0.21, 0.45, 0.01, 0.45, 0.44
Node_species25_species10_0, 0.62, 0, 0.49, 0.4, 0.6, 0.05, 0.62, 0.42
Node_species26_species18_0, 1.01, 0, 0.07, 0.08, 0.91, 0, 1.01, 1.01
Node_species27_species23_0, 0.9, 0, 0.04, 0.13, 0.89, 0, 0.9, 0.88
Node_species28_species2_0, 0.9, 0, 0.11, 0.38, 0.88, 0.11, 0.9, 0.47
Node_species3_species1_0, 1.01, 0, 0.05, 0.15, 0.99, 0, 1.01, 0.95
Node_species4_species22_0, 0.98, 0, 0.34, 0.7, 0.97, 0.01, 0.98, 0.49
Node_species4_species25_0, 0.64, 0, 0.22, 0.47, 0.63, 0.04, 0.64, 0.45
Node_species4_species6_0, 0.87, 0, 0.9, 0.24, 0.87, 0, 0.87, 0.42
Node_species5_species11_0, 0.67, 0, 0.09, 0.14, 0.64, 0.07, 0.67, 0.61
Node_species6_species13_0, 0.99, 0, 0.03, 0.41, 0.96, 0.01, 0.99, 0.93
Node_species6_species27_0, 1, 0, 0.06, 0.16, 0.88, 0.05, 1, 0.99
Node_species7_species5_0, 1.01, 0, 0.04, 0.18, 1, 0.02, 1.01, 0.98
Node_species8_species12_0, 0.3, 0, 0.03, 0.09, 0.3, 0.05, 0.3, 0.2
Node_species8_species17_0, 0.9, 0, 0.08, 0.68, 0.9, 0.11, 0.9, 0.77
Node_species8_species26_0, 1.11, 0, 0.04, 0.15, 0.99, 0, 1.11, 1.1
species0, 1, 0, 0.53, 0.22, 1, 0.01, 1, 1
species1, 1, 0, 0.19, 0.23, 1, 0, 1, 1
species10, 1, 0, 0.08, 0.32, 1, 0, 1, 1
species11, 1, 0, 0.07, 0.81, 1, 0, 1, 1
species12, 1, 0, 0.14, 0.43, 1, 0, 1, 1
species13, 1, 0, 0.06, 0.68, 1, 0, 1, 1
species14, 1, 0, 0.06, 0.44, 1, 0.01, 1, 1
species15, 1, 0, 0.17, 0.22, 1, 0, 1, 1
species16, 1, 0, 0.03, 0.09, 1, 0, 1, 1
species17, 1, 0, 0.23, 0.45, 1, 0.01, 1, 1
species18, 1, 0, 0.11, 0.06, 1, 0, 1, 1
species19, 1, 0, 0.14, 0.88, 1, 0, 1, 1
species2, 1, 0, 0.03, 0.14, 1, 0, 1, 1
species20, 1, 0, 0.05, 0.43, 1, 0.01, 1, 1
species21, 1, 0, 0.22, 0.22, 1, 0, 1, 1
species22, 1, 0, 0.09, 0.81, 1, 0, 1, 1
species23, 1, 0, 0.89, 0.1, 1, 0.01, 1, 1
species24, 1, 0, 0.2, 0.1, 1, 0, 1, 1
species25, 1, 0, 0.06, 0.76, 1, 0, 1, 1
species26, 1, 0, 0, 0.09, 1, 0, 1, 1
species27, 1, 0, 0.54, 0.49, 1, 0.02, 1, 1
species28, 1, 0, 0.06, 0.14, 1, 0, 1, 1
species3, 1, 0, 0.06, 0.15, 1, 0, 1, 1
species4, 1, 0, 0.08, 0.24, 1, 0.01, 1, 1
species5, 1, 0, 0.01, 0.08, 1, 0, 1, 1
species6, 1, 0, 0.06, 0.05, 1, 0, 1, 1
species7, 1, 0, 0.05, 0.06, 1, 0, 1, 1
species8, 1, 0, 0.08, 0.18, 1, 0, 1, 1
species9, 1, 0, 0.03, 0.51, 1, 0, 1, 1
