species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.01, 0, 0.06, 1.11, 1, 0, 1.01, 0.99
Node_species10_species19_0, 0.99, 0, 0.17, 0.25, 0.97, 0.03, 0.99, 0.39
Node_species12_species0_0, 0.98, 0, 0.03, 0.04, 0.96, 0, 0.98, 0.97
Node_species12_species16_0, 0.24, 0, 0.01, 0.01, 0.24, 0, 0.24, 0.24
Node_species12_species20_0, 0.01, 0, 0, 0, 0.01, 0.01, 0.01, 0.01
Node_species12_species4_0, 1.1, 0, 0.05, 0.05, 0.97, 0, 1.1, 1.09
Node_species12_species7_0, 0.31, 0, 0.11, 0.13, 0.3, 0.08, 0.31, 0.26
Node_species16_species28_0, 0.1, 0, 0.01, 0.04, 0.1, 0.01, 0.1, 0.1
Node_species19_species15_0, 0.14, 0, 0.55, 0.31, 0.14, 0.01, 0.14, 0.14
Node_species20_species21_0, 1.01, 0, 0, 0.15, 1, 0, 1.01, 1
Node_species21_species9_0, 1.01, 0, 0.07, 0.48, 1, 0, 1.01, 0.99
Node_species22_species14_0, 1, 0, 0.06, 0.25, 1, 0, 1, 0.96
Node_species22_species24_0, 0.13, 0, 0.15, 0.11, 0.13, 0, 0.13, 0.11
Node_species25_species10_0, 0.17, 0, 0.06, 0.06, 0.17, 0.01, 0.17, 0.16
Node_species26_species18_0, 1, 0, 0.17, 0.1, 1, 0, 1, 0.94
Node_species27_species23_0, 1.03, 0, 0.06, 0.45, 1, 0, 1.03, 0.99
Node_species28_species2_0, 0.61, 0, 0, 0.1, 0.6, 0, 0.61, 0.2
Node_species3_species1_0, 0.95, 0, 0.24, 0.26, 0.95, 0.01, 0.95, 0.78
Node_species4_species22_0, 0.99, 0, 0.14, 0.13, 0.95, 0.67, 0.99, 0.87
Node_species4_species25_0, 1.08, 0, 0.02, 0.2, 0.99, 0.01, 1.08, 1.06
Node_species4_species6_0, 1.02, 0, 0.1, 0.92, 1, 0, 1.02, 0.88
Node_species5_species11_0, 0.13, 0, 0.05, 0.02, 0.13, 0, 0.13, 0.11
Node_species6_species13_0, 0.17, 0, 0.04, 0.13, 0.16, 0.01, 0.17, 0.16
Node_species6_species27_0, 0.66, 0, 0.05, 0.4, 0.66, 0, 0.66, 0.65
Node_species7_species5_0, 0.2, 0, 0.06, 0.12, 0.2, 0.03, 0.2, 0.15
Node_species8_species12_0, 0.3, 0, 0.02, 0.1, 0.3, 0.03, 0.3, 0.22
Node_species8_species17_0, 0.94, 0, 0.36, 0.24, 0.92, 0, 0.94, 0.79
Node_species8_species26_0, 0.87, 0, 0.2, 0.69, 0.86, 0.01, 0.87, 0.83
species0, 1, 0, 0.02, 0.24, 1, 0, 1, 1
species1, 1, 0, 0, 0.67, 1, 0, 1, 1
species10, 1, 0, 0.03, 0.4, 1, 0, 1, 1
species11, 1, 0, 0.05, 0.26, 1, 0.02, 1, 1
species12, 1, 0, 0.04, 0.76, 1, 0, 1, 1
species13, 1, 0, 0.05, 0.67, 1, 0, 1, 1
species14, 1, 0, 0.15, 0.42, 1, 0, 1, 1
species15, 1, 0, 0.01, 0.33, 1, 0, 1, 1
species16, 1, 0, 0.96, 0.37, 1, 0.01, 1, 1
species17, 1, 0, 0.03, 0.05, 1, 0, 1, 1
species18, 1, 0, 0, 0.01, 1, 0, 1, 1
species19, 1, 0, 0.54, 0.22, 1, 0, 1, 1
species2, 1, 0, 0.02, 0.12, 1, 0.02, 1, 1
species20, 1, 0, 0.11, 0.34, 1, 0.01, 1, 1
species21, 1, 0, 0.04, 0.13, 1, 0.01, 1, 1
species22, 1, 0, 0.03, 0.06, 1, 0.01, 1, 1
species23, 1, 0, 0.02, 0.01, 1, 0, 1, 1
species24, 1, 0, 0.04, 0.85, 1, 0, 1, 1
species25, 1, 0, 0.07, 0.48, 1, 0, 1, 1
species26, 1, 0, 0.03, 0.06, 1, 0, 1, 1
species27, 1, 0, 0.02, 0.16, 1, 0, 1, 1
species28, 1, 0, 0.01, 0.45, 1, 0, 1, 1
species3, 1, 0, 0.04, 0.02, 1, 0, 1, 1
species4, 1, 0, 0.1, 0.35, 1, 0, 1, 1
species5, 1, 0, 0.04, 0.05, 1, 0, 1, 1
species6, 1, 0, 0.03, 0.35, 1, 0, 1, 1
species7, 1, 0, 0.02, 0.49, 1, 0, 1, 1
species8, 1, 0, 0.03, 0.03, 1, 0, 1, 1
species9, 1, 0, 0.03, 0.05, 1, 0, 1, 1
