species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1.01, 0, 0.03, 0.03, 1, 0, 1.01, 0.99
Node_species10_species19_0, 0.35, 0, 0.09, 0.18, 0.34, 0.07, 0.35, 0.24
Node_species12_species0_0, 0.52, 0, 0.37, 0.55, 0.5, 0.05, 0.52, 0.52
Node_species12_species16_0, 0.99, 0, 0.84, 0.03, 0.97, 0.02, 0.99, 0.6
Node_species12_species20_0, 0.06, 0, 0, 0, 0.06, 0.06, 0.06, 0.06
Node_species12_species4_0, 0.87, 0, 0.1, 0.25, 0.74, 0.01, 0.87, 0.86
Node_species12_species7_0, 0.73, 0, 0.91, 0.19, 0.72, 0.05, 0.73, 0.28
Node_species16_species28_0, 0.96, 0, 0.02, 0.3, 0.96, 0.22, 0.96, 0.41
Node_species19_species15_0, 1.13, 0, 0.01, 0.17, 1, 0, 1.13, 1.11
Node_species20_species21_0, 0.75, 0, 0.12, 0.31, 0.67, 0.01, 0.75, 0.72
Node_species21_species9_0, 0.99, 0, 0.19, 0.34, 0.98, 0, 0.99, 0.66
Node_species22_species14_0, 0.77, 0, 0.12, 0.19, 0.69, 0.07, 0.77, 0.43
Node_species22_species24_0, 1.01, 0, 0.05, 0.12, 1, 0.01, 1.01, 0.98
Node_species25_species10_0, 1.02, 0, 0.11, 0.05, 0.91, 0.02, 1.02, 1.01
Node_species26_species18_0, 0.99, 0, 0.22, 0.31, 0.99, 0, 0.99, 0.75
Node_species27_species23_0, 0.73, 0, 0.16, 0.26, 0.7, 0.01, 0.73, 0.67
Node_species28_species2_0, 1, 0, 0.01, 0.1, 1, 0.02, 1, 0.98
Node_species3_species1_0, 1, 0, 0.15, 0.78, 0.98, 0.01, 1, 0.81
Node_species4_species22_0, 0.77, 0, 0.02, 0.19, 0.74, 0.03, 0.77, 0.77
Node_species4_species25_0, 0.74, 0, 0.41, 0.38, 0.69, 0.07, 0.74, 0.54
Node_species4_species6_0, 0.78, 0, 0.05, 0.14, 0.78, 0.01, 0.78, 0.44
Node_species5_species11_0, 1, 0, 0.03, 0.11, 1, 0, 1, 0.99
Node_species6_species13_0, 1.36, 0, 0.23, 0.65, 0.93, 0.03, 1.36, 1.05
Node_species6_species27_0, 1.05, 0, 0, 0.13, 1, 0, 1.05, 1.05
Node_species7_species5_0, 1.4, 0, 0.05, 0.08, 0.93, 0.01, 1.4, 1.39
Node_species8_species12_0, 0.14, 0, 0.06, 0.02, 0.13, 0.01, 0.14, 0.11
Node_species8_species17_0, 0.83, 0, 0.12, 0.21, 0.78, 0.01, 0.83, 0.74
Node_species8_species26_0, 0.33, 0, 0.41, 0.34, 0.31, 0.02, 0.33, 0.2
species0, 1, 0, 0.02, 0.04, 1, 0, 1, 1
species1, 1, 0, 0.02, 0.3, 1, 0, 1, 1
species10, 1, 0, 0.04, 0.04, 1, 0, 1, 1
species11, 1, 0, 0.16, 0.08, 1, 0, 1, 1
species12, 1, 0, 0.01, 0.16, 1, 0, 1, 1
species13, 1, 0, 0.52, 0.19, 1, 0, 1, 1
species14, 1, 0, 0.03, 0.14, 1, 0.01, 1, 1
species15, 1, 0, 0.06, 0.08, 1, 0, 1, 1
species16, 1, 0, 0.68, 0.56, 1, 0.08, 1, 1
species17, 1, 0, 0.09, 0.28, 1, 0.02, 1, 1
species18, 1, 0, 0.04, 0.28, 1, 0.01, 1, 1
species19, 1, 0, 0.18, 0.37, 1, 0, 1, 1
species2, 1, 0, 0.06, 0.13, 1, 0, 1, 1
species20, 1, 0, 0.03, 0.23, 1, 0, 1, 1
species21, 1, 0, 0.03, 0, 1, 0, 1, 1
species22, 1, 0, 0.28, 0.38, 1, 0, 1, 1
species23, 1, 0, 0.03, 0.38, 1, 0, 1, 1
species24, 1, 0, 0.13, 0.21, 1, 0, 1, 1
species25, 1, 0, 0.14, 0.03, 1, 0, 1, 1
species26, 1, 0, 0.06, 0.25, 1, 0, 1, 1
species27, 1, 0, 0.01, 0.03, 1, 0, 1, 1
species28, 1, 0, 0.02, 0.59, 1, 0, 1, 1
species3, 1, 0, 0.1, 0.82, 1, 0.05, 1, 1
species4, 1, 0, 0, 0.1, 1, 0, 1, 1
species5, 1, 0, 0.05, 0.49, 1, 0, 1, 1
species6, 1, 0, 0.02, 0.02, 1, 0, 1, 1
species7, 1, 0, 0.56, 0.09, 1, 0, 1, 1
species8, 1, 0, 0.14, 0.25, 1, 0, 1, 1
species9, 1, 0, 0.19, 0.37, 1, 0.01, 1, 1
