species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 1, 0, 0.19, 0.18, 1, 0, 1, 0.8
Node_species10_species19_0, 0.26, 0, 0.16, 0.12, 0.25, 0.03, 0.26, 0.24
Node_species12_species0_0, 0.88, 0, 0.15, 0.6, 0.86, 0.01, 0.88, 0.8
Node_species12_species16_0, 1.02, 0, 0.04, 0.23, 0.99, 0, 1.02, 1.01
Node_species12_species20_0, 0.13, 0, 0, 0.04, 0.13, 0.13, 0.13, 0.13
Node_species12_species4_0, 0.92, 0, 0.07, 0.64, 0.91, 0.01, 0.92, 0.88
Node_species12_species7_0, 0.88, 0, 0.15, 0.21, 0.87, 0, 0.88, 0.84
Node_species16_species28_0, 0.64, 0, 0.03, 0.18, 0.64, 0.27, 0.64, 0.41
Node_species19_species15_0, 1, 0, 0.02, 0.21, 1, 0, 1, 0.99
Node_species20_species21_0, 0.27, 0, 0.1, 0.1, 0.24, 0.03, 0.27, 0.22
Node_species21_species9_0, 0.95, 0, 0.13, 0.1, 0.84, 0, 0.95, 0.89
Node_species22_species14_0, 0.17, 0, 0.2, 0.11, 0.16, 0, 0.17, 0.15
Node_species22_species24_0, 1.02, 0, 0.05, 0.23, 1, 0.01, 1.02, 0.99
Node_species25_species10_0, 0.98, 0, 0.13, 0.23, 0.86, 0.01, 0.98, 0.95
Node_species26_species18_0, 1.01, 0, 0.04, 0.1, 1, 0.01, 1.01, 0.94
Node_species27_species23_0, 0.91, 0, 0.15, 0.07, 0.88, 0.01, 0.91, 0.89
Node_species28_species2_0, 0.98, 0, 0.01, 0.38, 0.98, 0.07, 0.98, 0.82
Node_species3_species1_0, 0.58, 0, 0.14, 0.16, 0.51, 0.01, 0.58, 0.56
Node_species4_species22_0, 0.91, 0, 0.07, 0.17, 0.91, 0, 0.91, 0.87
Node_species4_species25_0, 0.46, 0, 0.14, 0.2, 0.44, 0.1, 0.46, 0.37
Node_species4_species6_0, 0.99, 0, 0.04, 0.11, 0.97, 0.02, 0.99, 0.8
Node_species5_species11_0, 1, 0, 0.13, 0.41, 0.94, 0.04, 1, 0.97
Node_species6_species13_0, 1.01, 0, 0.01, 0.06, 0.99, 0, 1.01, 1.01
Node_species6_species27_0, 0.99, 0, 0.04, 0.19, 0.99, 0, 0.99, 0.96
Node_species7_species5_0, 1.01, 0, 0.02, 0.45, 1, 0.01, 1.01, 1
Node_species8_species12_0, 0.27, 0, 0.07, 0.06, 0.23, 0.02, 0.27, 0.26
Node_species8_species17_0, 0.52, 0, 0.17, 0.11, 0.48, 0, 0.52, 0.45
Node_species8_species26_0, 0.8, 0, 0.12, 0.26, 0.79, 0.01, 0.8, 0.79
species0, 1, 0, 0.76, 0.23, 1, 0.01, 1, 1
species1, 1, 0, 0.3, 0.32, 1, 0, 1, 1
species10, 1, 0, 0.06, 0.07, 1, 0, 1, 1
species11, 1, 0, 0, 0, 1, 0, 1, 1
species12, 1, 0, 0.11, 0.13, 1, 0, 1, 1
species13, 1, 0, 0.06, 0.06, 1, 0, 1, 1
species14, 1, 0, 0.11, 0.28, 1, 0, 1, 1
species15, 1, 0, 0, 0.04, 1, 0, 1, 1
species16, 1, 0, 0.06, 0.09, 1, 0, 1, 1
species17, 1, 0, 0.02, 0.25, 1, 0.03, 1, 1
species18, 1, 0, 0.06, 0.19, 1, 0, 1, 1
species19, 1, 0, 0.12, 0.48, 1, 0.1, 1, 1
species2, 1, 0, 0.01, 0.19, 1, 0, 1, 1
species20, 1, 0, 0.08, 0.98, 1, 0, 1, 1
species21, 1, 0, 0.01, 0.05, 1, 0, 1, 1
species22, 1, 0, 0.08, 0.35, 1, 0, 1, 1
species23, 1, 0, 0.08, 0.03, 1, 0, 1, 1
species24, 1, 0, 0.55, 0.23, 1, 0, 1, 1
species25, 1, 0, 0.76, 0.26, 1, 0.01, 1, 1
species26, 1, 0, 0.13, 0.12, 1, 0, 1, 1
species27, 1, 0, 0, 0, 1, 0, 1, 1
species28, 1, 0, 0.24, 0.33, 1, 0.04, 1, 1
species3, 1, 0, 0.09, 1.44, 1, 0, 1, 1
species4, 1, 0, 0.06, 0.08, 1, 0, 1, 1
species5, 1, 0, 0.05, 0.76, 1, 0.01, 1, 1
species6, 1, 0, 0.06, 0.07, 1, 0, 1, 1
species7, 1, 0, 0.03, 0, 1, 0, 1, 1
species8, 1, 0, 0.27, 0.17, 1, 0, 1, 1
species9, 1, 0, 0.05, 0.11, 1, 0, 1, 1
