species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons
Node_species0_species3_0, 0.84, 0, 0.61, 0.56, 0.84, 0.01, 0.84, 0.44
Node_species10_species19_0, 0.25, 0, 0.17, 0.2, 0.25, 0, 0.25, 0.2
Node_species12_species0_0, 0.54, 0, 0.14, 0.25, 0.53, 0.04, 0.54, 0.31
Node_species12_species16_0, 0.94, 0, 0.07, 0.32, 0.93, 0.01, 0.94, 0.92
Node_species12_species20_0, 0.01, 0, 0, 0, 0.01, 0.01, 0.01, 0.01
Node_species12_species4_0, 0.61, 0, 0.41, 0.27, 0.55, 0, 0.61, 0.42
Node_species12_species7_0, 0.19, 0, 0.1, 0.18, 0.19, 0.01, 0.19, 0.16
Node_species16_species28_0, 0.12, 0, 0, 0.07, 0.12, 0.05, 0.12, 0.12
Node_species19_species15_0, 0.22, 0, 0.13, 0.09, 0.21, 0.01, 0.22, 0.22
Node_species20_species21_0, 0.33, 0, 0.13, 0.11, 0.3, 0.01, 0.33, 0.29
Node_species21_species9_0, 0.8, 0, 0.1, 0.26, 0.63, 0.01, 0.8, 0.76
Node_species22_species14_0, 0.18, 0, 0.28, 0.21, 0.17, 0.01, 0.18, 0.17
Node_species22_species24_0, 0.82, 0, 0.25, 0.22, 0.76, 0, 0.82, 0.78
Node_species25_species10_0, 0.2, 0, 0.65, 0.4, 0.19, 0, 0.2, 0.17
Node_species26_species18_0, 0.78, 0, 0.24, 0.37, 0.75, 0, 0.78, 0.56
Node_species27_species23_0, 0.63, 0, 0.32, 0.39, 0.53, 0.04, 0.63, 0.56
Node_species28_species2_0, 0.25, 0, 0.06, 0.21, 0.25, 0.06, 0.25, 0.18
Node_species3_species1_0, 0.9, 0, 0.41, 0.49, 0.88, 0.03, 0.9, 0.43
Node_species4_species22_0, 0.27, 0, 0.08, 0.25, 0.26, 0.02, 0.27, 0.26
Node_species4_species25_0, 0.52, 0, 0.19, 0.19, 0.48, 0.01, 0.52, 0.3
Node_species4_species6_0, 0.77, 0, 0.21, 0.21, 0.72, 0.02, 0.77, 0.63
Node_species5_species11_0, 0.76, 0, 0.12, 0.3, 0.7, 0, 0.76, 0.75
Node_species6_species13_0, 0.39, 0, 0.07, 0.07, 0.36, 0.05, 0.39, 0.33
Node_species6_species27_0, 0.27, 0, 0.05, 0.13, 0.27, 0.03, 0.27, 0.26
Node_species7_species5_0, 0.93, 0, 0.09, 0.18, 0.92, 0.34, 0.93, 0.71
Node_species8_species12_0, 0.19, 0, 0.01, 0.07, 0.19, 0, 0.19, 0.16
Node_species8_species17_0, 0.59, 0, 0.11, 0.4, 0.48, 0.01, 0.59, 0.58
Node_species8_species26_0, 0.63, 0, 0.13, 0.19, 0.57, 0.03, 0.63, 0.61
species0, 1, 0, 0.25, 0.59, 1, 0, 1, 1
species1, 1, 0, 0.04, 0.26, 1, 0, 1, 1
species10, 1, 0, 0.35, 0.96, 1, 0, 1, 1
species11, 1, 0, 0.16, 0.38, 1, 0.01, 1, 1
species12, 1, 0, 0.12, 0.31, 1, 0, 1, 1
species13, 1, 0, 0.2, 0.48, 1, 0.03, 1, 1
species14, 1, 0, 0.03, 0.19, 1, 0, 1, 1
species15, 1, 0, 0.04, 0.46, 1, 0.01, 1, 1
species16, 1, 0, 0.17, 0.94, 1, 0, 1, 1
species17, 1, 0, 0.02, 0.49, 1, 0, 1, 1
species18, 1, 0, 0.09, 0.95, 1, 0, 1, 1
species19, 1, 0, 0.11, 0.1, 1, 0, 1, 1
species2, 1, 0, 0.04, 0.48, 1, 0.01, 1, 1
species20, 1, 0, 0.06, 0.31, 1, 0, 1, 1
species21, 1, 0, 0.02, 0.35, 1, 0, 1, 1
species22, 1, 0, 0.17, 0.5, 1, 0.03, 1, 1
species23, 1, 0, 0.15, 1.76, 1, 0, 1, 1
species24, 1, 0, 0.4, 0.82, 1, 0.01, 1, 1
species25, 1, 0, 0.05, 0.57, 1, 0, 1, 1
species26, 1, 0, 0.08, 0.39, 1, 0, 1, 1
species27, 1, 0, 0.1, 0.63, 1, 0.01, 1, 1
species28, 1, 0, 0.03, 1.13, 1, 0, 1, 1
species3, 1, 0, 0.1, 0.53, 1, 0, 1, 1
species4, 1, 0, 0.03, 0.58, 1, 0.01, 1, 1
species5, 1, 0, 0.15, 0.41, 1, 0.03, 1, 1
species6, 1, 0, 0.04, 0.26, 1, 0, 1, 1
species7, 1, 0, 0.04, 0.15, 1, 0.01, 1, 1
species8, 1, 0, 0.18, 0.56, 1, 0.01, 1, 1
species9, 1, 0, 0.05, 0.34, 1, 0.02, 1, 1
