TIME	EVENT	NODES
2.2325678969879887	P	84_19
2.2325678969879887	P	85_19
2.2325678969879887	P	86_17
2.2325678969879887	P	100_29
2.238769489673377	LT	n16;80_17;n16;80_18;n4;80_19
2.298136266772233	D	35_25;35_26;35_27
2.3560098320134357	D	102_19;102_20;102_21
2.4010540096102058	LT	n16;42_21;n16;42_22;n12;42_23
2.4010893268040125	AT	n10;112_1;n10;112_2;n16;112_3
2.4513959985628957	AT	n15;16_18;n15;16_22;n16;16_23
2.4516797306369003	L	77_25
2.4882224877019574	D	56_33;56_38;56_39
2.502574196728551	P	37_37
2.502574196728551	P	37_39
2.502574196728551	P	38_17
2.505262545903246	L	93_17
2.505262545903246	AT	n10;93_11;n10;93_24;n16;93_25
2.531897853857944	LT	n16;14_35;n16;14_50;n19;14_51
2.545958125666982	L	56_39
2.545958125666982	AT	n12;56_34;n12;56_46;n16;56_47
2.560717664724286	AT	n15;7_24;n15;7_32;n16;7_33
2.5923491725968377	LT	n16;85_19;n16;85_24;n9;85_25
2.6008045427722326	AT	n20;6_19;n20;6_20;n16;6_21
2.6206977740512913	L	48_37
2.6215203602866355	L	48_35
2.6775069356444527	LT	n16;59_19;n16;59_28;n18;59_29
2.684168655461129	AT	n1;85_2;n1;85_26;n16;85_27
2.7124621419268413	L	7_25
2.7124621419268413	AT	n22;7_35;n22;7_38;n16;7_39
2.7140747092951325	LT	n16;109_11;n16;109_18;n18;109_19
2.79311538045781	AT	n22;2_33;n22;2_40;n16;2_41
2.79419592963015	L	13_21
2.79419592963015	AT	n24;13_35;n24;13_44;n16;13_45
2.7994133440608624	P	17_19
2.7994133440608624	P	18_29
2.7994133440608624	P	42_22
2.7994133440608624	P	72_23
2.7994133440608624	P	73_17
2.7994133440608624	P	74_19
2.7994133440608624	P	75_17
2.7994133440608624	P	78_17
2.7994133440608624	P	80_18
2.7994133440608624	P	82_17
2.7994133440608624	P	109_18
2.8128426285674473	LT	n16;68_17;n16;68_24;n10;68_25
2.8227309508841887	P	56_38
2.8227309508841887	P	57_25
2.8641157591311575	P	43_21
2.8641157591311575	P	45_17
2.8641157591311575	P	102_21
2.8655473392283146	LT	n16;29_19;n16;29_32;n26;29_33
2.8739774471728414	AT	n10;17_13;n10;17_34;n16;17_35
2.895853563648469	L	13_45
2.895853563648469	AT	n9;13_14;n9;13_48;n16;13_49
2.901477019215071	LT	n16;2_23;n16;2_42;n24;2_43
2.991773136790403	D	84_19;84_44;84_45
3.019884042307838	AT	n12;49_13;n12;49_40;n16;49_41
3.0439607247114986	L	41_17
3.0439607247114986	AT	n36;41_41;n36;41_44;n16;41_45
3.0985102645919733	LT	n16;60_19;n16;60_44;n35;60_45
3.1007627978505075	L	63_17
3.124194178672724	AT	n20;47_21;n20;47_40;n16;47_41
