TIME	EVENT	NODES
0.9403634061278097	D	46_6;46_8;46_9
0.9947214428488811	L	96_6
0.9947214428488811	AT	n6;96_7;n6;96_8;n5;96_9
1.021612429565792	L	72_6
1.021612429565792	AT	n4;72_5;n4;72_8;n5;72_9
1.0405102101524555	AT	n6;14_11;n6;14_14;n5;14_15
1.0458497119263133	D	77_6;77_10;77_11
1.0562517298896479	LT	n5;2_6;n5;2_8;n6;2_9
1.118715024389351	D	7_6;7_8;7_9
1.1366604179550248	D	96_9;96_10;96_11
1.1915585541553841	D	18_6;18_10;18_11
1.2972223672189198	P	3_8
1.2972223672189198	P	4_6
1.2972223672189198	P	5_6
1.2972223672189198	P	94_6
1.2972223672189198	P	95_6
1.2972223672189198	P	96_10
1.2972223672189198	P	96_11
1.2972223672189198	P	97_6
1.2972223672189198	P	98_6
1.2972223672189198	P	99_6
1.2972223672189198	P	100_6
1.3313309311570785	LT	n5;14_10;n5;14_16;n1;14_17
1.3591868274255514	L	100_6
1.3845543332278447	AT	n4;21_9;n4;21_10;n5;21_11
1.3874387813640414	LT	n5;89_14;n5;89_16;n4;89_17
1.3899419495491498	L	4_6
1.4522497185775443	L	37_14
1.4522497185775443	AT	n1;37_8;n1;37_18;n5;37_19
1.4883812502039107	L	43_6
1.4883812502039107	AT	n6;43_7;n6;43_8;n5;43_9
1.4957158108835233	AT	n6;26_9;n6;26_10;n5;26_11
1.4974101182832231	L	21_6
1.4974101182832231	AT	n4;21_10;n4;21_12;n5;21_13
1.5302145258315691	D	34_8;34_10;34_11
1.5313157295597193	O	108_n5
1.5383371728382338	LT	n5;77_11;n5;77_12;n4;77_13
1.5842175993116208	L	91_6
1.5842175993116208	AT	n1;91_2;n1;91_8;n5;91_9
1.613157378446954	L	101_6
1.629436194468031	AT	n4;62_5;n4;62_8;n5;62_9
1.6620045197922653	LT	n5;53_8;n5;53_10;n1;53_11
1.690889932930741	AT	n4;69_5;n4;69_10;n5;69_11
1.7031309127972827	L	86_6
1.7322710490753623	L	9_6
1.7322710490753623	AT	n4;9_5;n4;9_8;n5;9_9
1.7724315427350585	P	14_12
1.7724315427350585	P	15_8
1.7724315427350585	P	16_6
1.7724315427350585	P	17_6
1.7734053431690817	L	27_6
1.782708494112563	L	39_6
1.782708494112563	AT	n6;39_9;n6;39_10;n5;39_11
1.8173915730566472	L	6_6
1.847655178049813	P	31_6
1.847655178049813	P	32_6
1.8777693993115072	P	74_6
1.8777693993115072	P	75_6
1.8777693993115072	P	76_6
1.8777693993115072	P	77_10
1.8777693993115072	P	77_12
1.8777693993115072	P	78_6
1.8777693993115072	P	80_6
1.9227568615098287	AT	n10;35_11;n10;35_12;n5;35_13
1.9830566988044507	AT	n9;35_10;n9;35_18;n5;35_19
2.013374998439671	D	99_6;99_18;99_19
2.036830382484782	AT	n12;67_13;n12;67_16;n5;67_17
2.115363684948583	LT	n5;59_6;n5;59_16;n1;59_17
2.1280024808655864	D	9_9;9_18;9_19
2.128755074360717	L	77_12
2.128755074360717	AT	n1;77_8;n1;77_22;n5;77_23
2.1504446627423084	L	92_6
2.1504446627423084	AT	n13;92_14;n13;92_16;n5;92_17
2.2839996334961783	LT	n5;99_18;n5;99_22;n10;99_23
2.3502611809948823	LT	n5;87_6;n5;87_18;n15;87_19
2.3742625391263013	O	117_n5
2.3807528164202076	O	118_n5
2.3938384216215045	L	73_6
