TIME	EVENT	NODES
0.9518445994169513	L	83_7
0.9518445994169513	AT	n1;83_2;n1;83_8;n6;83_9
0.9747533742953447	LT	n6;74_7;n6;74_8;n4;74_9
0.9775356635500281	L	77_7
0.9775356635500281	AT	n1;77_2;n1;77_8;n6;77_9
0.9947214428488811	LT	n6;96_7;n6;96_8;n5;96_9
0.9974161716545878	AT	n1;18_2;n1;18_8;n6;18_9
1.0358971138695519	L	24_7
1.0358971138695519	AT	n4;24_5;n4;24_8;n6;24_9
1.0405102101524555	LT	n6;14_11;n6;14_14;n5;14_15
1.0562517298896479	L	2_7
1.0562517298896479	AT	n5;2_6;n5;2_8;n6;2_9
1.1077226250825836	LT	n6;69_7;n6;69_8;n4;69_9
1.1207230075643344	O	105_n6
1.131132888231012	L	27_7
1.2342705368993974	L	5_7
1.248997737582934	AT	n4;39_5;n4;39_8;n6;39_9
1.2957482334528752	LT	n6;72_7;n6;72_10;n4;72_11
1.3108047834905523	AT	n4;56_7;n4;56_10;n6;56_11
1.4081929579955947	L	71_7
1.4081929579955947	AT	n1;71_2;n1;71_8;n6;71_9
1.4322307807050674	L	76_7
1.4376162499079521	L	72_10
1.4376162499079521	AT	n4;72_11;n4;72_12;n6;72_13
1.4508584104496542	L	89_15
1.4880853285779814	L	20_7
1.4880853285779814	AT	n4;20_5;n4;20_8;n6;20_9
1.4883812502039107	LT	n6;43_7;n6;43_8;n5;43_9
1.4905247454824169	O	107_n6
1.4957158108835233	LT	n6;26_9;n6;26_10;n5;26_11
1.520839175884239	AT	n4;89_9;n4;89_18;n6;89_19
1.5212339601924545	LT	n6;7_7;n6;7_10;n1;7_11
1.5235564122922638	D	30_7;30_8;30_9
1.5341868207744958	LT	n6;15_9;n6;15_10;n1;15_11
1.7192767117593928	D	36_7;36_8;36_9
1.7297974502344884	O	109_n6
1.7503868616072238	LT	n6;90_7;n6;90_8;n1;90_9
1.7544109046466587	AT	n1;100_2;n1;100_8;n6;100_9
1.7680769093411393	O	110_n6
1.782708494112563	LT	n6;39_9;n6;39_10;n5;39_11
1.7864109374820973	D	97_7;97_8;97_9
1.7978245697347295	L	71_9
1.7978245697347295	AT	n1;71_8;n1;71_10;n6;71_11
1.8336899751324993	LT	n6;13_7;n6;13_10;n4;13_11
