TIME	EVENT	NODES
0.5779598640143856	LT	n2;3_3;n2;3_4;n1;3_5
0.5789357514310316	LT	n2;102_3;n2;102_4;n1;102_5
0.6080538223843454	D	48_3;48_4;48_5
0.6158718227153499	L	37_5
0.6158718227153499	AT	n1;37_4;n1;37_8;n2;37_9
0.621539508237123	LT	n2;66_3;n2;66_4;n1;66_5
0.635458044735131	P	14_3
0.635458044735131	P	15_3
0.635458044735131	P	16_3
0.635458044735131	P	17_3
0.635458044735131	P	18_3
0.7009612544550398	AT	n1;14_2;n1;14_4;n2;14_5
0.7311897474204636	L	56_3
0.7311897474204636	AT	n1;56_2;n1;56_4;n2;56_5
0.7346370487235825	O	103_n2
0.7823635582844871	LT	n2;11_3;n2;11_4;n1;11_5
0.7947959568706241	L	12_3
0.8353421156507699	LT	n2;26_3;n2;26_4;n1;26_5
0.842791434705997	L	81_3
0.8533924748560824	LT	n2;57_3;n2;57_4;n1;57_5
