TIME	EVENT	NODES
1.9120698010670245	O	112_n10
1.9146769159643486	O	113_n10
1.9227568615098287	LT	n10;35_11;n10;35_12;n5;35_13
1.939013068358309	L	25_11
1.939013068358309	AT	n11;25_12;n11;25_14;n10;25_15
1.9401526211823867	L	96_15
1.9753961746246904	D	97_17;97_22;97_23
1.9896398605279662	LT	n10;42_11;n10;42_16;n13;42_17
2.022235072002291	L	32_11
2.022235072002291	AT	n14;32_15;n14;32_16;n10;32_17
2.048847154072755	AT	n1;7_11;n1;7_22;n10;7_23
2.053587105319201	LT	n10;89_29;n10;89_38;n13;89_39
2.102601541548459	L	89_38
2.102601541548459	AT	n9;89_28;n9;89_40;n10;89_41
2.1547457016623692	L	2_15
2.2088390623327987	D	84_11;84_16;84_17
2.21154186799573	L	33_11
2.21154186799573	AT	n14;33_15;n14;33_16;n10;33_17
2.215194034822119	LT	n10;88_11;n10;88_16;n9;88_17
2.2839996334961783	AT	n5;99_18;n5;99_22;n10;99_23
2.345700715988459	LT	n10;113_1;n10;113_2;n12;113_3
2.4010893268040125	LT	n10;112_1;n10;112_2;n16;112_3
2.402310733109119	D	100_15;100_34;100_35
2.4094004155867457	L	3_13
2.4094004155867457	AT	n9;3_12;n9;3_20;n10;3_21
2.4307396957448524	AT	n9;109_4;n9;109_12;n10;109_13
2.435622539012173	LT	n10;59_11;n10;59_22;n18;59_23
2.4488053373144494	LT	n10;72_17;n10;72_26;n15;72_27
2.505262545903246	LT	n10;93_11;n10;93_24;n16;93_25
2.5264887660446442	P	48_21
2.5264887660446442	P	48_23
2.5264887660446442	P	48_25
2.5264887660446442	P	49_11
2.5264887660446442	P	89_27
2.5264887660446442	P	101_11
2.547929433081278	L	31_11
2.58982158880941	O	122_n10
2.6081925855965706	L	61_11
2.6081925855965706	AT	n17;61_18;n17;61_20;n10;61_21
2.6089692964319458	L	73_11
2.6089692964319458	AT	n4;73_5;n4;73_20;n10;73_21
2.616630728434649	LT	n10;50_11;n10;50_24;n4;50_25
2.6801032579264477	LT	n10;84_17;n10;84_26;n18;84_27
2.7155173886454014	L	24_13
2.7155173886454014	AT	n17;24_20;n17;24_26;n10;24_27
2.7778959616212258	L	65_11
2.7794511737549725	AT	n18;8_19;n18;8_26;n10;8_27
2.786886493287732	L	71_15
2.786886493287732	AT	n17;71_22;n17;71_32;n10;71_33
2.7970362910773896	L	13_15
2.7970362910773896	AT	n26;13_43;n26;13_46;n10;13_47
2.8068130960831694	O	129_n10
2.8081859172965546	LT	n10;26_17;n10;26_38;n19;26_39
2.811431171548241	LT	n10;40_13;n10;40_32;n25;40_33
2.8128426285674473	AT	n16;68_17;n16;68_24;n10;68_25
2.850928459838108	LT	n10;9_13;n10;9_34;n24;9_35
2.861662871177606	LT	n10;20_13;n10;20_26;n15;20_27
2.8739774471728414	LT	n10;17_13;n10;17_34;n16;17_35
2.942634661290966	LT	n10;60_11;n10;60_32;n12;60_33
2.954285590156447	LT	n10;90_13;n10;90_46;n23;90_47
3.0099809222019904	LT	n10;58_11;n10;58_40;n32;58_41
3.0724768947510372	L	13_47
3.0724768947510372	AT	n26;13_39;n26;13_68;n10;13_69
3.0754833706904807	D	102_13;102_40;102_41
3.0827428627114952	O	136_n10
3.0867932219050696	L	110_5
3.0867932219050696	AT	n19;110_12;n19;110_22;n10;110_23
3.109784760058781	LT	n10;26_38;n10;26_54;n19;26_55
3.1146532347180806	L	22_11
